"ID","global_plumes_fert_2007_raw_log_extend_scaled","global_plumes_fert_2008_raw_log_extend_scaled","global_plumes_fert_2009_raw_log_extend_scaled","global_plumes_fert_2010_raw_log_extend_scaled","global_plumes_fert_2011_raw_log_extend_scaled","global_plumes_fert_2012_raw_log_extend_scaled"
1,0.050644316785274,0.053490217130991,0.0603624952870843,0.0419029545221837,0.034154314918971,0.0369951129432684
2,0.000898537286288364,0.00115614250206207,0.000881658840563555,0.000772337300390937,0.000586083698108512,0.000818030041574145
3,0.000232967135587487,0.000432345363494356,0.000208998096984277,0.000444500214970246,0.000399391777102721,0.000626443658329679
4,0.00293771774424331,0.00301924193776605,0.00299340761746876,0.00292951019618109,0.00312513472249549,0.00344052297797316
5,6.66592550275148e-05,0.000135614663843362,1.75046137081611e-05,9.56198128626956e-06,5.30678158769007e-06,8.84343984665434e-05
6,0.00641692922505721,0.0070760195747758,0.00408553696971981,0.00591455458050155,0.00819372185697726,0.00625752508902298
7,0,0,0,0,0,0
8,9.50769563836111e-08,1.6279242926558e-07,4.29109977318834e-06,0,1.56776978969743e-07,1.27125644599191e-06
9,0,0,0,0,0,0
