"rgn_id","pressure_score"
1,0.0369951129432684
2,0.000818030041574145
3,0.000626443658329679
4,0.00344052297797316
5,8.84343984665434e-05
6,0.00625752508902298
7,0
8,1.27125644599191e-06
9,0
