"rgn_id","trend"
1,0.0242954462545397
2,-4.21961143122707e-05
3,-5.99225965082339e-05
4,0.000139224683063652
5,-0.000122886603298526
6,-0.00582848063834801
7,0
8,1.04900570420189e-05
9,0
