"ID","pressure_score"
1,NA
2,0.192671120517362
3,NA
4,0.307499115829448
5,0.289883181585757
6,0.48338346901383
7,0.109962367130641
8,0.149889001518612
9,0.261314248404183
10,0.340919921751816
