rgn_id,pressure_score
1,0.209977550068241
2,0.188585612315313
3,0.188585612315313
4,0.161015750856977
5,0.081877219044667
6,0.081877219044667
7,0.081877219044667
8,0.207071367600222
9,0.207071367600222
