rgn_id,trend
1,0.112572639499454
2,0.0146215194489963
3,0.0146215194489963
4,0.0183949562453013
5,0.0339313322395964
6,0.0339313322395964
7,0.0339313322395964
8,1.33937619974348e-06
9,1.33937619974348e-06
