"rgn_id","trend"
1,-0.000725639648041288
2,-0.000725639648041288
3,-0.000725639648041288
4,-0.000725639648041288
5,-0.000725639648041288
6,-0.000725639648041288
7,-0.000725639648041288
8,-0.000725639648041288
9,-0.000725639648041288
