rgn_id,resilience.score
1,0.433243054379512
2,0.033495461382185
3,0.033495461382185
4,0.104291729810544
5,0.16873863095117
6,0.16873863095117
7,0.16873863095117
8,0.153650753133383
9,0.153650753133383
