rgn_id,species_code,sust_coeff
1,NA,NA
2,NA,NA
3,NA,NA
4,505,0.43
5,NA,NA
6,505,0.43
6,509,0.566666667
6,363,0.17
6,549,0.533333333
6,364,0.533333333
6,195,0.93
6,502,0.3
7,NA,NA
8,NA,NA
9,NA,NA
