"rgn_id","resilience.score"
1,0.771998170150248
2,0.771998170150248
3,0.771998170150248
4,0.771998170150248
5,0.771998170150248
6,0.771998170150248
7,0.771998170150248
8,0.771998170150248
9,0.771998170150248
