"rgn_id","product","year","tonnes"
3,"fish_oil",1992,10815.535483871
3,"fish_oil",1993,10028.2596354167
3,"fish_oil",1994,10446.0425373134
3,"fish_oil",1995,11179.6531400966
3,"fish_oil",1996,12180.429047619
3,"fish_oil",1997,12195.2907407407
3,"fish_oil",1998,10297.6077625571
3,"fish_oil",1999,9020.91474358974
3,"fish_oil",2000,8884.65364583333
3,"fish_oil",2001,8761.35395537892
3,"fish_oil",2002,9087.7163614924
3,"fish_oil",2003,8856.92998396682
3,"fish_oil",2004,8226.97945884629
3,"fish_oil",2005,7988.16029411765
3,"fish_oil",2006,8565.76137254902
3,"fish_oil",2007,9123.97911764706
3,"fish_oil",2008,9349.69418604651
3,"fish_oil",2009,10121.9752906977
3,"fish_oil",2010,10469.0072674419
3,"fish_oil",2011,10638.9052325581
3,"ornamentals",1976,542.655173054384
3,"ornamentals",1977,463.172567097432
3,"ornamentals",1978,439.845989642189
3,"ornamentals",1979,421.609946486207
3,"ornamentals",1980,399.605928972478
3,"ornamentals",1981,371.003415753039
3,"ornamentals",1982,357.883940170166
3,"ornamentals",1983,343.745168041107
3,"ornamentals",1984,302.675343191193
3,"ornamentals",1985,284.612495148512
3,"ornamentals",1986,272.377201345451
3,"ornamentals",1987,270.826246610533
3,"ornamentals",1988,214.231444660196
3,"ornamentals",1989,208.690365760879
3,"ornamentals",1990,209.760427311372
3,"ornamentals",1991,283.93593947223
3,"ornamentals",1992,276.967480984012
3,"ornamentals",1993,279.851741315415
3,"ornamentals",1994,286.867327156732
3,"ornamentals",1995,292.498817275045
3,"ornamentals",1996,314.029589728251
3,"ornamentals",1997,334.197914250868
3,"ornamentals",1998,338.002648431083
3,"ornamentals",1999,314.828039138238
3,"ornamentals",2000,285.987010427585
3,"ornamentals",2001,273.452052677779
3,"ornamentals",2002,278.188074411637
3,"ornamentals",2003,296.376440565339
3,"ornamentals",2004,309.840475822311
3,"ornamentals",2005,334.443146517258
3,"ornamentals",2006,346.782761450866
3,"ornamentals",2007,356.490727925976
3,"ornamentals",2008,362.505058536007
3,"ornamentals",2009,352.364705969646
3,"ornamentals",2010,351.661402307304
3,"ornamentals",2011,349.120792922822
3,"seaweeds",1976,508.686592362436
3,"seaweeds",1977,520.043296181218
3,"seaweeds",1978,483.328864120812
3,"seaweeds",1979,473.821648090609
3,"seaweeds",1980,494.9479371853
3,"seaweeds",1981,829.801345261275
3,"seaweeds",1982,828.860548406783
3,"seaweeds",1983,776.397086051743
3,"seaweeds",1984,759.312873131299
3,"seaweeds",1985,1296.22072806308
3,"seaweeds",1986,1237.84556618518
3,"seaweeds",1987,1423.01559787289
3,"seaweeds",1988,2095.07376118718
3,"seaweeds",1989,2325.93993249412
3,"seaweeds",1990,4329.46468813131
3,"seaweeds",1991,4842.29615639158
3,"seaweeds",1992,4713.62747676094
3,"seaweeds",1993,4512.0562426385
3,"seaweeds",1994,4043.44842016619
3,"seaweeds",1995,3966.86131594594
3,"seaweeds",1996,4034.97391536761
3,"seaweeds",1997,4061.01593567251
3,"seaweeds",1998,3436.7291025641
3,"seaweeds",1999,3519.91477272727
3,"seaweeds",2000,3349.19776995305
3,"seaweeds",2001,3479.20382705234
3,"seaweeds",2002,3660.114565679
3,"seaweeds",2003,3570.04592876876
3,"seaweeds",2004,3544.44787420534
3,"seaweeds",2005,3648.25479652306
3,"seaweeds",2006,3735.39722873883
3,"seaweeds",2007,3830.92838542265
3,"seaweeds",2008,3861.90431641084
3,"seaweeds",2009,3945.07575077981
3,"seaweeds",2010,4127.40625433868
3,"seaweeds",2011,4532.77707682152
3,"shells",1976,4436.28571428571
3,"shells",1977,4554
3,"shells",1978,4589.80952380952
3,"shells",1979,4648.46428571429
3,"shells",1980,4610.89285714286
3,"shells",1981,4225.35
3,"shells",1982,3973.625
3,"shells",1983,3801.9375
3,"shells",1984,3721.96875
3,"shells",1985,3790.21875
3,"shells",1986,3897.671875
3,"shells",1987,4072.6734375
3,"shells",1988,4245.0171875
3,"shells",1989,4308.1421875
3,"shells",1990,3247.98815789474
3,"shells",1991,2760.5
3,"shells",1992,2239.78947368421
