rgn_id,resilience.score
1,0.4444444444445
2,0.9444444444445
3,0.9444444444445
4,0.722222222222167
5,0.777777777777667
6,0.777777777777667
7,0.777777777777667
8,0.777777777777833
9,0.777777777777833
