saup_id,rgn_id,prop_area
488,1,0.181680365500586
841,1,0.433632361630352
842,1,0.102983776603974
848,1,0.0949556414968446
851,1,0.10533216456452
852,1,0.0814156902037244
124,2,1
124,3,1
645,4,0.161594361137021
647,4,0.00825726645376504
648,4,0.00143693777370243
649,4,0.422337305147582
650,4,0.404798240794903
651,4,0.00157588869302642
578,5,1
578,6,1
578,7,1
304,8,1
304,9,1
