rgn_id,pressure_score
1,0.336175126414717
2,0.0800221987052208
3,0.0800221987052208
4,0.0794913181340156
5,0.386744752627943
6,0.386744752627943
7,0.386744752627943
8,0.0490630578213321
9,0.0490630578213321
