"rgn_id","resilience_score"
1,0.657657657657658
2,0.657657657657658
3,0.657657657657658
4,0.657657657657658
5,0.657657657657658
6,0.657657657657658
7,0.657657657657658
8,0.657657657657658
9,0.657657657657658
