"rgn_id","product","year","tonnes_rel"
3,"sponges",2000,0.486662601688395
3,"sponges",2001,0.479542047319662
3,"sponges",2002,0.491604142163897
3,"sponges",2003,0.523448298221175
3,"sponges",2004,0.513267772939977
3,"sponges",2005,0.483837095237871
3,"sponges",2006,0.480340260958809
3,"sponges",2007,0.434032647768804
3,"sponges",2008,0.402980813242608
3,"sponges",2009,0.358040117251808
3,"sponges",2010,0.329708300293961
3,"sponges",2011,0.284903969004038
4,"corals",1976,0.476955890576678
4,"corals",1977,0.445435546438048
4,"corals",1978,0.580233420373928
4,"corals",1979,0.60201746197029
4,"corals",1980,0.641127479130399
4,"corals",1981,0.692451182967206
4,"corals",1982,0.61737157646975
4,"corals",1983,0.468670762514866
4,"corals",1984,0.445063699539059
4,"corals",1985,0.426199814023707
4,"corals",1986,0.415842313199989
4,"corals",1987,0.405833908254429
4,"corals",1988,0.399549792165362
4,"corals",1989,0.373593217018146
4,"corals",1990,0.402513066740932
4,"corals",1991,0.410517594978244
4,"corals",1992,0.413032841942859
4,"corals",1993,0.391057015046459
4,"corals",1994,0.401555355496444
4,"corals",1995,0.424774973868209
4,"corals",1996,0.48394346793928
4,"corals",1997,0.518359887882894
4,"corals",1998,0.593129353443469
4,"corals",1999,0.566033946925994
4,"corals",2000,0.515877170623764
4,"corals",2001,0.558605432553349
4,"corals",2002,0.538308006759426
4,"corals",2003,0.551681342348373
4,"corals",2004,0.542929641963285
4,"corals",2005,0.541240360714119
4,"corals",2006,0.515993817388114
4,"corals",2007,0.556259300961363
4,"corals",2008,0.523834368207413
4,"corals",2009,0.465030595034891
4,"corals",2010,0.43011817890876
4,"corals",2011,0.344256205007407
4,"fish_oil",1976,0.477383918954238
4,"fish_oil",1977,0.467763045207759
4,"fish_oil",1978,0.498410178264447
4,"fish_oil",1979,0.496748984394106
4,"fish_oil",1980,0.493024088612835
4,"fish_oil",1981,0.520631110524641
4,"fish_oil",1982,0.478932906537965
4,"fish_oil",1983,0.450877544927254
4,"fish_oil",1984,0.418481670850857
4,"fish_oil",1985,0.42701589463516
4,"fish_oil",1986,0.450405832301401
4,"fish_oil",1987,0.444003602495257
4,"fish_oil",1988,0.438549072886731
4,"fish_oil",1989,0.445872103562034
4,"fish_oil",1990,0.446704437317248
4,"fish_oil",1991,0.436518772819279
4,"fish_oil",1992,0.447348961518911
4,"fish_oil",1993,0.452908503229056
4,"fish_oil",1994,0.438495285894025
4,"fish_oil",1995,0.416477896804256
4,"fish_oil",1996,0.396157903295017
4,"fish_oil",1997,0.425619660282348
4,"fish_oil",1998,0.447518266828571
4,"fish_oil",1999,0.446414341876514
4,"fish_oil",2000,0.445600845001457
4,"fish_oil",2001,0.432212715594037
4,"fish_oil",2002,0.429590676165811
4,"fish_oil",2003,0.430027434846219
4,"fish_oil",2004,0.436958108328403
4,"fish_oil",2005,0.444221196303272
4,"fish_oil",2006,0.434202202304601
4,"fish_oil",2007,0.460846393868931
4,"fish_oil",2008,0.534139171957113
4,"fish_oil",2009,0.554693922464616
4,"fish_oil",2010,0.588028054886202
4,"fish_oil",2011,0.61712127985797
4,"ornamentals",1976,0.225628471683445
4,"ornamentals",1977,0.241514176660316
4,"ornamentals",1978,0.249726683345539
4,"ornamentals",1979,0.255059316529467
4,"ornamentals",1980,0.297586894072803
4,"ornamentals",1981,0.270674950998991
4,"ornamentals",1982,0.252408520597269
4,"ornamentals",1983,0.227394240884381
4,"ornamentals",1984,0.246787579748186
4,"ornamentals",1985,0.24648483266435
4,"ornamentals",1986,0.242067275598694
4,"ornamentals",1987,0.300387445570928
