rgn_id,habitat,km2
1,soft_bottom,231685.6666
2,soft_bottom,623410.2635
3,soft_bottom,198746.6459
4,soft_bottom,2880698.125
5,soft_bottom,247035.6694
6,soft_bottom,74055.16208
7,soft_bottom,884.6030751
8,soft_bottom,170434.9812
9,soft_bottom,191930.05
1,seaice_edge,917.6818182
2,seaice_edge,1929.363636
3,seaice_edge,794.2727273
4,seaice_edge,7228.318182
5,seaice_edge,1996.363636
6,seaice_edge,88.04545455
7,seaice_edge,360.5
8,seaice_edge,1577.318182
9,seaice_edge,3056.363636
