year,rgn_id,n_cells,n_cells_tot,n_cells_cum,a_tot_km2,a_prot_km2,pct_prot,lsp_status
1983,8,0,3873532,60353,968383.0,15088.25,0.0156,5.2
1984,8,0,3873532,60353,968383.0,15088.25,0.0156,5.2
1985,8,0,3873532,60353,968383.0,15088.25,0.0156,5.2
1986,8,10,3873532,60363,968383.0,15090.75,0.0156,5.2
1987,8,0,3873532,60363,968383.0,15090.75,0.0156,5.2
1988,8,4812,3873532,65175,968383.0,16293.75,0.0168,5.6
1989,8,0,3873532,65175,968383.0,16293.75,0.0168,5.6
1990,8,0,3873532,65175,968383.0,16293.75,0.0168,5.6
1991,8,0,3873532,65175,968383.0,16293.75,0.0168,5.6
1992,8,0,3873532,65175,968383.0,16293.75,0.0168,5.6
1993,8,0,3873532,65175,968383.0,16293.75,0.0168,5.6
1994,8,0,3873532,65175,968383.0,16293.75,0.0168,5.6
1995,8,0,3873532,65175,968383.0,16293.75,0.0168,5.6
1996,8,0,3873532,65175,968383.0,16293.75,0.0168,5.6
1997,8,0,3873532,65175,968383.0,16293.75,0.0168,5.6
1998,8,4,3873532,65179,968383.0,16294.75,0.0168,5.6
1999,8,0,3873532,65179,968383.0,16294.75,0.0168,5.6
2000,8,0,3873532,65179,968383.0,16294.75,0.0168,5.6
2001,8,0,3873532,65179,968383.0,16294.75,0.0168,5.6
2002,8,0,3873532,65179,968383.0,16294.75,0.0168,5.6
2003,8,1322,3873532,66501,968383.0,16625.25,0.0172,5.73
2004,8,0,3873532,66501,968383.0,16625.25,0.0172,5.73
2005,8,21,3873532,66522,968383.0,16630.5,0.0172,5.73
2006,8,0,3873532,66522,968383.0,16630.5,0.0172,5.73
2007,8,0,3873532,66522,968383.0,16630.5,0.0172,5.73
2008,8,311,3873532,66833,968383.0,16708.25,0.0173,5.77
2009,8,0,3873532,66833,968383.0,16708.25,0.0173,5.77
2010,8,199,3873532,67032,968383.0,16758.0,0.0173,5.77
2011,8,0,3873532,67032,968383.0,16758.0,0.0173,5.77
2012,8,0,3873532,67032,968383.0,16758.0,0.0173,5.77
2013,8,0,3873532,67032,968383.0,16758.0,0.0173,5.77
2014,8,0,3873532,67032,968383.0,16758.0,0.0173,5.77
0,9,0,5254709,0,1313677.25,0.0,0.0,0.0
1909,9,0,5254709,0,1313677.25,0.0,0.0,0.0
1920,9,0,5254709,0,1313677.25,0.0,0.0,0.0
1927,9,0,5254709,0,1313677.25,0.0,0.0,0.0
1928,9,0,5254709,0,1313677.25,0.0,0.0,0.0
1929,9,0,5254709,0,1313677.25,0.0,0.0,0.0
1931,9,0,5254709,0,1313677.25,0.0,0.0,0.0
1932,9,0,5254709,0,1313677.25,0.0,0.0,0.0
1938,9,0,5254709,0,1313677.25,0.0,0.0,0.0
1942,9,0,5254709,0,1313677.25,0.0,0.0,0.0
1956,9,0,5254709,0,1313677.25,0.0,0.0,0.0
1957,9,0,5254709,0,1313677.25,0.0,0.0,0.0
1959,9,0,5254709,0,1313677.25,0.0,0.0,0.0
1960,9,0,5254709,0,1313677.25,0.0,0.0,0.0
1961,9,0,5254709,0,1313677.25,0.0,0.0,0.0
1962,9,0,5254709,0,1313677.25,0.0,0.0,0.0
1965,9,0,5254709,0,1313677.25,0.0,0.0,0.0
1967,9,0,5254709,0,1313677.25,0.0,0.0,0.0
1968,9,0,5254709,0,1313677.25,0.0,0.0,0.0
1969,9,0,5254709,0,1313677.25,0.0,0.0,0.0
1970,9,0,5254709,0,1313677.25,0.0,0.0,0.0
1971,9,0,5254709,0,1313677.25,0.0,0.0,0.0
1972,9,0,5254709,0,1313677.25,0.0,0.0,0.0
1973,9,0,5254709,0,1313677.25,0.0,0.0,0.0
1974,9,212,5254709,212,1313677.25,53.0,0.0,0.0
1975,9,0,5254709,212,1313677.25,53.0,0.0,0.0
1976,9,0,5254709,212,1313677.25,53.0,0.0,0.0
1977,9,340533,5254709,340745,1313677.25,85186.25,0.0648,21.6
1978,9,0,5254709,340745,1313677.25,85186.25,0.0648,21.6
1979,9,0,5254709,340745,1313677.25,85186.25,0.0648,21.6
1980,9,0,5254709,340745,1313677.25,85186.25,0.0648,21.6
1981,9,0,5254709,340745,1313677.25,85186.25,0.0648,21.6
1982,9,0,5254709,340745,1313677.25,85186.25,0.0648,21.6
1983,9,0,5254709,340745,1313677.25,85186.25,0.0648,21.6
1984,9,0,5254709,340745,1313677.25,85186.25,0.0648,21.6
1985,9,0,5254709,340745,1313677.25,85186.25,0.0648,21.6
1986,9,0,5254709,340745,1313677.25,85186.25,0.0648,21.6
1987,9,0,5254709,340745,1313677.25,85186.25,0.0648,21.6
1988,9,1736,5254709,342481,1313677.25,85620.25,0.0652,21.73
1989,9,0,5254709,342481,1313677.25,85620.25,0.0652,21.73
1990,9,0,5254709,342481,1313677.25,85620.25,0.0652,21.73
1991,9,0,5254709,342481,1313677.25,85620.25,0.0652,21.73
1992,9,0,5254709,342481,1313677.25,85620.25,0.0652,21.73
1993,9,0,5254709,342481,1313677.25,85620.25,0.0652,21.73
1994,9,0,5254709,342481,1313677.25,85620.25,0.0652,21.73
1995,9,0,5254709,342481,1313677.25,85620.25,0.0652,21.73
1996,9,0,5254709,342481,1313677.25,85620.25,0.0652,21.73
1997,9,0,5254709,342481,1313677.25,85620.25,0.0652,21.73
1998,9,0,5254709,342481,1313677.25,85620.25,0.0652,21.73
1999,9,0,5254709,342481,1313677.25,85620.25,0.0652,21.73
2000,9,0,5254709,342481,1313677.25,85620.25,0.0652,21.73
2001,9,0,5254709,342481,1313677.25,85620.25,0.0652,21.73
2002,9,0,5254709,342481,1313677.25,85620.25,0.0652,21.73
2003,9,0,5254709,342481,1313677.25,85620.25,0.0652,21.73
2004,9,0,5254709,342481,1313677.25,85620.25,0.0652,21.73
2005,9,0,5254709,342481,1313677.25,85620.25,0.0652,21.73
2006,9,0,5254709,342481,1313677.25,85620.25,0.0652,21.73
2007,9,0,5254709,342481,1313677.25,85620.25,0.0652,21.73
2008,9,0,5254709,342481,1313677.25,85620.25,0.0652,21.73
2009,9,0,5254709,342481,1313677.25,85620.25,0.0652,21.73
2010,9,0,5254709,342481,1313677.25,85620.25,0.0652,21.73
2011,9,0,5254709,342481,1313677.25,85620.25,0.0652,21.73
2012,9,0,5254709,342481,1313677.25,85620.25,0.0652,21.73
2013,9,0,5254709,342481,1313677.25,85620.25,0.0652,21.73
2014,9,0,5254709,342481,1313677.25,85620.25,0.0652,21.73
0,10,0,1839600,0,459900.0,0.0,0.0,0.0
1909,10,0,1839600,0,459900.0,0.0,0.0,0.0
1920,10,0,1839600,0,459900.0,0.0,0.0,0.0
1927,10,0,1839600,0,459900.0,0.0,0.0,0.0
1928,10,0,1839600,0,459900.0,0.0,0.0,0.0
1929,10,0,1839600,0,459900.0,0.0,0.0,0.0
1931,10,0,1839600,0,459900.0,0.0,0.0,0.0
1932,10,0,1839600,0,459900.0,0.0,0.0,0.0
1938,10,0,1839600,0,459900.0,0.0,0.0,0.0
1942,10,0,1839600,0,459900.0,0.0,0.0,0.0
1956,10,0,1839600,0,459900.0,0.0,0.0,0.0
1957,10,0,1839600,0,459900.0,0.0,0.0,0.0
1959,10,0,1839600,0,459900.0,0.0,0.0,0.0
1960,10,0,1839600,0,459900.0,0.0,0.0,0.0
1961,10,0,1839600,0,459900.0,0.0,0.0,0.0
1962,10,0,1839600,0,459900.0,0.0,0.0,0.0
1965,10,0,1839600,0,459900.0,0.0,0.0,0.0
1967,10,0,1839600,0,459900.0,0.0,0.0,0.0
1968,10,0,1839600,0,459900.0,0.0,0.0,0.0
1969,10,0,1839600,0,459900.0,0.0,0.0,0.0
1970,10,0,1839600,0,459900.0,0.0,0.0,0.0
1971,10,0,1839600,0,459900.0,0.0,0.0,0.0
1972,10,0,1839600,0,459900.0,0.0,0.0,0.0
1973,10,0,1839600,0,459900.0,0.0,0.0,0.0
1974,10,0,1839600,0,459900.0,0.0,0.0,0.0
1975,10,0,1839600,0,459900.0,0.0,0.0,0.0
1976,10,0,1839600,0,459900.0,0.0,0.0,0.0
1977,10,0,1839600,0,459900.0,0.0,0.0,0.0
1978,10,0,1839600,0,459900.0,0.0,0.0,0.0
1979,10,0,1839600,0,459900.0,0.0,0.0,0.0
1980,10,0,1839600,0,459900.0,0.0,0.0,0.0
1981,10,0,1839600,0,459900.0,0.0,0.0,0.0
1982,10,0,1839600,0,459900.0,0.0,0.0,0.0
1983,10,0,1839600,0,459900.0,0.0,0.0,0.0
1984,10,0,1839600,0,459900.0,0.0,0.0,0.0
1985,10,0,1839600,0,459900.0,0.0,0.0,0.0
1986,10,0,1839600,0,459900.0,0.0,0.0,0.0
1987,10,0,1839600,0,459900.0,0.0,0.0,0.0
1988,10,0,1839600,0,459900.0,0.0,0.0,0.0
1989,10,0,1839600,0,459900.0,0.0,0.0,0.0
1990,10,0,1839600,0,459900.0,0.0,0.0,0.0
1991,10,0,1839600,0,459900.0,0.0,0.0,0.0
1992,10,0,1839600,0,459900.0,0.0,0.0,0.0
1993,10,0,1839600,0,459900.0,0.0,0.0,0.0
1994,10,0,1839600,0,459900.0,0.0,0.0,0.0
1995,10,0,1839600,0,459900.0,0.0,0.0,0.0
1996,10,0,1839600,0,459900.0,0.0,0.0,0.0
1997,10,0,1839600,0,459900.0,0.0,0.0,0.0
1998,10,0,1839600,0,459900.0,0.0,0.0,0.0
1999,10,0,1839600,0,459900.0,0.0,0.0,0.0
2000,10,0,1839600,0,459900.0,0.0,0.0,0.0
2001,10,0,1839600,0,459900.0,0.0,0.0,0.0
2002,10,0,1839600,0,459900.0,0.0,0.0,0.0
2003,10,0,1839600,0,459900.0,0.0,0.0,0.0
2004,10,0,1839600,0,459900.0,0.0,0.0,0.0
2005,10,0,1839600,0,459900.0,0.0,0.0,0.0
2006,10,0,1839600,0,459900.0,0.0,0.0,0.0
2007,10,0,1839600,0,459900.0,0.0,0.0,0.0
2008,10,0,1839600,0,459900.0,0.0,0.0,0.0
2009,10,0,1839600,0,459900.0,0.0,0.0,0.0
2010,10,0,1839600,0,459900.0,0.0,0.0,0.0
2011,10,0,1839600,0,459900.0,0.0,0.0,0.0
2012,10,0,1839600,0,459900.0,0.0,0.0,0.0
2013,10,0,1839600,0,459900.0,0.0,0.0,0.0
2014,10,0,1839600,0,459900.0,0.0,0.0,0.0
0,NA,47336,70885846,47336,17721461.5,11834.0,7e-4,0.23
1909,NA,466,70885846,47802,17721461.5,11950.5,7e-4,0.23
1920,NA,14,70885846,47816,17721461.5,11954.0,7e-4,0.23
1927,NA,224877,70885846,272693,17721461.5,68173.25,0.0038,1.27
1928,NA,909,70885846,273602,17721461.5,68400.5,0.0039,1.3
1929,NA,0,70885846,273602,17721461.5,68400.5,0.0039,1.3
1931,NA,29,70885846,273631,17721461.5,68407.75,0.0039,1.3
1932,NA,717,70885846,274348,17721461.5,68587.0,0.0039,1.3
1938,NA,679,70885846,275027,17721461.5,68756.75,0.0039,1.3
1942,NA,139,70885846,275166,17721461.5,68791.5,0.0039,1.3
1956,NA,183,70885846,275349,17721461.5,68837.25,0.0039,1.3
1957,NA,4992,70885846,280341,17721461.5,70085.25,0.004,1.33
1959,NA,10294,70885846,290635,17721461.5,72658.75,0.0041,1.37
1960,NA,1152,70885846,291787,17721461.5,72946.75,0.0041,1.37
1961,NA,14145,70885846,305932,17721461.5,76483.0,0.0043,1.43
1962,NA,134,70885846,306066,17721461.5,76516.5,0.0043,1.43
1965,NA,2215,70885846,308281,17721461.5,77070.25,0.0043,1.43
1967,NA,1477,70885846,309758,17721461.5,77439.5,0.0044,1.47
1968,NA,1,70885846,309759,17721461.5,77439.75,0.0044,1.47
1969,NA,2780,70885846,312539,17721461.5,78134.75,0.0044,1.47
1970,NA,7011,70885846,319550,17721461.5,79887.5,0.0045,1.5
1971,NA,48391,70885846,367941,17721461.5,91985.25,0.0052,1.73
1972,NA,96,70885846,368037,17721461.5,92009.25,0.0052,1.73
1973,NA,213,70885846,368250,17721461.5,92062.5,0.0052,1.73
1974,NA,32880,70885846,401130,17721461.5,100282.5,0.0057,1.9
1975,NA,9029,70885846,410159,17721461.5,102539.75,0.0058,1.93
1976,NA,126896,70885846,537055,17721461.5,134263.75,0.0076,2.53
1977,NA,3543338,70885846,4080393,17721461.5,1020098.25,0.0576,19.2
1978,NA,192015,70885846,4272408,17721461.5,1068102.0,0.0603,20.1
1979,NA,5186,70885846,4277594,17721461.5,1069398.5,0.0603,20.1
1980,NA,299718,70885846,4577312,17721461.5,1144328.0,0.0646,21.53
1981,NA,4611,70885846,4581923,17721461.5,1145480.75,0.0646,21.53
1982,NA,377587,70885846,4959510,17721461.5,1239877.5,0.07,23.33
1983,NA,83127,70885846,5042637,17721461.5,1260659.25,0.0711,23.7
1984,NA,70746,70885846,5113383,17721461.5,1278345.75,0.0721,24.03
1985,NA,68516,70885846,5181899,17721461.5,1295474.75,0.0731,24.37
1986,NA,65186,70885846,5247085,17721461.5,1311771.25,0.074,24.67
1987,NA,70883,70885846,5317968,17721461.5,1329492.0,0.075,25.0
1988,NA,254325,70885846,5572293,17721461.5,1393073.25,0.0786,26.2
1989,NA,39812,70885846,5612105,17721461.5,1403026.25,0.0792,26.4
1990,NA,1365,70885846,5613470,17721461.5,1403367.5,0.0792,26.4
1991,NA,6812,70885846,5620282,17721461.5,1405070.5,0.0793,26.43
1992,NA,16300,70885846,5636582,17721461.5,1409145.5,0.0795,26.5
1993,NA,134342,70885846,5770924,17721461.5,1442731.0,0.0814,27.13
1994,NA,398871,70885846,6169795,17721461.5,1542448.75,0.087,29.0
1995,NA,303706,70885846,6473501,17721461.5,1618375.25,0.0913,30.43
1996,NA,326429,70885846,6799930,17721461.5,1699982.5,0.0959,31.97
1997,NA,65284,70885846,6865214,17721461.5,1716303.5,0.0968,32.27
1998,NA,126076,70885846,6991290,17721461.5,1747822.5,0.0986,32.87
1999,NA,8768,70885846,7000058,17721461.5,1750014.5,0.0988,32.93
2000,NA,76006,70885846,7076064,17721461.5,1769016.0,0.0998,33.27
2001,NA,91128,70885846,7167192,17721461.5,1791798.0,0.1011,33.7
2002,NA,5663,70885846,7172855,17721461.5,1793213.75,0.1012,33.73
2003,NA,139904,70885846,7312759,17721461.5,1828189.75,0.1032,34.4
2004,NA,30189,70885846,7342948,17721461.5,1835737.0,0.1036,34.53
2005,NA,51866,70885846,7394814,17721461.5,1848703.5,0.1043,34.77
2006,NA,11697,70885846,7406511,17721461.5,1851627.75,0.1045,34.83
2007,NA,584,70885846,7407095,17721461.5,1851773.75,0.1045,34.83
2008,NA,78122,70885846,7485217,17721461.5,1871304.25,0.1056,35.2
2009,NA,37508,70885846,7522725,17721461.5,1880681.25,0.1061,35.37
2010,NA,437232,70885846,7959957,17721461.5,1989989.25,0.1123,37.43
2011,NA,55978,70885846,8015935,17721461.5,2003983.75,0.1131,37.7
2012,NA,85632,70885846,8101567,17721461.5,2025391.75,0.1143,38.1
2013,NA,61351,70885846,8162918,17721461.5,2040729.5,0.1152,38.4
2014,NA,64658,70885846,8227576,17721461.5,2056894.0,0.1161,38.7
