year,rgn_id,n_cells,n_cells_tot,n_cells_cum,a_tot_km2,a_prot_km2,pct_prot,lsp_status
2003,9,0,272688,158192,68172.0,39548.0,0.5801,100.0
2004,9,0,272688,158192,68172.0,39548.0,0.5801,100.0
2005,9,0,272688,158192,68172.0,39548.0,0.5801,100.0
2006,9,0,272688,158192,68172.0,39548.0,0.5801,100.0
2007,9,0,272688,158192,68172.0,39548.0,0.5801,100.0
2008,9,0,272688,158192,68172.0,39548.0,0.5801,100.0
2009,9,0,272688,158192,68172.0,39548.0,0.5801,100.0
2010,9,0,272688,158192,68172.0,39548.0,0.5801,100.0
2011,9,0,272688,158192,68172.0,39548.0,0.5801,100.0
2012,9,0,272688,158192,68172.0,39548.0,0.5801,100.0
2013,9,0,272688,158192,68172.0,39548.0,0.5801,100.0
2014,9,0,272688,158192,68172.0,39548.0,0.5801,100.0
0,NA,47336,106655259,47336,26663814.75,11834.0,4e-4,0.13
1909,NA,466,106655259,47802,26663814.75,11950.5,4e-4,0.13
1920,NA,14,106655259,47816,26663814.75,11954.0,4e-4,0.13
1927,NA,224877,106655259,272693,26663814.75,68173.25,0.0026,0.87
1928,NA,909,106655259,273602,26663814.75,68400.5,0.0026,0.87
1929,NA,0,106655259,273602,26663814.75,68400.5,0.0026,0.87
1931,NA,29,106655259,273631,26663814.75,68407.75,0.0026,0.87
1932,NA,717,106655259,274348,26663814.75,68587.0,0.0026,0.87
1938,NA,679,106655259,275027,26663814.75,68756.75,0.0026,0.87
1942,NA,139,106655259,275166,26663814.75,68791.5,0.0026,0.87
1956,NA,183,106655259,275349,26663814.75,68837.25,0.0026,0.87
1957,NA,5338,106655259,280687,26663814.75,70171.75,0.0026,0.87
1959,NA,10294,106655259,290981,26663814.75,72745.25,0.0027,0.9
1960,NA,1150,106655259,292131,26663814.75,73032.75,0.0027,0.9
1961,NA,26905,106655259,319036,26663814.75,79759.0,0.003,1.0
1962,NA,134,106655259,319170,26663814.75,79792.5,0.003,1.0
1965,NA,2687,106655259,321857,26663814.75,80464.25,0.003,1.0
1967,NA,1327,106655259,323184,26663814.75,80796.0,0.003,1.0
1968,NA,1,106655259,323185,26663814.75,80796.25,0.003,1.0
1969,NA,0,106655259,323185,26663814.75,80796.25,0.003,1.0
1970,NA,3777,106655259,326962,26663814.75,81740.5,0.0031,1.03
1971,NA,48391,106655259,375353,26663814.75,93838.25,0.0035,1.17
1972,NA,96,106655259,375449,26663814.75,93862.25,0.0035,1.17
1973,NA,224120,106655259,599569,26663814.75,149892.25,0.0056,1.87
1974,NA,33405,106655259,632974,26663814.75,158243.5,0.0059,1.97
1975,NA,9063,106655259,642037,26663814.75,160509.25,0.006,2.0
1976,NA,172542,106655259,814579,26663814.75,203644.75,0.0076,2.53
1977,NA,3768751,106655259,4583330,26663814.75,1145832.5,0.043,14.33
1978,NA,192015,106655259,4775345,26663814.75,1193836.25,0.0448,14.93
1979,NA,5186,106655259,4780531,26663814.75,1195132.75,0.0448,14.93
1980,NA,299718,106655259,5080249,26663814.75,1270062.25,0.0476,15.87
1981,NA,4611,106655259,5084860,26663814.75,1271215.0,0.0477,15.9
1982,NA,378111,106655259,5462971,26663814.75,1365742.75,0.0512,17.07
1983,NA,45733,106655259,5508704,26663814.75,1377176.0,0.0516,17.2
1984,NA,70744,106655259,5579448,26663814.75,1394862.0,0.0523,17.43
1985,NA,69917,106655259,5649365,26663814.75,1412341.25,0.053,17.67
1986,NA,65186,106655259,5714551,26663814.75,1428637.75,0.0536,17.87
1987,NA,3887,106655259,5718438,26663814.75,1429609.5,0.0536,17.87
1988,NA,256006,106655259,5974444,26663814.75,1493611.0,0.056,18.67
1989,NA,32790,106655259,6007234,26663814.75,1501808.5,0.0563,18.77
1990,NA,1365,106655259,6008599,26663814.75,1502149.75,0.0563,18.77
1991,NA,6812,106655259,6015411,26663814.75,1503852.75,0.0564,18.8
1992,NA,16744,106655259,6032155,26663814.75,1508038.75,0.0566,18.87
1993,NA,149788,106655259,6181943,26663814.75,1545485.75,0.058,19.33
1994,NA,843449,106655259,7025392,26663814.75,1756348.0,0.0659,21.97
1995,NA,334571,106655259,7359963,26663814.75,1839990.75,0.069,23.0
1996,NA,362078,106655259,7722041,26663814.75,1930510.25,0.0724,24.13
1997,NA,45063,106655259,7767104,26663814.75,1941776.0,0.0728,24.27
1998,NA,126076,106655259,7893180,26663814.75,1973295.0,0.074,24.67
1999,NA,8768,106655259,7901948,26663814.75,1975487.0,0.0741,24.7
2000,NA,75081,106655259,7977029,26663814.75,1994257.25,0.0748,24.93
2001,NA,91128,106655259,8068157,26663814.75,2017039.25,0.0756,25.2
2002,NA,15887,106655259,8084044,26663814.75,2021011.0,0.0758,25.27
2003,NA,148219,106655259,8232263,26663814.75,2058065.75,0.0772,25.73
2004,NA,29863,106655259,8262126,26663814.75,2065531.5,0.0775,25.83
2005,NA,13266,106655259,8275392,26663814.75,2068848.0,0.0776,25.87
2006,NA,11697,106655259,8287089,26663814.75,2071772.25,0.0777,25.9
2007,NA,584,106655259,8287673,26663814.75,2071918.25,0.0777,25.9
2008,NA,78122,106655259,8365795,26663814.75,2091448.75,0.0784,26.13
2009,NA,19303,106655259,8385098,26663814.75,2096274.5,0.0786,26.2
2010,NA,79185,106655259,8464283,26663814.75,2116070.75,0.0794,26.47
2011,NA,7506,106655259,8471789,26663814.75,2117947.25,0.0794,26.47
2012,NA,70828,106655259,8542617,26663814.75,2135654.25,0.0801,26.7
2013,NA,8197,106655259,8550814,26663814.75,2137703.5,0.0802,26.73
2014,NA,64658,106655259,8615472,26663814.75,2153868.0,0.0808,26.93
