rgn_id,loiczid,proportionArea,csquarecode,cellarea
2,18910.0,0.02,7708:465:3,708.47
2,18911.0,0.04,7708:364:4,708.47
2,18912.0,0.1,7708:364:3,708.47
2,18914.0,0.13,7708:363:3,708.47
2,18915.0,0.03,7708:362:4,708.47
2,18916.0,0.16,7708:362:3,708.47
2,18917.0,0.01,7708:361:4,708.47
2,18918.0,0.02,7708:361:3,708.47
2,18922.0,0.08,7707:469:3,708.47
2,18923.0,0.23,7707:468:4,708.47
2,18924.0,0.1,7707:468:3,708.47
2,18925.0,0.23,7707:467:4,708.47
2,19581.0,0.14,7710:469:2,734.7
2,19582.0,0.09,7710:469:1,734.7
2,19583.0,0.01,7710:468:2,734.7
2,19584.0,0.31,7710:468:1,734.7
2,19585.0,0.11,7710:467:2,734.7
2,19587.0,0.08,7710:466:2,734.7
2,19588.0,0.08,7710:466:1,734.7
2,19589.0,0.04,7710:465:2,734.7
2,19591.0,0.1,7710:364:2,734.7
2,19592.0,0.29,7710:364:1,734.7
2,19593.0,0.2,7710:363:2,734.7
2,19594.0,0.25,7710:363:1,734.7
2,19595.0,0.23,7710:362:2,734.7
2,19596.0,0.27,7710:362:1,734.7
2,19597.0,0.22,7710:361:2,734.7
2,19598.0,0.13,7710:361:1,734.7
2,19599.0,0.3,7710:360:2,734.7
2,19600.0,0.38,7710:360:1,734.7
2,19601.0,0.04,7709:469:2,734.7
2,19602.0,0.07,7709:469:1,734.7
2,19603.0,0.02,7709:468:2,734.7
2,19605.0,0.21,7709:467:2,734.7
2,19606.0,0.2,7709:467:1,734.7
2,19607.0,0.04,7709:466:2,734.7
2,19608.0,0.05,7709:466:1,734.7
2,19609.0,0.08,7709:465:2,734.7
2,19610.0,0.26,7709:465:1,734.7
2,19611.0,0.26,7709:364:2,734.7
2,19612.0,0.06,7709:364:1,734.7
2,19613.0,0.1,7709:363:2,734.7
2,19614.0,0.13,7709:363:1,734.7
2,19615.0,0.12,7709:362:2,734.7
2,19618.0,0.2,7709:361:1,734.7
2,19619.0,0.23,7709:360:2,734.7
2,19620.0,0.41,7709:360:1,734.7
2,19621.0,0.24,7708:469:2,734.7
2,19622.0,0.28,7708:469:1,734.7
2,19623.0,0.12,7708:468:2,734.7
2,19624.0,0.12,7708:468:1,734.7
2,19625.0,0.09,7708:467:2,734.7
2,19626.0,0.2,7708:467:1,734.7
2,19627.0,0.13,7708:466:2,734.7
2,19628.0,0.08,7708:466:1,734.7
2,19629.0,0.07,7708:465:2,734.7
2,19630.0,0.11,7708:465:1,734.7
2,19631.0,0.26,7708:364:2,734.7
2,19632.0,0.15,7708:364:1,734.7
2,19633.0,0.08,7708:363:2,734.7
2,19634.0,0.07,7708:363:1,734.7
2,19635.0,0.08,7708:362:2,734.7
2,19636.0,0.12,7708:362:1,734.7
2,19637.0,0.07,7708:361:2,734.7
2,19638.0,0.28,7708:361:1,734.7
2,19639.0,0.15,7708:360:2,734.7
2,19640.0,0.1,7708:360:1,734.7
2,19641.0,0.1,7707:469:2,734.7
2,19642.0,0.2,7707:469:1,734.7
2,19643.0,0.19,7707:468:2,734.7
2,19644.0,0.05,7707:468:1,734.7
2,20301.0,0.17,7710:459:4,760.87
2,20302.0,0.23,7710:459:3,760.87
2,20303.0,0.09,7710:458:4,760.87
2,20305.0,0.14,7710:457:4,760.87
2,20306.0,0.13,7710:457:3,760.87
2,20307.0,0.16,7710:456:4,760.87
2,20309.0,0.07,7710:455:4,760.87
2,20310.0,0.19,7710:455:3,760.87
2,20313.0,0.18,7710:353:4,760.87
2,20314.0,0.24,7710:353:3,760.87
2,20315.0,0.32,7710:352:4,760.87
2,20316.0,0.31,7710:352:3,760.87
2,20317.0,0.3,7710:351:4,760.87
2,20318.0,0.27,7710:351:3,760.87
2,20319.0,0.19,7710:350:4,760.87
2,20320.0,0.26,7710:350:3,760.87
2,20321.0,0.2,7709:459:4,760.87
2,20325.0,0.2,7709:457:4,760.87
2,20326.0,0.2,7709:457:3,760.87
2,20327.0,0.34,7709:456:4,760.87
2,20328.0,0.2,7709:456:3,760.87
2,20329.0,0.28,7709:455:4,760.87
2,20330.0,0.15,7709:455:3,760.87
2,20331.0,0.24,7709:354:4,760.87
2,20332.0,0.21,7709:354:3,760.87
2,20335.0,0.04,7709:352:4,760.87
2,20336.0,0.26,7709:352:3,760.87
2,20338.0,0.04,7709:351:3,760.87
2,20339.0,0.08,7709:350:4,760.87
2,20340.0,0.05,7709:350:3,760.87
2,20341.0,0.16,7708:459:4,760.87
2,20342.0,0.18,7708:459:3,760.87
2,20343.0,0.15,7708:458:4,760.87
2,20344.0,0.08,7708:458:3,760.87
2,20345.0,0.13,7708:457:4,760.87
2,20346.0,0.1,7708:457:3,760.87
2,20347.0,0.03,7708:456:4,760.87
2,20348.0,0.03,7708:456:3,760.87
2,20349.0,0.09,7708:455:4,760.87
2,20350.0,0.1,7708:455:3,760.87
2,20351.0,0.09,7708:354:4,760.87
2,20352.0,0.13,7708:354:3,760.87
2,20353.0,0.08,7708:353:4,760.87
2,20354.0,0.06,7708:353:3,760.87
2,20355.0,0.08,7708:352:4,760.87
2,20356.0,0.03,7708:352:3,760.87
2,20357.0,0.1,7708:351:4,760.87
2,20358.0,0.13,7708:351:3,760.87
2,20359.0,0.03,7708:350:4,760.87
2,20360.0,0.07,7708:350:3,760.87
2,20361.0,0.14,7707:459:4,760.87
2,20362.0,0.17,7707:459:3,760.87
2,20363.0,0.06,7707:458:4,760.87
2,21023.0,0.08,7710:458:2,786.99
2,21025.0,0.02,7710:457:2,786.99
2,21028.0,0.05,7710:456:1,786.99
2,21029.0,0.26,7710:455:2,786.99
2,21031.0,0.22,7710:354:2,786.99
2,21032.0,0.12,7710:354:1,786.99
2,21033.0,0.21,7710:353:2,786.99
2,21035.0,0.02,7710:352:2,786.99
2,21039.0,0.22,7710:350:2,786.99
2,21040.0,0.25,7710:350:1,786.99
2,21042.0,0.01,7709:459:1,786.99
2,21043.0,0.02,7709:458:2,786.99
2,21044.0,0.11,7709:458:1,786.99
2,21045.0,0.52,7709:457:2,786.99
2,21046.0,0.39,7709:457:1,786.99
2,21047.0,0.25,7709:456:2,786.99
2,21048.0,0.33,7709:456:1,786.99
2,21049.0,0.07,7709:455:2,786.99
2,21053.0,0.12,7709:353:2,786.99
2,21054.0,0.12,7709:353:1,786.99
2,21055.0,0.08,7709:352:2,786.99
2,21056.0,0.21,7709:352:1,786.99
2,21062.0,0.01,7708:459:1,786.99
2,21063.0,0.04,7708:458:2,786.99
2,21064.0,0.01,7708:458:1,786.99
2,21065.0,0.01,7708:457:2,786.99
2,21066.0,0.01,7708:457:1,786.99
2,21067.0,0.06,7708:456:2,786.99
2,21068.0,0.15,7708:456:1,786.99
2,21069.0,0.04,7708:455:2,786.99
2,21080.0,0.13,7708:350:1,786.99
2,21081.0,0.3,7707:459:2,786.99
2,21082.0,0.09,7707:459:1,786.99
2,21741.0,0.02,7710:249:4,813.04
2,21742.0,0.1,7710:249:3,813.04
2,21743.0,0.12,7710:248:4,813.04
2,21744.0,0.08,7710:248:3,813.04
2,21745.0,0.08,7710:247:4,813.04
2,21746.0,0.06,7710:247:3,813.04
2,21747.0,0.06,7710:246:4,813.04
2,21760.0,0.05,7710:140:3,813.04
2,21761.0,0.08,7709:249:4,813.04
2,21762.0,0.1,7709:249:3,813.04
2,21763.0,0.08,7709:248:4,813.04
2,21764.0,0.14,7709:248:3,813.04
2,21765.0,0.06,7709:247:4,813.04
2,21766.0,0.1,7709:247:3,813.04
2,21767.0,0.04,7709:246:4,813.04
2,21768.0,0.18,7709:246:3,813.04
2,21769.0,0.23,7709:245:4,813.04
2,21770.0,0.22,7709:245:3,813.04
2,21771.0,0.09,7709:144:4,813.04
2,21772.0,0.1,7709:144:3,813.04
2,21773.0,0.08,7709:143:4,813.04
2,21774.0,0.15,7709:143:3,813.04
2,21776.0,0.12,7709:142:3,813.04
2,21777.0,0.13,7709:141:4,813.04
2,21778.0,0.18,7709:141:3,813.04
2,21779.0,0.16,7709:140:4,813.04
2,21780.0,0.08,7709:140:3,813.04
2,21781.0,0.1,7708:249:4,813.04
2,21782.0,0.15,7708:249:3,813.04
2,21783.0,0.28,7708:248:4,813.04
2,21784.0,0.03,7708:248:3,813.04
2,21786.0,0.02,7708:247:3,813.04
2,21787.0,0.03,7708:246:4,813.04
2,21788.0,0.05,7708:246:3,813.04
2,21789.0,0.03,7708:245:4,813.04
2,21790.0,0.08,7708:245:3,813.04
2,21791.0,0.03,7708:144:4,813.04
2,21792.0,0.02,7708:144:3,813.04
2,21793.0,0.11,7708:143:4,813.04
2,21794.0,0.31,7708:143:3,813.04
2,21795.0,0.06,7708:142:4,813.04
2,21796.0,0.04,7708:142:3,813.04
2,21798.0,0.07,7708:141:3,813.04
2,21799.0,0.01,7708:140:4,813.04
2,21800.0,0.26,7708:140:3,813.04
2,21801.0,0.09,7707:249:4,813.04
2,21802.0,0.09,7707:249:3,813.04
2,22482.0,0.07,7709:249:1,839.04
2,22483.0,0.06,7709:248:2,839.04
2,22484.0,0.08,7709:248:1,839.04
2,22485.0,0.16,7709:247:2,839.04
2,22486.0,0.01,7709:247:1,839.04
2,22490.0,0.08,7709:245:1,839.04
2,22491.0,0.06,7709:144:2,839.04
2,22492.0,0.03,7709:144:1,839.04
2,22493.0,0.08,7709:143:2,839.04
2,22494.0,0.07,7709:143:1,839.04
2,22495.0,0.07,7709:142:2,839.04
2,22496.0,0.08,7709:142:1,839.04
2,22497.0,0.07,7709:141:2,839.04
2,22498.0,0.1,7709:141:1,839.04
2,22499.0,0.01,7709:140:2,839.04
2,22500.0,0.07,7709:140:1,839.04
2,22501.0,0.05,7708:249:2,839.04
2,22503.0,0.02,7708:248:2,839.04
2,22504.0,0.09,7708:248:1,839.04
2,22505.0,0.02,7708:247:2,839.04
2,22506.0,0.03,7708:247:1,839.04
2,22507.0,0.02,7708:246:2,839.04
2,22508.0,0.1,7708:246:1,839.04
2,22509.0,0.09,7708:245:2,839.04
2,22510.0,0.07,7708:245:1,839.04
2,22511.0,0.02,7708:144:2,839.04
2,22512.0,0.01,7708:144:1,839.04
2,22516.0,0.04,7708:142:1,839.04
2,22517.0,0.06,7708:141:2,839.04
2,23184.0,0.05,7710:238:3,864.97
2,23185.0,0.17,7710:237:4,864.97
2,23186.0,0.02,7710:237:3,864.97
2,23187.0,0.11,7710:236:4,864.97
2,23188.0,0.04,7710:236:3,864.97
2,23189.0,0.04,7710:235:4,864.97
2,23190.0,0.1,7710:235:3,864.97
2,23191.0,0.07,7710:134:4,864.97
2,23192.0,0.04,7710:134:3,864.97
2,23197.0,0.05,7710:131:4,864.97
2,23198.0,0.26,7710:131:3,864.97
2,23199.0,0.26,7710:130:4,864.97
2,23200.0,0.17,7710:130:3,864.97
2,23201.0,0.12,7709:239:4,864.97
2,23202.0,0.23,7709:239:3,864.97
2,23203.0,0.11,7709:238:4,864.97
2,23204.0,0.13,7709:238:3,864.97
2,23205.0,0.16,7709:237:4,864.97
2,23206.0,0.23,7709:237:3,864.97
2,23207.0,0.08,7709:236:4,864.97
2,23209.0,0.14,7709:235:4,864.97
2,23210.0,0.24,7709:235:3,864.97
2,23211.0,0.11,7709:134:4,864.97
2,23216.0,0.03,7709:132:3,864.97
2,23219.0,0.15,7709:130:4,864.97
2,23220.0,0.2,7709:130:3,864.97
2,23221.0,0.02,7708:239:4,864.97
2,23224.0,0.09,7708:238:3,864.97
2,23225.0,0.06,7708:237:4,864.97
2,23226.0,0.05,7708:237:3,864.97
2,23227.0,0.07,7708:236:4,864.97
2,23228.0,0.1,7708:236:3,864.97
2,23229.0,0.04,7708:235:4,864.97
2,23230.0,0.17,7708:235:3,864.97
2,23231.0,0.09,7708:134:4,864.97
2,23232.0,0.02,7708:134:3,864.97
2,23233.0,0.07,7708:133:4,864.97
2,23234.0,0.08,7708:133:3,864.97
2,23235.0,0.04,7708:132:4,864.97
2,23236.0,0.04,7708:132:3,864.97
2,23237.0,0.03,7708:131:4,864.97
2,23238.0,0.12,7708:131:3,864.97
2,23239.0,0.22,7708:130:4,864.97
2,23240.0,0.09,7708:130:3,864.97
2,23241.0,0.06,7707:239:4,864.97
2,23242.0,0.02,7707:239:3,864.97
2,23243.0,0.1,7707:238:4,864.97
2,23244.0,0.1,7707:238:3,864.97
2,23245.0,0.06,7707:237:4,864.97
2,23246.0,0.08,7707:237:3,864.97
2,23904.0,0.21,7710:238:1,890.83
2,23905.0,0.08,7710:237:2,890.83
2,23906.0,0.18,7710:237:1,890.83
2,23907.0,0.15,7710:236:2,890.83
2,23908.0,0.35,7710:236:1,890.83
2,23909.0,0.11,7710:235:2,890.83
2,23911.0,0.13,7710:134:2,890.83
2,23912.0,0.06,7710:134:1,890.83
2,23915.0,0.02,7710:132:2,890.83
2,23916.0,0.07,7710:132:1,890.83
2,23917.0,0.14,7710:131:2,890.83
2,23918.0,0.1,7710:131:1,890.83
2,23919.0,0.22,7710:130:2,890.83
2,23920.0,0.27,7710:130:1,890.83
2,23921.0,0.01,7709:239:2,890.83
2,23924.0,0.11,7709:238:1,890.83
2,23925.0,0.21,7709:237:2,890.83
2,23926.0,0.37,7709:237:1,890.83
2,23927.0,0.17,7709:236:2,890.83
2,23928.0,0.02,7709:236:1,890.83
2,23929.0,0.32,7709:235:2,890.83
2,23937.0,0.03,7709:131:2,890.83
2,23938.0,0.16,7709:131:1,890.83
2,23939.0,0.04,7709:130:2,890.83
2,23942.0,0.15,7708:239:1,890.83
2,23943.0,0.12,7708:238:2,890.83
2,23944.0,0.01,7708:238:1,890.83
2,23948.0,0.12,7708:236:1,890.83
2,23949.0,0.14,7708:235:2,890.83
2,23950.0,0.17,7708:235:1,890.83
2,23951.0,0.25,7708:134:2,890.83
2,23952.0,0.14,7708:134:1,890.83
2,23953.0,0.09,7708:133:2,890.83
2,23958.0,0.1,7708:131:1,890.83
2,23959.0,0.22,7708:130:2,890.83
2,23960.0,0.18,7708:130:1,890.83
2,23966.0,0.04,7707:237:1,890.83
2,23967.0,0.11,7707:236:2,890.83
2,23968.0,0.11,7707:236:1,890.83
2,24621.0,0.22,7710:229:4,916.62
2,24622.0,0.22,7710:229:3,916.62
2,24623.0,0.37,7710:228:4,916.62
2,24624.0,0.3,7710:228:3,916.62
2,24625.0,0.06,7710:227:4,916.62
2,24629.0,0.08,7710:225:4,916.62
2,24630.0,0.46,7710:225:3,916.62
2,24635.0,0.17,7710:122:4,916.62
2,24636.0,0.09,7710:122:3,916.62
2,24637.0,0.07,7710:121:4,916.62
2,24638.0,0.22,7710:121:3,916.62
2,24639.0,0.33,7710:120:4,916.62
2,24640.0,0.16,7710:120:3,916.62
2,24644.0,0.05,7709:228:3,916.62
2,24646.0,0.19,7709:227:3,916.62
2,24647.0,0.3,7709:226:4,916.62
2,24648.0,0.11,7709:226:3,916.62
2,24649.0,0.37,7709:225:4,916.62
2,24650.0,0.12,7709:225:3,916.62
2,24652.0,0.05,7709:124:3,916.62
2,24653.0,0.19,7709:123:4,916.62
2,24654.0,0.1,7709:123:3,916.62
2,24655.0,0.07,7709:122:4,916.62
2,24656.0,0.03,7709:122:3,916.62
2,24657.0,0.11,7709:121:4,916.62
2,24661.0,0.16,7708:229:4,916.62
2,24662.0,0.12,7708:229:3,916.62
2,24667.0,0.13,7708:226:4,916.62
2,24668.0,0.07,7708:226:3,916.62
2,24669.0,0.31,7708:225:4,916.62
2,24670.0,0.09,7708:225:3,916.62
2,24671.0,0.09,7708:124:4,916.62
2,24672.0,0.02,7708:124:3,916.62
2,24679.0,0.15,7708:120:4,916.62
2,24680.0,0.29,7708:120:3,916.62
2,24681.0,0.12,7707:229:4,916.62
2,24682.0,0.07,7707:229:3,916.62
2,24683.0,0.09,7707:228:4,916.62
2,24684.0,0.16,7707:228:3,916.62
2,24685.0,0.2,7707:227:4,916.62
2,24686.0,0.17,7707:227:3,916.62
2,24687.0,0.14,7707:226:4,916.62
2,24688.0,0.23,7707:226:3,916.62
2,24689.0,0.06,7707:225:4,916.62
2,24690.0,0.05,7707:225:3,916.62
2,25341.0,0.01,7710:229:2,942.35
2,25343.0,0.09,7710:228:2,942.35
2,25344.0,0.35,7710:228:1,942.35
2,25345.0,0.32,7710:227:2,942.35
2,25350.0,0.1,7710:225:1,942.35
2,25351.0,0.12,7710:124:2,942.35
2,25356.0,0.02,7710:122:1,942.35
2,25357.0,0.17,7710:121:2,942.35
2,25358.0,0.14,7710:121:1,942.35
2,25359.0,0.11,7710:120:2,942.35
2,25360.0,0.04,7710:120:1,942.35
2,25367.0,0.11,7709:226:2,942.35
2,25368.0,0.16,7709:226:1,942.35
2,25369.0,0.01,7709:225:2,942.35
2,25370.0,0.31,7709:225:1,942.35
2,25372.0,0.05,7709:124:1,942.35
2,25373.0,0.15,7709:123:2,942.35
2,25374.0,0.04,7709:123:1,942.35
2,25380.0,0.05,7709:120:1,942.35
2,25381.0,0.21,7708:229:2,942.35
2,25388.0,0.3,7708:226:1,942.35
2,25389.0,0.49,7708:225:2,942.35
2,25390.0,0.22,7708:225:1,942.35
2,25391.0,0.19,7708:124:2,942.35
2,25392.0,0.07,7708:124:1,942.35
2,25398.0,0.05,7708:121:1,942.35
2,25399.0,0.37,7708:120:2,942.35
2,25400.0,0.26,7708:120:1,942.35
2,25401.0,0.26,7707:229:2,942.35
2,25402.0,0.24,7707:229:1,942.35
2,25403.0,0.4,7707:228:2,942.35
2,25404.0,0.14,7707:228:1,942.35
2,25405.0,0.08,7707:227:2,942.35
2,25406.0,0.01,7707:227:1,942.35
2,25408.0,0.02,7707:226:1,942.35
2,25409.0,0.07,7707:225:2,942.35
2,25410.0,0.24,7707:225:1,942.35
2,25411.0,0.29,7707:124:2,942.35
2,25412.0,0.04,7707:124:1,942.35
2,26064.0,0.25,7710:218:3,968.01
2,26065.0,0.23,7710:217:4,968.01
2,26066.0,0.13,7710:217:3,968.01
2,26071.0,0.12,7710:114:4,968.01
2,26072.0,0.12,7710:114:3,968.01
2,26080.0,0.06,7710:110:3,968.01
2,26081.0,0.12,7709:219:4,968.01
2,26082.0,0.05,7709:219:3,968.01
2,26084.0,0.18,7709:218:3,968.01
2,26085.0,0.07,7709:217:4,968.01
2,26086.0,0.07,7709:217:3,968.01
2,26087.0,0.19,7709:216:4,968.01
2,26088.0,0.05,7709:216:3,968.01
2,26089.0,0.17,7709:215:4,968.01
2,26090.0,0.17,7709:215:3,968.01
2,26091.0,0.05,7709:114:4,968.01
2,26092.0,0.32,7709:114:3,968.01
2,26093.0,0.17,7709:113:4,968.01
2,26094.0,0.03,7709:113:3,968.01
2,26100.0,0.14,7709:110:3,968.01
2,26101.0,0.1,7708:219:4,968.01
2,26108.0,0.1,7708:216:3,968.01
2,26109.0,0.2,7708:215:4,968.01
2,26110.0,0.1,7708:215:3,968.01
2,26111.0,0.17,7708:114:4,968.01
2,26112.0,0.01,7708:114:3,968.01
2,26119.0,0.02,7708:110:4,968.01
2,26122.0,0.04,7707:219:3,968.01
2,26123.0,0.08,7707:218:4,968.01
2,26124.0,0.09,7707:218:3,968.01
2,26125.0,0.04,7707:217:4,968.01
2,26128.0,0.03,7707:216:3,968.01
2,26129.0,0.06,7707:215:4,968.01
2,26130.0,0.06,7707:215:3,968.01
2,26131.0,0.29,7707:114:4,968.01
2,26132.0,0.16,7707:114:3,968.01
2,26133.0,0.25,7707:113:4,968.01
2,26134.0,0.36,7707:113:3,968.01
2,26135.0,0.32,7707:112:4,968.01
2,26136.0,0.06,7707:112:3,968.01
2,26137.0,0.07,7707:111:4,968.01
2,26791.0,0.03,7710:114:2,993.59
2,26792.0,0.26,7710:114:1,993.59
2,26802.0,0.12,7709:219:1,993.59
2,26803.0,0.12,7709:218:2,993.59
2,26804.0,0.09,7709:218:1,993.59
2,26807.0,0.17,7709:216:2,993.59
2,26808.0,0.18,7709:216:1,993.59
2,26809.0,0.2,7709:215:2,993.59
2,26810.0,0.02,7709:215:1,993.59
2,26814.0,0.06,7709:113:1,993.59
2,26815.0,0.15,7709:112:2,993.59
2,26820.0,0.02,7709:110:1,993.59
2,26821.0,0.09,7708:219:2,993.59
2,26822.0,0.15,7708:219:1,993.59
2,26823.0,0.06,7708:218:2,993.59
2,26824.0,0.11,7708:218:1,993.59
2,26825.0,0.19,7708:217:2,993.59
2,26826.0,0.05,7708:217:1,993.59
2,26827.0,0.01,7708:216:2,993.59
2,26828.0,0.11,7708:216:1,993.59
2,26829.0,0.13,7708:215:2,993.59
2,26830.0,0.22,7708:215:1,993.59
2,26831.0,0.23,7708:114:2,993.59
2,26850.0,0.01,7707:215:1,993.59
2,26851.0,0.11,7707:114:2,993.59
2,26852.0,0.07,7707:114:1,993.59
2,26853.0,0.16,7707:113:2,993.59
2,26854.0,0.39,7707:113:1,993.59
2,26855.0,0.11,7707:112:2,993.59
2,26856.0,0.05,7707:112:1,993.59
2,26857.0,0.18,7707:111:2,993.59
2,26858.0,0.41,7707:111:1,993.59
2,26859.0,0.1,7707:110:2,993.59
2,27512.0,0.06,7710:104:3,1019.09
2,27513.0,0.19,7710:103:4,1019.09
2,27514.0,0.27,7710:103:3,1019.09
2,27515.0,0.13,7710:102:4,1019.09
2,27519.0,0.43,7710:100:4,1019.09
2,27520.0,0.33,7710:100:3,1019.09
2,27527.0,0.1,7709:206:4,1019.09
2,27528.0,0.14,7709:206:3,1019.09
2,27529.0,0.02,7709:205:4,1019.09
2,27535.0,0.17,7709:102:4,1019.09
2,27536.0,0.15,7709:102:3,1019.09
2,27537.0,0.03,7709:101:4,1019.09
2,27542.0,0.17,7708:209:3,1019.09
2,27543.0,0.03,7708:208:4,1019.09
2,27544.0,0.03,7708:208:3,1019.09
2,27545.0,0.07,7708:207:4,1019.09
2,27546.0,0.03,7708:207:3,1019.09
2,27548.0,0.01,7708:206:3,1019.09
2,27551.0,0.05,7708:104:4,1019.09
2,27562.0,0.06,7707:209:3,1019.09
2,27563.0,0.06,7707:208:4,1019.09
2,27575.0,0.02,7707:102:4,1019.09
2,27576.0,0.27,7707:102:3,1019.09
2,27577.0,0.36,7707:101:4,1019.09
2,27578.0,0.25,7707:101:3,1019.09
2,27579.0,0.17,7707:100:4,1019.09
2,27580.0,0.21,7707:100:3,1019.09
2,27581.0,0.2,7706:209:4,1019.09
2,27582.0,0.04,7706:209:3,1019.09
2,27583.0,0.06,7706:208:4,1019.09
2,27584.0,0.07,7706:208:3,1019.09
2,28179.0,0.01,7713:100:2,1044.52
2,28180.0,0.02,7713:100:1,1044.52
2,28181.0,0.01,7712:209:2,1044.52
2,28182.0,0.02,7712:209:1,1044.52
2,28184.0,0.02,7712:208:1,1044.52
2,28185.0,0.02,7712:207:2,1044.52
2,28186.0,0.06,7712:207:1,1044.52
2,28187.0,0.01,7712:206:2,1044.52
2,28190.0,0.01,7712:205:1,1044.52
2,28191.0,0.02,7712:104:2,1044.52
2,28192.0,0.03,7712:104:1,1044.52
2,28235.0,0.02,7710:102:2,1044.52
2,28236.0,0.13,7710:102:1,1044.52
2,28237.0,0.19,7710:101:2,1044.52
2,28238.0,0.19,7710:101:1,1044.52
2,28239.0,0.26,7710:100:2,1044.52
2,28240.0,0.23,7710:100:1,1044.52
2,28247.0,0.1,7709:206:2,1044.52
2,28248.0,0.09,7709:206:1,1044.52
2,28256.0,0.2,7709:102:1,1044.52
2,28257.0,0.36,7709:101:2,1044.52
2,28258.0,0.05,7709:101:1,1044.52
2,28259.0,0.1,7709:100:2,1044.52
2,28260.0,0.02,7709:100:1,1044.52
2,28263.0,0.05,7708:208:2,1044.52
2,28264.0,0.13,7708:208:1,1044.52
2,28265.0,0.15,7708:207:2,1044.52
2,28266.0,0.28,7708:207:1,1044.52
2,28267.0,0.33,7708:206:2,1044.52
2,28268.0,0.11,7708:206:1,1044.52
2,28269.0,0.05,7708:205:2,1044.52
2,28270.0,0.11,7708:205:1,1044.52
2,28271.0,0.04,7708:104:2,1044.52
2,28275.0,0.04,7708:102:2,1044.52
2,28276.0,0.07,7708:102:1,1044.52
2,28277.0,0.07,7708:101:2,1044.52
2,28278.0,0.15,7708:101:1,1044.52
2,28279.0,0.1,7708:100:2,1044.52
2,28280.0,0.01,7708:100:1,1044.52
2,28281.0,0.02,7707:209:2,1044.52
2,28282.0,0.17,7707:209:1,1044.52
2,28283.0,0.31,7707:208:2,1044.52
2,28284.0,0.18,7707:208:1,1044.52
2,28285.0,0.18,7707:207:2,1044.52
2,28297.0,0.07,7707:101:2,1044.52
2,28298.0,0.15,7707:101:1,1044.52
2,28299.0,0.02,7707:100:2,1044.52
2,28300.0,0.02,7707:100:1,1044.52
2,28301.0,0.15,7706:209:2,1044.52
2,28302.0,0.17,7706:209:1,1044.52
2,28303.0,0.49,7706:208:2,1044.52
2,28304.0,0.32,7706:208:1,1044.52
2,28305.0,0.09,7706:207:2,1044.52
2,28306.0,0.08,7706:207:1,1044.52
2,28881.0,0.04,7613:499:4,1069.87
2,28895.0,0.04,7613:392:4,1069.87
2,28896.0,0.01,7613:392:3,1069.87
2,28898.0,0.01,7613:391:3,1069.87
2,28899.0,0.03,7613:390:4,1069.87
2,28900.0,0.05,7613:390:3,1069.87
2,28901.0,0.03,7612:499:4,1069.87
2,28902.0,0.03,7612:499:3,1069.87
2,28903.0,0.03,7612:498:4,1069.87
2,28907.0,0.09,7612:496:4,1069.87
2,28908.0,0.05,7612:496:3,1069.87
2,28910.0,0.02,7612:495:3,1069.87
2,28912.0,0.04,7612:394:3,1069.87
2,28919.0,0.03,7612:390:4,1069.87
2,28926.0,0.02,7611:497:3,1069.87
2,28927.0,0.09,7611:496:4,1069.87
2,28954.0,0.18,7610:393:3,1069.87
2,28955.0,0.13,7610:392:4,1069.87
2,28956.0,0.44,7610:392:3,1069.87
2,28957.0,0.17,7610:391:4,1069.87
2,28958.0,0.19,7610:391:3,1069.87
2,28959.0,0.18,7610:390:4,1069.87
2,28963.0,0.04,7609:498:4,1069.87
2,28964.0,0.17,7609:498:3,1069.87
2,28965.0,0.11,7609:497:4,1069.87
2,28966.0,0.35,7609:497:3,1069.87
2,28967.0,0.2,7609:496:4,1069.87
2,28968.0,0.18,7609:496:3,1069.87
2,28969.0,0.38,7609:495:4,1069.87
2,28970.0,0.18,7609:495:3,1069.87
2,28971.0,0.09,7609:394:4,1069.87
2,28972.0,0.01,7609:394:3,1069.87
2,28973.0,0.01,7609:393:4,1069.87
2,28975.0,0.06,7609:392:4,1069.87
2,28976.0,0.32,7609:392:3,1069.87
2,28977.0,0.5,7609:391:4,1069.87
2,28978.0,0.37,7609:391:3,1069.87
2,28979.0,0.25,7609:390:4,1069.87
2,28980.0,0.18,7609:390:3,1069.87
2,28986.0,0.03,7608:497:3,1069.87
2,28987.0,0.1,7608:496:4,1069.87
2,28988.0,0.01,7608:496:3,1069.87
2,28989.0,0.19,7608:495:4,1069.87
2,28990.0,0.19,7608:495:3,1069.87
2,28991.0,0.12,7608:394:4,1069.87
2,28992.0,0.19,7608:394:3,1069.87
2,28993.0,0.24,7608:393:4,1069.87
2,28994.0,0.25,7608:393:3,1069.87
2,28995.0,0.31,7608:392:4,1069.87
2,28996.0,0.37,7608:392:3,1069.87
2,28997.0,0.19,7608:391:4,1069.87
2,28998.0,0.16,7608:391:3,1069.87
2,28999.0,0.55,7608:390:4,1069.87
2,29e3,0.56,7608:390:3,1069.87
2,29001.0,0.34,7607:499:4,1069.87
2,29002.0,0.21,7607:499:3,1069.87
2,29003.0,0.15,7607:498:4,1069.87
2,29004.0,0.35,7607:498:3,1069.87
2,29005.0,0.22,7607:497:4,1069.87
2,29006.0,0.41,7607:497:3,1069.87
2,29007.0,0.15,7607:496:4,1069.87
2,29008.0,0.04,7607:496:3,1069.87
2,29020.0,0.06,7607:390:3,1069.87
