rgn_id,loiczid,proportionArea,csquarecode,cellarea
2,29021.0,0.19,7606:499:4,1069.87
2,29022.0,0.2,7606:499:3,1069.87
2,29023.0,0.18,7606:498:4,1069.87
2,29024.0,0.34,7606:498:3,1069.87
2,29025.0,0.46,7606:497:4,1069.87
2,29026.0,0.23,7606:497:3,1069.87
2,29602.0,0.03,7613:499:1,1095.13
2,29603.0,0.02,7613:498:2,1095.13
2,29604.0,0.05,7613:498:1,1095.13
2,29605.0,0.02,7613:497:2,1095.13
2,29610.0,0.01,7613:495:1,1095.13
2,29611.0,0.01,7613:394:2,1095.13
2,29619.0,0.03,7613:390:2,1095.13
2,29628.0,0.01,7612:496:1,1095.13
2,29629.0,0.04,7612:495:2,1095.13
2,29630.0,0.01,7612:495:1,1095.13
2,29632.0,0.04,7612:394:1,1095.13
2,29633.0,0.01,7612:393:2,1095.13
2,29640.0,0.08,7612:390:1,1095.13
2,29641.0,0.04,7611:499:2,1095.13
2,29642.0,0.07,7611:499:1,1095.13
2,29643.0,0.07,7611:498:2,1095.13
2,29644.0,0.09,7611:498:1,1095.13
2,29645.0,0.03,7611:497:2,1095.13
2,29647.0,0.04,7611:496:2,1095.13
2,29648.0,0.07,7611:496:1,1095.13
2,29649.0,0.15,7611:495:2,1095.13
2,29650.0,0.04,7611:495:1,1095.13
2,29651.0,0.07,7611:394:2,1095.13
2,29652.0,0.1,7611:394:1,1095.13
2,29653.0,0.14,7611:393:2,1095.13
2,29666.0,0.09,7610:497:1,1095.13
2,29667.0,0.19,7610:496:2,1095.13
2,29668.0,0.19,7610:496:1,1095.13
2,29669.0,0.15,7610:495:2,1095.13
2,29670.0,0.11,7610:495:1,1095.13
2,29671.0,0.03,7610:394:2,1095.13
2,29674.0,0.07,7610:393:1,1095.13
2,29675.0,0.21,7610:392:2,1095.13
2,29676.0,0.08,7610:392:1,1095.13
2,29677.0,0.36,7610:391:2,1095.13
2,29678.0,0.18,7610:391:1,1095.13
2,29679.0,0.05,7610:390:2,1095.13
2,29680.0,0.12,7610:390:1,1095.13
2,29681.0,0.22,7609:499:2,1095.13
2,29682.0,0.26,7609:499:1,1095.13
2,29683.0,0.16,7609:498:2,1095.13
2,29684.0,0.08,7609:498:1,1095.13
2,29687.0,0.04,7609:496:2,1095.13
2,29688.0,0.24,7609:496:1,1095.13
2,29689.0,0.54,7609:495:2,1095.13
2,29690.0,0.14,7609:495:1,1095.13
2,29692.0,0.25,7609:394:1,1095.13
2,29693.0,0.34,7609:393:2,1095.13
2,29694.0,0.02,7609:393:1,1095.13
2,29698.0,0.03,7609:391:1,1095.13
2,29699.0,0.36,7609:390:2,1095.13
2,29700.0,0.9,7609:390:1,1095.13
2,29701.0,0.16,7608:499:2,1095.13
2,29702.0,0.12,7608:499:1,1095.13
2,29703.0,0.08,7608:498:2,1095.13
2,29704.0,0.01,7608:498:1,1095.13
2,29709.0,0.07,7608:495:2,1095.13
2,29710.0,0.39,7608:495:1,1095.13
2,29711.0,0.12,7608:394:2,1095.13
2,29715.0,0.02,7608:392:2,1095.13
2,29716.0,0.19,7608:392:1,1095.13
2,29717.0,0.45,7608:391:2,1095.13
2,29718.0,0.23,7608:391:1,1095.13
2,29720.0,0.17,7608:390:1,1095.13
2,29721.0,0.01,7607:499:2,1095.13
2,29722.0,0.06,7607:499:1,1095.13
2,29723.0,0.27,7607:498:2,1095.13
2,29724.0,0.14,7607:498:1,1095.13
2,29726.0,0.19,7607:497:1,1095.13
2,29727.0,0.27,7607:496:2,1095.13
2,29728.0,0.12,7607:496:1,1095.13
2,29729.0,0.15,7607:495:2,1095.13
2,29730.0,0.01,7607:495:1,1095.13
2,29742.0,0.04,7606:499:1,1095.13
2,29743.0,0.18,7606:498:2,1095.13
2,29744.0,0.21,7606:498:1,1095.13
2,29745.0,0.34,7606:497:2,1095.13
2,29746.0,0.23,7606:497:1,1095.13
2,29747.0,0.13,7606:496:2,1095.13
2,30326.0,0.01,7613:487:3,1120.32
2,30329.0,0.01,7613:485:4,1120.32
2,30330.0,0.06,7613:485:3,1120.32
2,30366.0,0.09,7611:487:3,1120.32
2,30367.0,0.05,7611:486:4,1120.32
2,30368.0,0.16,7611:486:3,1120.32
2,30369.0,0.07,7611:485:4,1120.32
2,30370.0,0.06,7611:485:3,1120.32
2,30371.0,0.09,7611:384:4,1120.32
2,30372.0,0.27,7611:384:3,1120.32
2,30373.0,0.24,7611:383:4,1120.32
2,30374.0,0.11,7611:383:3,1120.32
2,30376.0,0.03,7611:382:3,1120.32
2,30377.0,0.1,7611:381:4,1120.32
2,30378.0,0.17,7611:381:3,1120.32
2,30379.0,0.12,7611:380:4,1120.32
2,30380.0,0.09,7611:380:3,1120.32
2,30381.0,0.07,7610:489:4,1120.32
2,30382.0,0.06,7610:489:3,1120.32
2,30383.0,0.09,7610:488:4,1120.32
2,30384.0,0.16,7610:488:3,1120.32
2,30385.0,0.13,7610:487:4,1120.32
2,30386.0,0.11,7610:487:3,1120.32
2,30387.0,0.1,7610:486:4,1120.32
2,30388.0,0.19,7610:486:3,1120.32
2,30389.0,0.24,7610:485:4,1120.32
2,30390.0,0.36,7610:485:3,1120.32
2,30391.0,0.24,7610:384:4,1120.32
2,30392.0,0.09,7610:384:3,1120.32
2,30393.0,0.08,7610:383:4,1120.32
2,30394.0,0.11,7610:383:3,1120.32
2,30395.0,0.1,7610:382:4,1120.32
2,30396.0,0.31,7610:382:3,1120.32
2,30397.0,0.22,7610:381:4,1120.32
2,30399.0,0.36,7610:380:4,1120.32
2,30400.0,0.36,7610:380:3,1120.32
2,30401.0,0.07,7609:489:4,1120.32
2,30402.0,0.14,7609:489:3,1120.32
2,30403.0,0.14,7609:488:4,1120.32
2,30404.0,0.23,7609:488:3,1120.32
2,30405.0,0.22,7609:487:4,1120.32
2,30406.0,0.09,7609:487:3,1120.32
2,30407.0,0.03,7609:486:4,1120.32
2,30408.0,0.03,7609:486:3,1120.32
2,30409.0,0.22,7609:485:4,1120.32
2,30410.0,0.14,7609:485:3,1120.32
2,30411.0,0.21,7609:384:4,1120.32
2,30412.0,0.14,7609:384:3,1120.32
2,30413.0,0.36,7609:383:4,1120.32
2,30419.0,0.04,7609:380:4,1120.32
2,30420.0,0.96,7609:380:3,1120.32
2,30421.0,0.41,7608:489:4,1120.32
2,30424.0,0.07,7608:488:3,1120.32
2,30425.0,0.11,7608:487:4,1120.32
2,30429.0,0.13,7608:485:4,1120.32
2,30430.0,0.39,7608:485:3,1120.32
2,30431.0,0.06,7608:384:4,1120.32
2,30436.0,0.03,7608:382:3,1120.32
2,30437.0,0.12,7608:381:4,1120.32
2,30438.0,0.19,7608:381:3,1120.32
2,30440.0,0.03,7608:380:3,1120.32
2,30442.0,0.13,7607:489:3,1120.32
2,30443.0,0.23,7607:488:4,1120.32
2,30444.0,0.03,7607:488:3,1120.32
2,30447.0,0.14,7607:486:4,1120.32
2,30448.0,0.08,7607:486:3,1120.32
2,30449.0,0.09,7607:485:4,1120.32
2,30450.0,0.61,7607:485:3,1120.32
2,30451.0,0.64,7607:384:4,1120.32
2,30452.0,0.15,7607:384:3,1120.32
2,30453.0,0.15,7607:383:4,1120.32
2,30462.0,0.09,7606:489:3,1120.32
2,30463.0,0.17,7606:488:4,1120.32
2,30464.0,0.49,7606:488:3,1120.32
2,30465.0,0.89,7606:487:4,1120.32
2,30466.0,0.51,7606:487:3,1120.32
2,30467.0,0.18,7606:486:4,1120.32
2,31090.0,0.08,7611:485:1,1145.41
2,31091.0,0.14,7611:384:2,1145.41
2,31092.0,0.15,7611:384:1,1145.41
2,31093.0,0.26,7611:383:2,1145.41
2,31094.0,0.24,7611:383:1,1145.41
2,31095.0,0.3,7611:382:2,1145.41
2,31096.0,0.37,7611:382:1,1145.41
2,31097.0,0.36,7611:381:2,1145.41
2,31098.0,0.31,7611:381:1,1145.41
2,31099.0,0.13,7611:380:2,1145.41
2,31100.0,0.21,7611:380:1,1145.41
2,31101.0,0.23,7610:489:2,1145.41
2,31102.0,0.41,7610:489:1,1145.41
2,31103.0,0.49,7610:488:2,1145.41
2,31104.0,0.25,7610:488:1,1145.41
2,31105.0,0.41,7610:487:2,1145.41
2,31106.0,0.43,7610:487:1,1145.41
2,31107.0,0.4,7610:486:2,1145.41
2,31108.0,0.29,7610:486:1,1145.41
2,31109.0,0.09,7610:485:2,1145.41
2,31110.0,0.23,7610:485:1,1145.41
2,31111.0,0.43,7610:384:2,1145.41
2,31112.0,0.33,7610:384:1,1145.41
2,31113.0,0.11,7610:383:2,1145.41
2,31114.0,0.1,7610:383:1,1145.41
2,31119.0,0.13,7610:380:2,1145.41
2,31120.0,0.12,7610:380:1,1145.41
2,31121.0,0.01,7609:489:2,1145.41
2,31122.0,0.23,7609:489:1,1145.41
2,31123.0,0.7,7609:488:2,1145.41
2,31124.0,0.37,7609:488:1,1145.41
2,31125.0,0.09,7609:487:2,1145.41
2,31126.0,0.08,7609:487:1,1145.41
2,31127.0,0.24,7609:486:2,1145.41
2,31128.0,0.29,7609:486:1,1145.41
2,31129.0,0.19,7609:485:2,1145.41
2,31130.0,0.08,7609:485:1,1145.41
2,31131.0,0.08,7609:384:2,1145.41
2,31132.0,0.11,7609:384:1,1145.41
2,31133.0,0.02,7609:383:2,1145.41
2,31139.0,0.02,7609:380:2,1145.41
2,31140.0,0.32,7609:380:1,1145.41
2,31141.0,0.02,7608:489:2,1145.41
2,31144.0,0.19,7608:488:1,1145.41
2,31145.0,0.15,7608:487:2,1145.41
2,31146.0,0.03,7608:487:1,1145.41
2,31147.0,0.55,7608:486:2,1145.41
2,31148.0,0.22,7608:486:1,1145.41
2,31149.0,0.18,7608:485:2,1145.41
2,31155.0,0.04,7608:382:2,1145.41
2,31156.0,0.36,7608:382:1,1145.41
2,31157.0,0.14,7608:381:2,1145.41
2,31162.0,0.2,7607:489:1,1145.41
2,31163.0,0.25,7607:488:2,1145.41
2,31164.0,0.01,7607:488:1,1145.41
2,31166.0,0.03,7607:487:1,1145.41
2,31167.0,0.08,7607:486:2,1145.41
2,31168.0,0.07,7607:486:1,1145.41
2,31169.0,0.03,7607:485:2,1145.41
2,31170.0,0.29,7607:485:1,1145.41
2,31171.0,0.4,7607:384:2,1145.41
2,31172.0,0.8,7607:384:1,1145.41
2,31173.0,0.26,7607:383:2,1145.41
2,31174.0,0.17,7607:383:1,1145.41
2,31175.0,0.04,7607:382:2,1145.41
2,31185.0,0.11,7606:487:2,1145.41
2,31186.0,0.2,7606:487:1,1145.41
2,31187.0,0.58,7606:486:2,1145.41
2,31188.0,0.55,7606:486:1,1145.41
2,31189.0,0.35,7606:485:2,1145.41
2,31190.0,0.13,7606:485:1,1145.41
2,31191.0,0.04,7606:384:2,1145.41
2,31809.0,0.01,7611:475:4,1170.42
2,31810.0,0.21,7611:475:3,1170.42
2,31811.0,0.3,7611:374:4,1170.42
2,31812.0,0.39,7611:374:3,1170.42
2,31813.0,0.52,7611:373:4,1170.42
2,31814.0,0.36,7611:373:3,1170.42
2,31815.0,0.29,7611:372:4,1170.42
2,31816.0,0.15,7611:372:3,1170.42
2,31817.0,0.1,7611:371:4,1170.42
2,31818.0,0.13,7611:371:3,1170.42
2,31819.0,0.22,7611:370:4,1170.42
2,31820.0,0.05,7611:370:3,1170.42
2,31821.0,0.27,7610:479:4,1170.42
2,31822.0,0.48,7610:479:3,1170.42
2,31823.0,0.45,7610:478:4,1170.42
2,31824.0,0.62,7610:478:3,1170.42
2,31825.0,0.3,7610:477:4,1170.42
2,31834.0,0.04,7610:373:3,1170.42
2,31835.0,0.19,7610:372:4,1170.42
2,31836.0,0.32,7610:372:3,1170.42
2,31837.0,0.42,7610:371:4,1170.42
2,31838.0,0.33,7610:371:3,1170.42
2,31839.0,0.29,7610:370:4,1170.42
2,31840.0,0.13,7610:370:3,1170.42
2,31841.0,0.17,7609:479:4,1170.42
2,31842.0,0.17,7609:479:3,1170.42
2,31843.0,0.21,7609:478:4,1170.42
2,31844.0,0.12,7609:478:3,1170.42
2,31845.0,0.59,7609:477:4,1170.42
2,31846.0,0.39,7609:477:3,1170.42
2,31848.0,0.41,7609:476:3,1170.42
2,31849.0,0.38,7609:475:4,1170.42
2,31850.0,0.05,7609:475:3,1170.42
2,31864.0,0.11,7608:478:3,1170.42
2,31865.0,0.06,7608:477:4,1170.42
2,31867.0,0.59,7608:476:4,1170.42
2,31868.0,0.26,7608:476:3,1170.42
2,31876.0,0.04,7608:372:3,1170.42
2,31877.0,0.1,7608:371:4,1170.42
2,31878.0,0.06,7608:371:3,1170.42
2,31886.0,0.14,7607:477:3,1170.42
2,31890.0,0.13,7607:475:3,1170.42
2,31891.0,0.26,7607:374:4,1170.42
2,31892.0,0.5,7607:374:3,1170.42
2,31893.0,0.5,7607:373:4,1170.42
2,31894.0,0.19,7607:373:3,1170.42
2,31895.0,0.24,7607:372:4,1170.42
2,31896.0,0.01,7607:372:3,1170.42
2,31907.0,0.04,7606:476:4,1170.42
2,31908.0,0.11,7606:476:3,1170.42
2,31909.0,0.19,7606:475:4,1170.42
2,31910.0,0.19,7606:475:3,1170.42
2,31911.0,0.28,7606:374:4,1170.42
2,31912.0,0.14,7606:374:3,1170.42
2,31913.0,0.06,7606:373:4,1170.42
2,32543.0,0.12,7610:478:2,1195.34
2,32544.0,0.31,7610:478:1,1195.34
2,32545.0,0.68,7610:477:2,1195.34
2,32546.0,0.11,7610:477:1,1195.34
2,32568.0,0.19,7609:476:1,1195.34
2,32569.0,0.35,7609:475:2,1195.34
2,32570.0,0.25,7609:475:1,1195.34
2,32585.0,0.04,7608:477:2,1195.34
2,32586.0,0.24,7608:477:1,1195.34
2,32587.0,0.16,7608:476:2,1195.34
2,32588.0,0.01,7608:476:1,1195.34
2,32598.0,0.11,7608:371:1,1195.34
2,32606.0,0.09,7607:477:1,1195.34
2,32607.0,0.06,7607:476:2,1195.34
2,32608.0,0.1,7607:476:1,1195.34
2,32609.0,0.09,7607:475:2,1195.34
2,32610.0,0.09,7607:475:1,1195.34
2,32615.0,0.05,7607:372:2,1195.34
2,32616.0,0.16,7607:372:1,1195.34
2,32631.0,0.09,7606:374:2,1195.34
2,32632.0,0.17,7606:374:1,1195.34
2,32633.0,0.5,7606:373:2,1195.34
2,32634.0,0.36,7606:373:1,1195.34
2,32635.0,0.34,7606:372:2,1195.34
2,32636.0,0.22,7606:372:1,1195.34
2,32637.0,0.02,7606:371:2,1195.34
2,33264.0,0.07,7610:468:3,1220.17
2,33265.0,0.42,7610:467:4,1220.17
2,33266.0,0.09,7610:467:3,1220.17
2,33310.0,0.08,7608:465:3,1220.17
2,33311.0,0.09,7608:364:4,1220.17
2,33312.0,0.18,7608:364:3,1220.17
2,33313.0,0.08,7608:363:4,1220.17
2,33315.0,0.02,7608:362:4,1220.17
2,33316.0,0.11,7608:362:3,1220.17
2,33317.0,0.15,7608:361:4,1220.17
2,33318.0,0.04,7608:361:3,1220.17
2,33334.0,0.1,7607:363:3,1220.17
2,33335.0,0.11,7607:362:4,1220.17
2,33336.0,0.06,7607:362:3,1220.17
2,33345.0,0.03,7606:467:4,1220.17
2,33346.0,0.04,7606:467:3,1220.17
2,33347.0,0.03,7606:466:4,1220.17
2,33353.0,0.05,7606:363:4,1220.17
2,33354.0,0.18,7606:363:3,1220.17
2,33355.0,0.17,7606:362:4,1220.17
2,33356.0,0.13,7606:362:3,1220.17
2,33357.0,0.19,7606:361:4,1220.17
2,33358.0,0.09,7606:361:3,1220.17
3,15975.0,0.1,7711:382:4,603.03
3,15976.0,0.2,7711:382:3,603.03
3,15977.0,0.1,7711:381:4,603.03
3,15978.0,0.14,7711:381:3,603.03
3,15979.0,0.17,7711:380:4,603.03
3,15980.0,0.09,7711:380:3,603.03
3,16690.0,0.05,7711:485:1,629.47
3,16691.0,0.16,7711:384:2,629.47
3,16692.0,0.22,7711:384:1,629.47
3,16693.0,0.22,7711:383:2,629.47
3,16694.0,0.28,7711:383:1,629.47
3,16695.0,0.17,7711:382:2,629.47
3,16696.0,0.12,7711:382:1,629.47
3,16697.0,0.16,7711:381:2,629.47
3,16698.0,0.18,7711:381:1,629.47
3,16699.0,0.17,7711:380:2,629.47
3,16700.0,0.17,7711:380:1,629.47
3,17406.0,0.08,7711:477:3,655.85
3,17407.0,0.13,7711:476:4,655.85
3,17408.0,0.21,7711:476:3,655.85
3,17409.0,0.23,7711:475:4,655.85
3,17410.0,0.3,7711:475:3,655.85
3,17411.0,0.49,7711:374:4,655.85
3,17412.0,0.6,7711:374:3,655.85
3,17413.0,0.41,7711:373:4,655.85
3,17414.0,0.33,7711:373:3,655.85
3,17415.0,0.06,7711:372:4,655.85
3,17419.0,0.16,7711:370:4,655.85
3,17420.0,0.14,7711:370:3,655.85
3,18120.0,0.04,7712:370:1,682.19
3,18121.0,0.32,7711:479:2,682.19
3,18122.0,0.66,7711:479:1,682.19
3,18123.0,0.78,7711:478:2,682.19
3,18124.0,0.86,7711:478:1,682.19
3,18125.0,0.8,7711:477:2,682.19
3,18126.0,0.95,7711:477:1,682.19
3,18127.0,1.0,7711:476:2,682.19
3,18128.0,0.95,7711:476:1,682.19
3,18129.0,0.51,7711:475:2,682.19
3,18130.0,0.1,7711:475:1,682.19
3,18133.0,0.17,7711:373:2,682.19
3,18134.0,0.15,7711:373:1,682.19
3,18135.0,0.08,7711:372:2,682.19
3,18136.0,0.06,7711:372:1,682.19
3,18137.0,0.07,7711:371:2,682.19
3,18138.0,0.05,7711:371:1,682.19
3,18139.0,0.05,7711:370:2,682.19
3,18140.0,0.05,7711:370:1,682.19
3,18837.0,0.01,7712:361:4,708.47
3,18838.0,0.45,7712:361:3,708.47
3,18839.0,0.65,7712:360:4,708.47
3,18840.0,0.92,7712:360:3,708.47
3,18841.0,1.0,7711:469:4,708.47
3,18842.0,1.0,7711:469:3,708.47
3,18843.0,1.0,7711:468:4,708.47
3,18844.0,0.81,7711:468:3,708.47
3,18845.0,0.99,7711:467:4,708.47
3,18846.0,1.0,7711:467:3,708.47
3,18847.0,0.95,7711:466:4,708.47
3,18848.0,0.85,7711:466:3,708.47
3,18849.0,0.34,7711:465:4,708.47
3,18851.0,0.36,7711:364:4,708.47
3,18852.0,0.45,7711:364:3,708.47
3,18853.0,0.4,7711:363:4,708.47
3,18854.0,0.07,7711:363:3,708.47
3,19554.0,0.13,7712:363:1,734.7
3,19555.0,0.76,7712:362:2,734.7
3,19556.0,0.92,7712:362:1,734.7
3,19557.0,0.95,7712:361:2,734.7
3,19558.0,1.0,7712:361:1,734.7
3,19559.0,0.97,7712:360:2,734.7
3,19560.0,1.0,7712:360:1,734.7
3,19561.0,1.0,7711:469:2,734.7
3,19562.0,0.89,7711:469:1,734.7
3,19563.0,0.61,7711:468:2,734.7
3,19564.0,0.14,7711:468:1,734.7
3,19565.0,0.72,7711:467:2,734.7
3,19566.0,0.56,7711:467:1,734.7
3,19567.0,0.23,7711:466:2,734.7
3,19568.0,0.08,7711:466:1,734.7
3,19569.0,0.23,7711:465:2,734.7
3,19570.0,0.15,7711:465:1,734.7
3,19571.0,0.04,7711:364:2,734.7
3,19572.0,0.09,7711:364:1,734.7
3,19573.0,0.16,7711:363:2,734.7
3,19574.0,0.1,7711:363:1,734.7
3,19575.0,0.1,7711:362:2,734.7
3,19576.0,0.12,7711:362:1,734.7
3,19577.0,0.01,7711:361:2,734.7
3,19579.0,0.04,7711:360:2,734.7
3,19580.0,0.22,7711:360:1,734.7
3,20274.0,0.01,7712:353:3,760.87
3,20275.0,0.2,7712:352:4,760.87
3,20276.0,0.22,7712:352:3,760.87
3,20277.0,0.03,7712:351:4,760.87
3,20278.0,0.41,7712:351:3,760.87
3,20279.0,0.3,7712:350:4,760.87
3,20280.0,0.4,7712:350:3,760.87
3,20281.0,0.3,7711:459:4,760.87
3,20282.0,0.36,7711:459:3,760.87
3,20283.0,0.82,7711:458:4,760.87
3,20284.0,0.88,7711:458:3,760.87
3,20285.0,0.42,7711:457:4,760.87
3,20286.0,0.14,7711:457:3,760.87
3,20287.0,0.19,7711:456:4,760.87
3,20288.0,0.24,7711:456:3,760.87
3,20289.0,0.24,7711:455:4,760.87
3,20290.0,0.16,7711:455:3,760.87
3,20291.0,0.02,7711:354:4,760.87
3,20296.0,0.03,7711:352:3,760.87
3,20297.0,0.21,7711:351:4,760.87
3,20298.0,0.23,7711:351:3,760.87
3,20299.0,0.09,7711:350:4,760.87
3,20300.0,0.13,7711:350:3,760.87
3,21003.0,0.01,7711:458:2,786.99
3,21005.0,0.11,7711:457:2,786.99
3,21006.0,0.09,7711:457:1,786.99
3,21007.0,0.09,7711:456:2,786.99
3,21008.0,0.15,7711:456:1,786.99
3,21009.0,0.04,7711:455:2,786.99
3,21010.0,0.13,7711:455:1,786.99
3,21011.0,0.04,7711:354:2,786.99
3,21012.0,0.22,7711:354:1,786.99
3,21013.0,0.25,7711:353:2,786.99
3,21014.0,0.13,7711:353:1,786.99
3,21015.0,0.14,7711:352:2,786.99
3,21016.0,0.25,7711:352:1,786.99
3,21017.0,0.27,7711:351:2,786.99
3,21018.0,0.2,7711:351:1,786.99
3,21716.0,0.02,7712:142:3,813.04
3,21717.0,0.16,7712:141:4,813.04
3,21718.0,0.12,7712:141:3,813.04
3,21729.0,0.08,7711:245:4,813.04
3,21730.0,0.03,7711:245:3,813.04
3,21731.0,0.05,7711:144:4,813.04
3,21732.0,0.16,7711:144:3,813.04
3,21733.0,0.05,7711:143:4,813.04
3,21734.0,0.09,7711:143:3,813.04
3,21735.0,0.02,7711:142:4,813.04
3,21737.0,0.01,7711:141:4,813.04
3,21738.0,0.06,7711:141:3,813.04
3,21739.0,0.11,7711:140:4,813.04
3,21740.0,0.12,7711:140:3,813.04
3,22430.0,0.05,7712:245:1,839.04
3,22431.0,0.4,7712:144:2,839.04
3,22432.0,0.83,7712:144:1,839.04
3,22433.0,0.9,7712:143:2,839.04
3,22434.0,0.95,7712:143:1,839.04
3,22435.0,1.0,7712:142:2,839.04
3,22436.0,1.0,7712:142:1,839.04
3,22437.0,1.0,7712:141:2,839.04
3,22438.0,1.0,7712:141:1,839.04
3,22439.0,0.88,7712:140:2,839.04
3,22440.0,0.67,7712:140:1,839.04
3,22441.0,0.54,7711:249:2,839.04
3,22442.0,0.5,7711:249:1,839.04
3,22443.0,0.47,7711:248:2,839.04
3,22444.0,0.59,7711:248:1,839.04
3,22445.0,0.59,7711:247:2,839.04
3,22446.0,0.44,7711:247:1,839.04
3,22447.0,0.16,7711:246:2,839.04
3,22453.0,0.08,7711:143:2,839.04
3,22454.0,0.01,7711:143:1,839.04
3,22455.0,0.02,7711:142:2,839.04
3,22456.0,0.05,7711:142:1,839.04
3,22457.0,0.07,7711:141:2,839.04
3,23151.0,0.15,7712:134:4,864.97
3,23152.0,0.6,7712:134:3,864.97
3,23153.0,0.98,7712:133:4,864.97
3,23154.0,1.0,7712:133:3,864.97
3,23155.0,1.0,7712:132:4,864.97
3,23156.0,1.0,7712:132:3,864.97
3,23157.0,1.0,7712:131:4,864.97
3,23158.0,1.0,7712:131:3,864.97
3,23159.0,1.0,7712:130:4,864.97
3,23160.0,1.0,7712:130:3,864.97
3,23161.0,1.0,7711:239:4,864.97
3,23162.0,1.0,7711:239:3,864.97
3,23163.0,1.0,7711:238:4,864.97
3,23164.0,1.0,7711:238:3,864.97
3,23165.0,1.0,7711:237:4,864.97
3,23166.0,1.0,7711:237:3,864.97
3,23167.0,1.0,7711:236:4,864.97
3,23168.0,0.83,7711:236:3,864.97
3,23169.0,0.47,7711:235:4,864.97
3,23170.0,0.11,7711:235:3,864.97
3,23871.0,0.43,7712:134:2,890.83
3,23872.0,0.99,7712:134:1,890.83
3,23873.0,1.0,7712:133:2,890.83
3,23874.0,1.0,7712:133:1,890.83
3,23875.0,1.0,7712:132:2,890.83
3,23876.0,1.0,7712:132:1,890.83
3,23877.0,1.0,7712:131:2,890.83
3,23878.0,1.0,7712:131:1,890.83
3,23879.0,1.0,7712:130:2,890.83
3,23880.0,1.0,7712:130:1,890.83
3,23881.0,1.0,7711:239:2,890.83
3,23882.0,1.0,7711:239:1,890.83
3,23883.0,1.0,7711:238:2,890.83
3,23884.0,1.0,7711:238:1,890.83
3,23885.0,1.0,7711:237:2,890.83
3,23886.0,0.91,7711:237:1,890.83
3,23887.0,0.75,7711:236:2,890.83
3,23888.0,0.58,7711:236:1,890.83
3,23889.0,0.42,7711:235:2,890.83
3,23890.0,0.17,7711:235:1,890.83
3,23891.0,0.07,7711:134:2,890.83
3,23892.0,0.08,7711:134:1,890.83
3,23893.0,0.1,7711:133:2,890.83
3,23894.0,0.04,7711:133:1,890.83
3,23895.0,0.03,7711:132:2,890.83
3,23899.0,0.04,7711:130:2,890.83
3,23900.0,0.05,7711:130:1,890.83
3,24590.0,0.35,7712:225:3,916.62
3,24591.0,0.87,7712:124:4,916.62
3,24592.0,1.0,7712:124:3,916.62
3,24593.0,1.0,7712:123:4,916.62
3,24594.0,1.0,7712:123:3,916.62
3,24595.0,1.0,7712:122:4,916.62
3,24596.0,1.0,7712:122:3,916.62
3,24597.0,1.0,7712:121:4,916.62
3,24598.0,1.0,7712:121:3,916.62
3,24599.0,1.0,7712:120:4,916.62
3,24600.0,1.0,7712:120:3,916.62
3,24601.0,1.0,7711:229:4,916.62
3,24602.0,0.96,7711:229:3,916.62
3,24603.0,0.61,7711:228:4,916.62
3,24604.0,0.51,7711:228:3,916.62
3,24605.0,0.24,7711:227:4,916.62
3,24606.0,0.06,7711:227:3,916.62
3,24607.0,0.02,7711:226:4,916.62
3,24611.0,0.02,7711:124:4,916.62
3,24612.0,0.26,7711:124:3,916.62
3,24613.0,0.23,7711:123:4,916.62
3,24614.0,0.09,7711:123:3,916.62
3,24615.0,0.03,7711:122:4,916.62
3,24616.0,0.06,7711:122:3,916.62
3,24617.0,0.07,7711:121:4,916.62
3,24618.0,0.2,7711:121:3,916.62
3,24619.0,0.22,7711:120:4,916.62
3,24620.0,0.38,7711:120:3,916.62
3,25309.0,0.4,7712:225:2,942.35
3,25310.0,0.99,7712:225:1,942.35
3,25311.0,1.0,7712:124:2,942.35
3,25312.0,1.0,7712:124:1,942.35
3,25313.0,1.0,7712:123:2,942.35
3,25314.0,1.0,7712:123:1,942.35
3,25315.0,1.0,7712:122:2,942.35
3,25316.0,1.0,7712:122:1,942.35
3,25317.0,1.0,7712:121:2,942.35
3,25318.0,1.0,7712:121:1,942.35
3,25319.0,1.0,7712:120:2,942.35
3,25320.0,0.92,7712:120:1,942.35
3,25321.0,0.55,7711:229:2,942.35
3,25322.0,0.23,7711:229:1,942.35
3,25323.0,0.14,7711:228:2,942.35
3,25324.0,0.13,7711:228:1,942.35
3,25337.0,0.11,7711:121:2,942.35
3,25338.0,0.2,7711:121:1,942.35
3,25339.0,0.03,7711:120:2,942.35
3,25340.0,0.04,7711:120:1,942.35
3,26028.0,0.02,7712:216:3,968.01
3,26029.0,0.1,7712:215:4,968.01
3,26030.0,0.17,7712:215:3,968.01
3,26031.0,0.41,7712:114:4,968.01
3,26032.0,0.58,7712:114:3,968.01
3,26033.0,0.97,7712:113:4,968.01
3,26034.0,1.0,7712:113:3,968.01
3,26035.0,1.0,7712:112:4,968.01
3,26036.0,1.0,7712:112:3,968.01
3,26037.0,1.0,7712:111:4,968.01
3,26038.0,1.0,7712:111:3,968.01
3,26039.0,1.0,7712:110:4,968.01
3,26040.0,0.32,7712:110:3,968.01
3,26042.0,0.19,7711:219:3,968.01
3,26043.0,0.09,7711:218:4,968.01
3,26044.0,0.18,7711:218:3,968.01
3,26045.0,0.11,7711:217:4,968.01
3,26049.0,0.09,7711:215:4,968.01
3,26753.0,0.12,7712:113:2,993.59
3,26754.0,0.8,7712:113:1,993.59
