"rgn_id","fao_rgn","Scientific_Name","Common_Name","TaxonKey","tons","year","stock_id"
4,18,"Mallotus villosus","Capelin",600252,202.745570204392,1950,"Mallotus_villosus-18"
4,18,"Marine finfishes not identified","Finfishes",100139,0.000441962239160879,1950,"Marine_finfishes_not_identified-18"
4,18,"Marine fishes not identified","Marine fishes nei",100039,4825.44627987919,1950,"Marine_fishes_not_identified-18"
4,18,"Melanogrammus aeglefinus","Haddock",601381,12.6427657263323,1950,"Melanogrammus_aeglefinus-18"
4,18,"Myoxocephalus quadricornis","Fourhorn sculpin",604122,9.22102578014629e-07,1950,"Myoxocephalus_quadricornis-18"
4,18,"Pleuronectidae","Righteye flounders",400440,6.00540862302743,1950,"Pleuronectidae-18"
4,18,"Pleuronectiformes","Flatfishes",300061,0.0177256488817486,1950,"Pleuronectiformes-18"
4,18,"Salmo salar","Atlantic salmon",600236,0.337694175120205,1950,"Salmo_salar-18"
4,18,"Salvelinus alpinus alpinus","Arctic char",600247,1.68863474826798,1950,"Salvelinus_alpinus_alpinus-18"
4,18,"Stenodus leucichthys","Sheefish",602692,0.00302370217882561,1950,"Stenodus_leucichthys-18"
4,21,"Anarhichadidae","Wolffishes, wolfeels",400396,0.0443909420201959,1950,"Anarhichadidae-21"
4,21,"Anarhichas","Wolffishes",505897,2.06633652943466,1950,"Anarhichas-21"
4,21,"Anarhichas denticulatus","Northern wolffish",603810,0.0456019507554428,1950,"Anarhichas_denticulatus-21"
4,21,"Anarhichas lupus","Atlantic wolffish",602501,0.0203192796805926,1950,"Anarhichas_lupus-21"
4,21,"Bivalvia","Clams",290004,12.4599029155806,1950,"Bivalvia-21"
4,21,"Boreogadus saida","Polar cod",600319,0.0024999177442823,1950,"Boreogadus_saida-21"
4,21,"Brachyura","Marine crabs",490097,0.000124319923875625,1950,"Brachyura-21"
4,21,"Buccinum undatum","Whelk",690434,9.2181365275147,1950,"Buccinum_undatum-21"
4,21,"Busycon","Whelks",590110,3.11244646632969,1950,"Busycon-21"
4,21,"Chionoecetes","Tanner, snow crabs",590065,0.0207804739301547,1950,"Chionoecetes-21"
4,21,"Chionoecetes opilio","Snow crab",690313,27.1884353901347,1950,"Chionoecetes_opilio-21"
4,21,"Cottidae","Sculpins",400277,3.87423106095342,1950,"Cottidae-21"
4,21,"Elasmobranchii","Sharks, rays, skates",200004,0.287921515772404,1950,"Elasmobranchii-21"
4,21,"Gadidae","Cods, haddocks",400183,0.000447535337443589,1950,"Gadidae-21"
4,21,"Gadiformes","Cods",300044,2.02017878761439e-10,1950,"Gadiformes-21"
4,21,"Gadus ogac","Greenland cod",600309,2.13811487379745,1950,"Gadus_ogac-21"
4,21,"Gaidropsarus ensis","Threadfin rockling",608425,4.79586375207596e-07,1950,"Gaidropsarus_ensis-21"
4,21,"Lycodes","Eelpouts",501486,0.446506232790386,1950,"Lycodes-21"
4,21,"Macrourus berglax","Roughhead grenadier",600331,8.5079281070356,1950,"Macrourus_berglax-21"
4,21,"Mactridae","Mactra surf clams",490063,30.4613011971708,1950,"Mactridae-21"
4,21,"Mactromeris polynyma","Arctic surfclam",690398,44.6466612776614,1950,"Mactromeris_polynyma-21"
4,21,"Mallotus villosus","Capelin",600252,1.5381603432508,1950,"Mallotus_villosus-21"
4,21,"Marine finfishes not identified","Finfishes",100139,0.0151720349636539,1950,"Marine_finfishes_not_identified-21"
4,21,"Marine fishes not identified","Marine fishes nei",100039,83.7863565627582,1950,"Marine_fishes_not_identified-21"
4,21,"Marine groundfishes not identified","Groundfishes",100239,0.0333509608212914,1950,"Marine_groundfishes_not_identified-21"
4,21,"Miscellaneous aquatic invertebrates","Aquatic invertebrates",100077,0.00071841192118468,1950,"Miscellaneous_aquatic_invertebrates-21"
4,21,"Miscellaneous marine crustaceans","Marine crabs, shrimps, lobsters nei",100047,1.15674847211973,1950,"Miscellaneous_marine_crustaceans-21"
