rgn_id,sciname,iucn_sid,year,category
1,Balaenoptera physalus,2478,2005.0,EN
1,Delphinapterus leucas,6335,2005.0,VU
1,Delphinapterus leucas,61442,2005.0,CR
1,Megaptera novaeangliae,13006,2005.0,VU
1,Ursus maritimus,22823,2005.0,CD
1,Balaena mysticetus,2467,2004.0,CD
1,Balaena mysticetus,2468,2004.0,CD
1,Balaenoptera acutorostrata,2474,2004.0,NT
1,Balaenoptera borealis,2475,2004.0,EN
1,Balaenoptera musculus,2477,2004.0,EN
1,Balaenoptera physalus,2478,2004.0,EN
1,Delphinapterus leucas,6335,2004.0,VU
1,Delphinapterus leucas,61442,2004.0,CR
1,Megaptera novaeangliae,13006,2004.0,VU
1,Ursus maritimus,22823,2004.0,CD
1,Balaena mysticetus,2467,2003.0,CD
1,Balaena mysticetus,2468,2003.0,CD
1,Balaenoptera acutorostrata,2474,2003.0,NT
1,Balaenoptera borealis,2475,2003.0,EN
1,Balaenoptera musculus,2477,2003.0,EN
1,Balaenoptera physalus,2478,2003.0,EN
1,Delphinapterus leucas,6335,2003.0,VU
1,Delphinapterus leucas,61442,2003.0,CR
1,Megaptera novaeangliae,13006,2003.0,VU
1,Ursus maritimus,22823,2003.0,CD
1,Balaena mysticetus,2467,2002.0,CD
1,Balaena mysticetus,2468,2002.0,CD
1,Balaenoptera acutorostrata,2474,2002.0,NT
1,Balaenoptera borealis,2475,2002.0,EN
1,Balaenoptera musculus,2477,2002.0,EN
1,Balaenoptera physalus,2478,2002.0,EN
1,Delphinapterus leucas,6335,2002.0,VU
1,Delphinapterus leucas,61442,2002.0,CR
1,Megaptera novaeangliae,13006,2002.0,VU
1,Ursus maritimus,22823,2002.0,CD
1,Balaena mysticetus,2467,2001.0,CD
1,Balaena mysticetus,2468,2001.0,CD
1,Balaenoptera acutorostrata,2474,2001.0,NT
1,Balaenoptera borealis,2475,2001.0,EN
1,Balaenoptera musculus,2477,2001.0,EN
1,Balaenoptera physalus,2478,2001.0,EN
1,Delphinapterus leucas,6335,2001.0,VU
1,Delphinapterus leucas,61442,2001.0,CR
1,Megaptera novaeangliae,13006,2001.0,VU
1,Ursus maritimus,22823,2001.0,CD
1,Balaena mysticetus,2467,2e3,CD
1,Balaena mysticetus,2468,2e3,CD
1,Balaenoptera acutorostrata,2474,2e3,NT
1,Balaenoptera borealis,2475,2e3,EN
1,Balaenoptera musculus,2477,2e3,EN
1,Balaenoptera physalus,2478,2e3,EN
1,Delphinapterus leucas,6335,2e3,VU
1,Delphinapterus leucas,61442,2e3,CR
1,Megaptera novaeangliae,13006,2e3,VU
1,Ursus maritimus,22823,2e3,CD
2,Balaena mysticetus,2467,2016.0,LC
2,Balaena mysticetus,2468,2016.0,CD
2,Balaenoptera acutorostrata,2474,2016.0,LC
2,Balaenoptera borealis,2475,2016.0,EN
2,Balaenoptera musculus,2477,2016.0,EN
2,Balaenoptera physalus,2478,2016.0,EN
2,Cystophora cristata,6204,2016.0,VU
2,Delphinapterus leucas,6335,2016.0,NT
2,Megaptera novaeangliae,13006,2016.0,LC
2,Monodon monoceros,13704,2016.0,NT
2,Odobenus rosmarus,15106,2016.0,VU
2,Orcinus orca,15421,2016.0,CD
2,Pagophila eburnea,22694473,2016.0,NT
2,Phoca vitulina,17013,2016.0,LC
2,Phocoena phocoena,17027,2016.0,LC
2,Pusa hispida,41672,2016.0,LC
2,Ursus maritimus,22823,2016.0,VU
2,Balaena mysticetus,2467,2015.0,LC
2,Balaena mysticetus,2468,2015.0,CD
2,Balaenoptera acutorostrata,2474,2015.0,LC
2,Balaenoptera borealis,2475,2015.0,EN
2,Balaenoptera musculus,2477,2015.0,EN
2,Balaenoptera physalus,2478,2015.0,EN
2,Cystophora cristata,6204,2015.0,VU
2,Delphinapterus leucas,6335,2015.0,NT
2,Megaptera novaeangliae,13006,2015.0,LC
2,Monodon monoceros,13704,2015.0,NT
2,Odobenus rosmarus,15106,2015.0,LC
2,Orcinus orca,15421,2015.0,CD
2,Pagophila eburnea,22694473,2015.0,NT
2,Phoca vitulina,17013,2015.0,LC
2,Phocoena phocoena,17027,2015.0,LC
2,Pusa hispida,41672,2015.0,LC
2,Ursus maritimus,22823,2015.0,VU
2,Balaena mysticetus,2467,2014.0,LC
2,Balaena mysticetus,2468,2014.0,CD
2,Balaenoptera acutorostrata,2474,2014.0,LC
2,Balaenoptera borealis,2475,2014.0,EN
2,Balaenoptera musculus,2477,2014.0,EN
2,Balaenoptera physalus,2478,2014.0,EN
2,Cystophora cristata,6204,2014.0,VU
2,Delphinapterus leucas,6335,2014.0,NT
2,Megaptera novaeangliae,13006,2014.0,LC
2,Monodon monoceros,13704,2014.0,NT
2,Odobenus rosmarus,15106,2014.0,LC
2,Orcinus orca,15421,2014.0,CD
2,Pagophila eburnea,22694473,2014.0,NT
2,Phoca vitulina,17013,2014.0,LC
2,Phocoena phocoena,17027,2014.0,LC
2,Pusa hispida,41672,2014.0,LC
2,Ursus maritimus,22823,2014.0,VU
2,Balaena mysticetus,2467,2013.0,LC
2,Balaena mysticetus,2468,2013.0,CD
2,Balaenoptera acutorostrata,2474,2013.0,LC
2,Balaenoptera borealis,2475,2013.0,EN
2,Balaenoptera musculus,2477,2013.0,EN
2,Balaenoptera physalus,2478,2013.0,EN
2,Cystophora cristata,6204,2013.0,VU
2,Delphinapterus leucas,6335,2013.0,NT
2,Megaptera novaeangliae,13006,2013.0,LC
2,Monodon monoceros,13704,2013.0,NT
2,Odobenus rosmarus,15106,2013.0,LC
2,Orcinus orca,15421,2013.0,CD
2,Pagophila eburnea,22694473,2013.0,NT
2,Phoca vitulina,17013,2013.0,LC
2,Phocoena phocoena,17027,2013.0,LC
2,Pusa hispida,41672,2013.0,LC
2,Ursus maritimus,22823,2013.0,VU
2,Balaena mysticetus,2467,2012.0,LC
2,Balaena mysticetus,2468,2012.0,CD
2,Balaenoptera acutorostrata,2474,2012.0,LC
2,Balaenoptera borealis,2475,2012.0,EN
2,Balaenoptera musculus,2477,2012.0,EN
2,Balaenoptera physalus,2478,2012.0,EN
2,Cystophora cristata,6204,2012.0,VU
2,Delphinapterus leucas,6335,2012.0,NT
2,Megaptera novaeangliae,13006,2012.0,LC
2,Monodon monoceros,13704,2012.0,NT
2,Odobenus rosmarus,15106,2012.0,LC
2,Orcinus orca,15421,2012.0,CD
2,Pagophila eburnea,22694473,2012.0,NT
2,Phoca vitulina,17013,2012.0,LC
2,Phocoena phocoena,17027,2012.0,LC
2,Pusa hispida,41672,2012.0,LC
2,Ursus maritimus,22823,2012.0,VU
2,Balaena mysticetus,2467,2011.0,LC
2,Balaena mysticetus,2468,2011.0,CD
2,Balaenoptera acutorostrata,2474,2011.0,LC
2,Balaenoptera borealis,2475,2011.0,EN
2,Balaenoptera musculus,2477,2011.0,EN
2,Balaenoptera physalus,2478,2011.0,EN
2,Cystophora cristata,6204,2011.0,VU
2,Delphinapterus leucas,6335,2011.0,NT
2,Megaptera novaeangliae,13006,2011.0,LC
2,Monodon monoceros,13704,2011.0,NT
2,Odobenus rosmarus,15106,2011.0,LC
2,Orcinus orca,15421,2011.0,CD
2,Pagophila eburnea,22694473,2011.0,NT
2,Phoca vitulina,17013,2011.0,LC
2,Phocoena phocoena,17027,2011.0,LC
2,Pusa hispida,41672,2011.0,LC
2,Ursus maritimus,22823,2011.0,VU
2,Balaena mysticetus,2467,2010.0,LC
2,Balaena mysticetus,2468,2010.0,CD
2,Balaenoptera acutorostrata,2474,2010.0,LC
2,Balaenoptera borealis,2475,2010.0,EN
2,Balaenoptera musculus,2477,2010.0,EN
2,Balaenoptera physalus,2478,2010.0,EN
2,Cystophora cristata,6204,2010.0,VU
2,Delphinapterus leucas,6335,2010.0,NT
2,Megaptera novaeangliae,13006,2010.0,LC
2,Monodon monoceros,13704,2010.0,NT
2,Odobenus rosmarus,15106,2010.0,LC
2,Orcinus orca,15421,2010.0,CD
2,Pagophila eburnea,22694473,2010.0,NT
2,Phoca vitulina,17013,2010.0,LC
2,Phocoena phocoena,17027,2010.0,LC
2,Pusa hispida,41672,2010.0,LC
2,Ursus maritimus,22823,2010.0,VU
2,Balaena mysticetus,2467,2009.0,LC
2,Balaena mysticetus,2468,2009.0,CD
2,Balaenoptera acutorostrata,2474,2009.0,LC
2,Balaenoptera borealis,2475,2009.0,EN
2,Balaenoptera musculus,2477,2009.0,EN
2,Balaenoptera physalus,2478,2009.0,EN
2,Cystophora cristata,6204,2009.0,VU
2,Delphinapterus leucas,6335,2009.0,NT
2,Megaptera novaeangliae,13006,2009.0,LC
2,Monodon monoceros,13704,2009.0,NT
2,Odobenus rosmarus,15106,2009.0,LC
2,Orcinus orca,15421,2009.0,CD
2,Pagophila eburnea,22694473,2009.0,NT
2,Phoca vitulina,17013,2009.0,LC
2,Phocoena phocoena,17027,2009.0,LC
2,Pusa hispida,41672,2009.0,LC
2,Ursus maritimus,22823,2009.0,VU
2,Balaena mysticetus,2467,2008.0,LC
2,Balaena mysticetus,2468,2008.0,CD
2,Balaenoptera acutorostrata,2474,2008.0,LC
2,Balaenoptera borealis,2475,2008.0,EN
2,Balaenoptera musculus,2477,2008.0,EN
2,Balaenoptera physalus,2478,2008.0,EN
2,Cystophora cristata,6204,2008.0,VU
2,Delphinapterus leucas,6335,2008.0,NT
2,Megaptera novaeangliae,13006,2008.0,LC
2,Monodon monoceros,13704,2008.0,NT
2,Odobenus rosmarus,15106,2008.0,LC
2,Orcinus orca,15421,2008.0,CD
2,Pagophila eburnea,22694473,2008.0,NT
2,Phoca vitulina,17013,2008.0,LC
2,Phocoena phocoena,17027,2008.0,LC
2,Pusa hispida,41672,2008.0,LC
2,Ursus maritimus,22823,2008.0,VU
2,Balaena mysticetus,2467,2007.0,CD
2,Balaena mysticetus,2468,2007.0,CD
2,Balaenoptera acutorostrata,2474,2007.0,NT
2,Balaenoptera borealis,2475,2007.0,EN
2,Balaenoptera musculus,2477,2007.0,EN
2,Balaenoptera physalus,2478,2007.0,EN
2,Cystophora cristata,6204,2007.0,LC
2,Delphinapterus leucas,6335,2007.0,VU
2,Megaptera novaeangliae,13006,2007.0,VU
2,Monodon monoceros,13704,2007.0,NT
2,Odobenus rosmarus,15106,2007.0,LC
2,Orcinus orca,15421,2007.0,CD
2,Pagophila eburnea,22694473,2007.0,NT
2,Phoca vitulina,17013,2007.0,LC
2,Phocoena phocoena,17027,2007.0,VU
2,Pusa hispida,41672,2007.0,LC
2,Ursus maritimus,22823,2007.0,VU
2,Balaena mysticetus,2467,2006.0,CD
2,Balaena mysticetus,2468,2006.0,CD
2,Balaenoptera acutorostrata,2474,2006.0,NT
2,Balaenoptera borealis,2475,2006.0,EN
2,Balaenoptera musculus,2477,2006.0,EN
2,Balaenoptera physalus,2478,2006.0,EN
2,Cystophora cristata,6204,2006.0,LC
2,Delphinapterus leucas,6335,2006.0,VU
2,Megaptera novaeangliae,13006,2006.0,VU
2,Monodon monoceros,13704,2006.0,NT
2,Odobenus rosmarus,15106,2006.0,LC
2,Orcinus orca,15421,2006.0,CD
2,Pagophila eburnea,22694473,2006.0,NT
2,Phoca vitulina,17013,2006.0,LC
2,Phocoena phocoena,17027,2006.0,VU
2,Pusa hispida,41672,2006.0,LC
2,Ursus maritimus,22823,2006.0,VU
2,Balaena mysticetus,2467,2005.0,CD
2,Balaena mysticetus,2468,2005.0,CD
2,Balaenoptera acutorostrata,2474,2005.0,NT
2,Balaenoptera borealis,2475,2005.0,EN
2,Balaenoptera musculus,2477,2005.0,EN
2,Balaenoptera physalus,2478,2005.0,EN
2,Cystophora cristata,6204,2005.0,LC
2,Delphinapterus leucas,6335,2005.0,VU
2,Megaptera novaeangliae,13006,2005.0,VU
2,Monodon monoceros,13704,2005.0,NT
2,Odobenus rosmarus,15106,2005.0,LC
2,Orcinus orca,15421,2005.0,CD
2,Pagophila eburnea,22694473,2005.0,NT
2,Phoca vitulina,17013,2005.0,LC
2,Phocoena phocoena,17027,2005.0,VU
2,Pusa hispida,41672,2005.0,LC
2,Ursus maritimus,22823,2005.0,CD
2,Balaena mysticetus,2467,2004.0,CD
2,Balaena mysticetus,2468,2004.0,CD
2,Balaenoptera acutorostrata,2474,2004.0,NT
2,Balaenoptera borealis,2475,2004.0,EN
2,Balaenoptera musculus,2477,2004.0,EN
2,Balaenoptera physalus,2478,2004.0,EN
2,Cystophora cristata,6204,2004.0,LC
2,Delphinapterus leucas,6335,2004.0,VU
2,Megaptera novaeangliae,13006,2004.0,VU
2,Monodon monoceros,13704,2004.0,NT
2,Odobenus rosmarus,15106,2004.0,LC
2,Orcinus orca,15421,2004.0,CD
2,Pagophila eburnea,22694473,2004.0,LC
2,Phoca vitulina,17013,2004.0,LC
2,Phocoena phocoena,17027,2004.0,VU
2,Pusa hispida,41672,2004.0,LC
2,Ursus maritimus,22823,2004.0,CD
2,Balaena mysticetus,2467,2003.0,CD
2,Balaena mysticetus,2468,2003.0,CD
2,Balaenoptera acutorostrata,2474,2003.0,NT
2,Balaenoptera borealis,2475,2003.0,EN
2,Balaenoptera musculus,2477,2003.0,EN
2,Balaenoptera physalus,2478,2003.0,EN
2,Cystophora cristata,6204,2003.0,LC
2,Delphinapterus leucas,6335,2003.0,VU
2,Megaptera novaeangliae,13006,2003.0,VU
2,Monodon monoceros,13704,2003.0,NT
2,Odobenus rosmarus,15106,2003.0,LC
2,Orcinus orca,15421,2003.0,CD
2,Pagophila eburnea,22694473,2003.0,LC
2,Phoca vitulina,17013,2003.0,LC
2,Phocoena phocoena,17027,2003.0,VU
2,Pusa hispida,41672,2003.0,LC
2,Ursus maritimus,22823,2003.0,CD
2,Balaena mysticetus,2467,2002.0,CD
2,Balaena mysticetus,2468,2002.0,CD
2,Balaenoptera acutorostrata,2474,2002.0,NT
2,Balaenoptera borealis,2475,2002.0,EN
2,Balaenoptera musculus,2477,2002.0,EN
2,Balaenoptera physalus,2478,2002.0,EN
2,Cystophora cristata,6204,2002.0,LC
2,Delphinapterus leucas,6335,2002.0,VU
2,Megaptera novaeangliae,13006,2002.0,VU
2,Monodon monoceros,13704,2002.0,NT
2,Odobenus rosmarus,15106,2002.0,LC
2,Orcinus orca,15421,2002.0,CD
2,Pagophila eburnea,22694473,2002.0,LC
2,Phoca vitulina,17013,2002.0,LC
2,Phocoena phocoena,17027,2002.0,VU
2,Pusa hispida,41672,2002.0,LC
2,Ursus maritimus,22823,2002.0,CD
2,Balaena mysticetus,2467,2001.0,CD
2,Balaena mysticetus,2468,2001.0,CD
2,Balaenoptera acutorostrata,2474,2001.0,NT
2,Balaenoptera borealis,2475,2001.0,EN
2,Balaenoptera musculus,2477,2001.0,EN
2,Balaenoptera physalus,2478,2001.0,EN
2,Cystophora cristata,6204,2001.0,LC
2,Delphinapterus leucas,6335,2001.0,VU
2,Megaptera novaeangliae,13006,2001.0,VU
2,Monodon monoceros,13704,2001.0,NT
2,Odobenus rosmarus,15106,2001.0,LC
2,Orcinus orca,15421,2001.0,CD
2,Pagophila eburnea,22694473,2001.0,LC
2,Phoca vitulina,17013,2001.0,LC
2,Phocoena phocoena,17027,2001.0,VU
2,Pusa hispida,41672,2001.0,LC
2,Ursus maritimus,22823,2001.0,CD
2,Balaena mysticetus,2467,2e3,CD
2,Balaena mysticetus,2468,2e3,CD
2,Balaenoptera acutorostrata,2474,2e3,NT
2,Balaenoptera borealis,2475,2e3,EN
2,Balaenoptera musculus,2477,2e3,EN
2,Balaenoptera physalus,2478,2e3,EN
2,Cystophora cristata,6204,2e3,LC
2,Delphinapterus leucas,6335,2e3,VU
2,Megaptera novaeangliae,13006,2e3,VU
2,Monodon monoceros,13704,2e3,NT
2,Odobenus rosmarus,15106,2e3,LC
2,Orcinus orca,15421,2e3,CD
2,Pagophila eburnea,22694473,2e3,LC
2,Phoca vitulina,17013,2e3,LC
2,Phocoena phocoena,17027,2e3,VU
2,Pusa hispida,41672,2e3,LC
2,Ursus maritimus,22823,2e3,CD
3,Balaena mysticetus,2467,2016.0,LC
3,Balaena mysticetus,2468,2016.0,CD
3,Balaenoptera acutorostrata,2474,2016.0,LC
3,Balaenoptera borealis,2475,2016.0,EN
3,Balaenoptera musculus,2477,2016.0,EN
3,Balaenoptera physalus,2478,2016.0,EN
3,Cystophora cristata,6204,2016.0,VU
3,Delphinapterus leucas,6335,2016.0,NT
3,Megaptera novaeangliae,13006,2016.0,LC
3,Monodon monoceros,13704,2016.0,NT
3,Odobenus rosmarus,15106,2016.0,VU
3,Orcinus orca,15421,2016.0,CD
3,Pagophila eburnea,22694473,2016.0,NT
3,Phoca vitulina,17013,2016.0,LC
3,Phocoena phocoena,17027,2016.0,LC
3,Pusa hispida,41672,2016.0,LC
3,Ursus maritimus,22823,2016.0,VU
3,Balaena mysticetus,2467,2015.0,LC
3,Balaena mysticetus,2468,2015.0,CD
3,Balaenoptera acutorostrata,2474,2015.0,LC
3,Balaenoptera borealis,2475,2015.0,EN
3,Balaenoptera musculus,2477,2015.0,EN
3,Balaenoptera physalus,2478,2015.0,EN
3,Cystophora cristata,6204,2015.0,VU
3,Delphinapterus leucas,6335,2015.0,NT
3,Megaptera novaeangliae,13006,2015.0,LC
3,Monodon monoceros,13704,2015.0,NT
3,Odobenus rosmarus,15106,2015.0,LC
3,Orcinus orca,15421,2015.0,CD
3,Pagophila eburnea,22694473,2015.0,NT
3,Phoca vitulina,17013,2015.0,LC
3,Phocoena phocoena,17027,2015.0,LC
3,Pusa hispida,41672,2015.0,LC
3,Ursus maritimus,22823,2015.0,VU
3,Balaena mysticetus,2467,2014.0,LC
3,Balaena mysticetus,2468,2014.0,CD
3,Balaenoptera acutorostrata,2474,2014.0,LC
3,Balaenoptera borealis,2475,2014.0,EN
3,Balaenoptera musculus,2477,2014.0,EN
3,Balaenoptera physalus,2478,2014.0,EN
3,Cystophora cristata,6204,2014.0,VU
3,Delphinapterus leucas,6335,2014.0,NT
3,Megaptera novaeangliae,13006,2014.0,LC
3,Monodon monoceros,13704,2014.0,NT
3,Odobenus rosmarus,15106,2014.0,LC
3,Orcinus orca,15421,2014.0,CD
3,Pagophila eburnea,22694473,2014.0,NT
3,Phoca vitulina,17013,2014.0,LC
3,Phocoena phocoena,17027,2014.0,LC
3,Pusa hispida,41672,2014.0,LC
3,Ursus maritimus,22823,2014.0,VU
3,Balaena mysticetus,2467,2013.0,LC
3,Balaena mysticetus,2468,2013.0,CD
3,Balaenoptera acutorostrata,2474,2013.0,LC
3,Balaenoptera borealis,2475,2013.0,EN
3,Balaenoptera musculus,2477,2013.0,EN
3,Balaenoptera physalus,2478,2013.0,EN
3,Cystophora cristata,6204,2013.0,VU
3,Delphinapterus leucas,6335,2013.0,NT
3,Megaptera novaeangliae,13006,2013.0,LC
3,Monodon monoceros,13704,2013.0,NT
3,Odobenus rosmarus,15106,2013.0,LC
3,Orcinus orca,15421,2013.0,CD
3,Pagophila eburnea,22694473,2013.0,NT
3,Phoca vitulina,17013,2013.0,LC
3,Phocoena phocoena,17027,2013.0,LC
3,Pusa hispida,41672,2013.0,LC
3,Ursus maritimus,22823,2013.0,VU
3,Balaena mysticetus,2467,2012.0,LC
3,Balaena mysticetus,2468,2012.0,CD
3,Balaenoptera acutorostrata,2474,2012.0,LC
3,Balaenoptera borealis,2475,2012.0,EN
3,Balaenoptera musculus,2477,2012.0,EN
3,Balaenoptera physalus,2478,2012.0,EN
3,Cystophora cristata,6204,2012.0,VU
3,Delphinapterus leucas,6335,2012.0,NT
3,Megaptera novaeangliae,13006,2012.0,LC
3,Monodon monoceros,13704,2012.0,NT
3,Odobenus rosmarus,15106,2012.0,LC
3,Orcinus orca,15421,2012.0,CD
3,Pagophila eburnea,22694473,2012.0,NT
3,Phoca vitulina,17013,2012.0,LC
3,Phocoena phocoena,17027,2012.0,LC
3,Pusa hispida,41672,2012.0,LC
3,Ursus maritimus,22823,2012.0,VU
3,Balaena mysticetus,2467,2011.0,LC
3,Balaena mysticetus,2468,2011.0,CD
3,Balaenoptera acutorostrata,2474,2011.0,LC
3,Balaenoptera borealis,2475,2011.0,EN
3,Balaenoptera musculus,2477,2011.0,EN
3,Balaenoptera physalus,2478,2011.0,EN
3,Cystophora cristata,6204,2011.0,VU
3,Delphinapterus leucas,6335,2011.0,NT
3,Megaptera novaeangliae,13006,2011.0,LC
3,Monodon monoceros,13704,2011.0,NT
3,Odobenus rosmarus,15106,2011.0,LC
3,Orcinus orca,15421,2011.0,CD
3,Pagophila eburnea,22694473,2011.0,NT
3,Phoca vitulina,17013,2011.0,LC
3,Phocoena phocoena,17027,2011.0,LC
3,Pusa hispida,41672,2011.0,LC
3,Ursus maritimus,22823,2011.0,VU
3,Balaena mysticetus,2467,2010.0,LC
3,Balaena mysticetus,2468,2010.0,CD
3,Balaenoptera acutorostrata,2474,2010.0,LC
3,Balaenoptera borealis,2475,2010.0,EN
3,Balaenoptera musculus,2477,2010.0,EN
3,Balaenoptera physalus,2478,2010.0,EN
3,Cystophora cristata,6204,2010.0,VU
3,Delphinapterus leucas,6335,2010.0,NT
3,Megaptera novaeangliae,13006,2010.0,LC
3,Monodon monoceros,13704,2010.0,NT
3,Odobenus rosmarus,15106,2010.0,LC
3,Orcinus orca,15421,2010.0,CD
3,Pagophila eburnea,22694473,2010.0,NT
3,Phoca vitulina,17013,2010.0,LC
3,Phocoena phocoena,17027,2010.0,LC
3,Pusa hispida,41672,2010.0,LC
3,Ursus maritimus,22823,2010.0,VU
3,Balaena mysticetus,2467,2009.0,LC
