"year","Scientific_Name","Common_Name","fao_rgn","stock_id","TaxonKey","Resilience","tons"
1950,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,1298.1913186309
1951,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,1298.1913186309
1952,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,1298.1913186309
1953,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,1298.1913186309
1954,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,1298.1913186309
1955,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,1947.2869826046
1956,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,1947.2869826046
1957,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,1947.2869826046
1958,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,1947.2869826046
1959,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,1947.2869826046
1960,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,2596.3827043846
1961,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,2596.3827043846
1962,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,2596.3827043846
1963,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,2596.3827043846
1964,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,2596.3827043846
1965,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,3894.5740389479
1966,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,3894.5740389479
1967,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,3894.5740389479
1968,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,3894.5740389479
1969,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,4543.6697220038
1970,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,6354.8199203475
1971,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,9997.7301125892
1972,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,9545.5267984194
1973,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,7884.5730781896
1974,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,13294.2561887998
1975,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,16438.4084847333
1976,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,17677.7431996502
1977,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,12198.4869727189
1978,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,10111.2264571378
1979,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,12638.5901118511
1980,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,14055.0067964771
1981,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,18915.7638976293
1982,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,14493.6173119584
1983,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,23885.5354716804
1984,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,19006.9897449673
1985,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,15359.4544383641
1986,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,16596.0961675017
1987,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,20453.9894766188
1988,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,12672.8576809552
1989,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,17621.8160780051
1990,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,22929.1665846376
1991,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,18145.7457138871
1992,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,14585.2716823693
1993,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,18887.5258792799
1994,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,9767.8110879778
1995,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,9379.0061215478
1996,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,5360.9381552068
1997,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,12831.5553396349
1998,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,13542.0150815156
1999,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,16319.1075188705
2000,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,8329.1366715329
2001,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,12694.9771190829
2002,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,11372.4239351444
2003,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,14046.9749286777
2004,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,10712.1656973472
2005,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,10814.1502840838
2006,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,16750.9381564271
2007,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,23723.5428692012
2008,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,11466.1274883562
2009,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,12441.1482344318
2010,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,14325.8230186083
2011,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,26763.4860203707
2012,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,27633.8503022956
2013,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,23733.7227571182
2014,"Aequipecten opercularis","Queen scallop",27,"Aequipecten_opercularis-27",690314,NA,8885.2875700109
1950,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",49013.8237982785
1951,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",44070.4857491232
1952,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",47303.8488584759
1953,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",38688.5122842868
1954,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",37013.4899497293
1955,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",32128.0698760463
1956,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",34992.6662268619
1957,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",34820.2625096172
1958,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",42445.6965851478
1959,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",28981.4457509116
1960,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",16262.7102561343
1961,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",17768.8441467891
1962,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",12481.3917474334
1963,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",41067.5425120566
1964,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",31381.0968710783
1965,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",45741.5465037435
1966,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",39337.912945507
1967,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",47800.2344024921
1968,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",68263.019677639
1969,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",85468.6330809464
1970,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",53533.322233769
1971,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",63143.1887839495
1972,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",29293.8230032898
1973,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",34284.2929895897
1974,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",45873.9256609679
1975,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",27247.0207477684
1976,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",21773.3523336531
1977,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",18801.2605037835
1978,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",17454.3471102751
1979,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",17818.167717665
1980,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",19362.7818459838
1981,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",11740.3876255854
1982,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",13970.2970657536
1983,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",10019.6867701043
1984,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",9452.3767098594
1985,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",10619.3375871599
1986,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",12075.2732287064
1987,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",13017.2454463762
1988,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",14830.768141024
1989,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",14583.8404975381
1990,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",8874.6042875125
1991,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",7645.1392420987
1992,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",7037.5242910916
1993,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",7125.8102061204
1994,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",6171.8937166865
1995,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",4970.3144127729
1996,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",3906.1895034546
1997,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",3982.1157752332
1998,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",5210.2521482778
1999,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",5243.4735179555
2000,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",3654.0698119132
2001,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",3756.9847048255
2002,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",4880.7302248303
2003,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",3306.8893791945
2004,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",4636.980944018
2005,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",3179.8661273108
2006,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",3683.4250343353
2007,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",2623.1414654536
2008,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",2628.8230092438
2009,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",2363.6238234973
2010,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",1912.5772688419
2011,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",1021.8184416075
2012,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",2410.5837397059
2013,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",1470.8671017651
2014,"Alosa pseudoharengus","Alewife",21,"Alosa_pseudoharengus-21",601583,"Medium",1104.7286932757
1950,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",4857.3282605846
1951,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",4528.4582690186
1952,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",5481.3086216471
1953,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",4312.6719112341
1954,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",4169.4204629263
1955,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",4841.5160436252
1956,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",5141.7715580502
1957,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",5732.6175039281
1958,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",3902.1214774805
1959,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",3924.4781066864
1960,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",435.6200030773
1961,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",360.3797423812
1962,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",273.8143825969
1963,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",2933.6582323386
1964,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",2965.085222451
1965,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",3454.7335146675
1966,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",2739.8553960556
1967,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",2662.6971931049
1968,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",2456.586203905
1969,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",2556.0255163517
1970,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",3317.1293649521
1971,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",1794.8162111048
1972,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",2065.7867115558
1973,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",2206.247805217
1974,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",1347.9523876944
1975,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",869.795707612
1976,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",868.634532714
1977,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",1270.7726762996
1978,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",1446.2215931842
1979,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",994.1600031712
1980,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",1122.0088977307
1981,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",824.5944530851
1982,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",1240.8912455591
1983,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",879.6814442199
1984,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",1261.024554335
1985,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",1226.6519665235
1986,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",1093.9351585617
1987,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",800.2281015316
1988,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",1975.4881830902
1989,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",1743.1075320176
1990,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",1331.9962597874
1991,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",1018.0234001159
1992,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",865.3476520257
1993,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",534.911644143
1994,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",582.2706686786
1995,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",443.7211032518
1996,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",468.7191091788
1997,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",513.122952228
1998,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",520.0165003872
1999,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",411.9624982172
2000,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",325.7481104191
2001,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",373.5122951375
2002,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",292.4005475739
2003,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",236.0234320639
2004,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",191.9536788921
2005,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",119.1424856637
2006,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",60.9196717741
2007,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",67.9354204089
2008,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",20.2035223121
2009,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",19.5606510848
2010,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",6.2248942731
2011,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",19.049364613
2012,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",70.0062749369
2013,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",21.9726825119
2014,"Alosa sapidissima","American shad",21,"Alosa_sapidissima-21",601584,"Low",46.8747067602
1950,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,10328.3020987987
1951,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,13181.2537523756
1952,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,12911.2443615512
1953,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,13957.9443088
1954,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,11647.7884713165
1955,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,12958.2031029304
1956,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,12671.0787433358
1957,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,13801.1339655214
1958,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,15777.7328503281
1959,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,16255.4220041818
1960,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,11436.6769890645
1961,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,13755.9673663461
1962,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,15413.1589587699
1963,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,15031.2326657434
1964,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,12016.1546175586
1965,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,13211.2516839968
1966,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,10427.0169476929
1967,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,9430.4308414488
1968,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,7687.2484776776
1969,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,6001.2041590873
1970,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,7039.2229340424
1971,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,9167.2797552193
1972,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,9383.9772438482
1973,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,92712.7858321159
1974,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,109741.17863553
1975,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,96125.889484382
1976,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,67665.9460669317
1977,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,51365.7966287848
1978,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,61924.0248625013
1979,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,71003.047869543
1980,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,48436.58526733
1981,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,32023.6893124851
1982,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,41177.3365924392
1983,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,44823.4711412201
1984,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,41851.941570144
1985,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,30822.8843407349
1986,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,42128.9824879226
1987,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,45125.9583963999
1988,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,45784.489093612
1989,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,46817.0016412621
1990,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,31326.7113821279
1991,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,32786.0073993174
1992,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,31942.4548565978
1993,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,30154.7568654172
1994,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,29057.2858209027
1995,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,27366.1181867312
1996,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,37480.0363571769
1997,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,51221.0383807317
1998,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,57162.6456846863
1999,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,62095.2816410504
2000,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,55563.5467738144
2001,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,54307.6137979492
2002,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,47220.7436123877
2003,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,41309.370088703
2004,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,36394.7665391305
2005,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,36723.1460804658
2006,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,34554.3497049582
2007,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,33697.3386106954
2008,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,29458.9887524591
2009,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,17673.0095670292
2010,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,15160.1149676293
2011,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,14703.3972963023
2012,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,11606.2903160321
2013,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,11674.5597930508
2014,"Anarhichas lupus","Wolf-fish",27,"Anarhichas_lupus-27",602501,NA,10470.3126812048
1965,"Anarhichas minor","Spotted wolffish",27,"Anarhichas_minor-27",603811,"Low",11.9697260758
1966,"Anarhichas minor","Spotted wolffish",27,"Anarhichas_minor-27",603811,"Low",27.905864734
1967,"Anarhichas minor","Spotted wolffish",27,"Anarhichas_minor-27",603811,"Low",38.4790071494
1968,"Anarhichas minor","Spotted wolffish",27,"Anarhichas_minor-27",603811,"Low",22.5625690435
1969,"Anarhichas minor","Spotted wolffish",27,"Anarhichas_minor-27",603811,"Low",57.0758016067
1970,"Anarhichas minor","Spotted wolffish",27,"Anarhichas_minor-27",603811,"Low",21.2668603787
1971,"Anarhichas minor","Spotted wolffish",27,"Anarhichas_minor-27",603811,"Low",49.170022159
1972,"Anarhichas minor","Spotted wolffish",27,"Anarhichas_minor-27",603811,"Low",35.9545876935
