"rgn_id","resilience.score"
1,0.000763985971730153
2,0.0376478212949857
3,0.142959935116388
4,0.177602263283127
5,0.45700106124585
6,0.0148873772726984
7,0.0535079595764555
8,0.0576837883358134
9,0.217253388024595
