"rgn_id","pressure_score"
1,0.00128484257726715
2,0.000116748918106381
3,0.000131124556468503
4,0.000267587727848979
5,1.08488999953764e-06
6,0.000867889130445375
7,0
8,1.37402506671807e-07
9,0
10,1.32201655148702e-05
