am_sid,rgn_id,rgn_name,sciname
W-Pol-130980,4,Russia,Scalibregma inflatum
W-Pol-130500,4,Russia,Ophelina acuminata
W-Pol-129884,4,Russia,Heteromastus filiformis
W-Pol-130305,4,Russia,Maldane sarsi
ITS-657301,4,Russia,Monoporeia affinis
W-Bry-111197,4,Russia,Callopora lineata
ITS-175171,4,Russia,Melanitta nigra
ITS-176858,4,Russia,Larus melanocephalus
Hex-5236,4,Russia,Metridium senile
W-Msc-156716,4,Russia,Flabellina salmonacea
W-Msc-141134,4,Russia,Retusa obtusa
SLB-77640,4,Russia,Onchidoris bilamellata
W-Msc-139134,4,Russia,Cadlina laevis
W-Msc-139523,4,Russia,Dendronotus frondosus
W-Iso-118994,4,Russia,Gnathia maxillaris
W-Iso-118754,4,Russia,Munna fabricii
W-Msc-140440,4,Russia,Crenella decussata
W-Msc-140692,4,Russia,Chlamys islandica
W-Ase-124160,4,Russia,Solaster endeca
URM-2-3564,4,Russia,Halocynthia pyriformis
URM-2-3773,4,Russia,Cnemidocarpa finmarkiensis
URM-2-3852,4,Russia,Kukenthalia borealis
URM-2-785,4,Russia,Nymphon gracile
W-Msc-153097,4,Russia,Gonatus fabricii
W-Msc-140201,4,Russia,Leptochiton cancellatus
ITS-174733,4,Russia,Phalacrocorax aristotelis
SLB-56010,4,Russia,Urticina crassicornis
W-Msc-140223,4,Russia,Limacina helicina
W-Msc-139178,4,Russia,Clione limacina
W-Msc-138709,4,Russia,Aeolidia papillosa
W-Iso-174985,4,Russia,Austrofilius furcatus
W-Iso-175206,4,Russia,Cymodocella tubicauda
W-Pol-129959,4,Russia,Cirratulus cirratus
W-Hyd-117544,4,Russia,Eudendrium capillare
W-Hyd-117606,4,Russia,Halecium tenellum
W-Hyd-285905,4,Russia,Stylaster roseus
W-Hyd-135426,4,Russia,Lensia conoidea
W-Msc-141636,4,Russia,Cuthona viridis
W-Msc-138969,4,Russia,Admete viridula
W-Iso-118497,4,Russia,Calathura brachiata
W-Iso-119036,4,Russia,Saduria sabini
W-Iso-118559,4,Russia,Eugerda tenuimana
ITS-95432,4,Russia,Aeginina longicornis
W-Msc-141987,4,Russia,Portlandia arctica
URM-2-2983,4,Russia,Aplidium glabrum
W-Iso-175076,4,Russia,Munna antarctica
W-Iso-258431,4,Russia,Santia charcoti
W-Pol-130248,4,Russia,Lumbrineris latreilli
W-Pol-157583,4,Russia,Syllis cornuta
W-Pol-162819,4,Russia,Typosyllis hyalina
W-Pol-131544,4,Russia,Thelepus setosus
W-Hyd-117555,4,Russia,Eudendrium ramosum
SLB-64110,4,Russia,Grammaria abietina
W-Hyd-117870,4,Russia,Abietinaria abietina
W-Hyd-117263,4,Russia,Aegina citrea
URM-Cn-10124,4,Russia,Nausithoe punctata
W-Ase-123915,4,Russia,Ctenodiscus crispatus
W-Msc-141872,4,Russia,Turritella communis
W-Msc-139054,4,Russia,Bittium reticulatum
W-Msc-139908,4,Russia,Facelina bostoniensis
W-Iso-119043,4,Russia,Idotea emarginata
SLB-22174,4,Russia,Lophogaster typicus
W-Tnd-136323,4,Russia,Sphyrapus malleolus
ITS-89928,4,Russia,Boreomysis arctica
ITS-90079,4,Russia,Parerythrops obesa
ITS-90145,4,Russia,Mysidopsis gibbosa
ITS-90170,4,Russia,Mysidopsis angusta
ITS-90198,4,Russia,Erythrops serrata
ITS-90210,4,Russia,Siriella armata
SLB-98584,4,Russia,Siriella clausi
ITS-90238,4,Russia,Siriella norvegica
ITS-90304,4,Russia,Paramysis arenosa
ITS-90531,4,Russia,Schistomysis spiritus
ITS-90567,4,Russia,Hemimysis lamornae
ITS-90682,4,Russia,Leptomysis mediterranea
ITS-90683,4,Russia,Leptomysis lingvura
W-Iso-118917,4,Russia,Limnoria lignorum
W-Tnd-478746,4,Russia,Typhlotanais aequiremis
W-Tnd-478771,4,Russia,Typhlotanais tenuicornis
ITS-94295,4,Russia,Hippomedon denticulatus
ITS-95917,4,Russia,Lucifer typus
ITS-96056,4,Russia,Aristaeomorpha foliacea
ITS-96145,4,Russia,Oplophorus spinosus
ITS-96971,4,Russia,Pandalus montagui
W-Bch-107276,4,Russia,Cancer pagurus
W-Bch-107278,4,Russia,Pirimela denticulata
ITS-206253,4,Russia,Scalpellum scalpellum
Hex-1733,4,Russia,Protanthea simplex
Hex-3754,4,Russia,Actinia equina
Hex-4853,4,Russia,Actinauge richardi
W-Hyd-117743,4,Russia,Melicertum octocostatum
W-Hyd-117962,4,Russia,Pliobothrus symmetricus
W-Oct-128517,4,Russia,Pennatula phosphorea
W-Msc-140592,4,Russia,Nucula sulcata
W-Msc-140590,4,Russia,Nucula nucleus
W-Msc-420660,4,Russia,Nucula crenulata
W-Msc-138999,4,Russia,Cerastoderma glaucum
W-Msc-142002,4,Russia,Yoldiella lucida
W-Msc-140252,4,Russia,Limopsis aurita
W-Msc-420699,4,Russia,Gregariella coralliophaga
SLB-69077,4,Russia,Lithophaga bisulcata
W-Msc-140242,4,Russia,Limatula subauriculata
W-Msc-141662,4,Russia,Thyasira flexuosa
SLB-65601,4,Russia,Leptychaster arcticus
W-Oph-125131,4,Russia,Ophiothrix fragilis
URM-2-1897,4,Russia,Ascidia conchilega
URM-2-1958,4,Russia,Ascidia virginea
URM-2-3125,4,Russia,Polyclinum aurantium
URM-2-3325,4,Russia,Eugyra arenosa
URM-2-3419,4,Russia,Molgula occulta
URM-2-821,4,Russia,Nymphon leptocheles
SLB-30134,4,Russia,Nymphon stromi
URM-2-1165,4,Russia,Phoxichilidium femoratum
SLB-174784,4,Russia,Pycnogonum litorale
URM-2-474,4,Russia,Callipallene phantoma
URM-2-803,4,Russia,Nymphon hirtum
W-Msc-153083,4,Russia,Rossia palpebrosa
W-Gtr-114506,4,Russia,Halichaetonotus aculifer
W-Msc-240776,4,Russia,Cryptochiton stelleri
W-Gtr-114607,4,Russia,Macrodasys caudatus
W-Gtr-114688,4,Russia,Paraturbanella teissieri
W-Sca-196377,4,Russia,Antalis occidentalis
W-Sca-140893,4,Russia,Pulsellum lofotense
W-Sca-382378,4,Russia,Pulsellum lobatum
W-Sca-140015,4,Russia,Siphonodentalium lobatum
ITS-174712,4,Russia,Morus bassanus
ITS-708717,4,Russia,Loxosomella varians
SLB-92903,4,Russia,Leucopsila stilifera
W-Msc-139106,4,Russia,Chaetoderma nitidulum
SLB-95066,4,Russia,Sidnyum turbinatum
W-Msc-139610,4,Russia,Nematomenia banyulensis
SLB-98304,4,Russia,Anapagurus laevis
W-Bch-107392,4,Russia,Liocarcinus navigator
W-Bch-107377,4,Russia,Bathynectes maravigna
SLB-154643,4,Russia,Fucus serratus
SLB-142577,4,Russia,Coscinodiscus wailesii
W-Msc-139582,4,Russia,Geitodoris pusae
W-Msc-139048,4,Russia,Styliola subula
W-Msc-139476,4,Russia,Cylichna cylindracea
W-Msc-139490,4,Russia,Scaphander punctostriatus
SLB-72781,4,Russia,Philine finmarchica
W-Msc-532765,4,Russia,Doto pita
W-Msc-138759,4,Russia,Bursatella leachii
W-Msc-181218,4,Russia,Pleurobranchus areolatus
W-Iso-174556,4,Russia,Antarcturus spinacoronatus
W-Bch-107350,4,Russia,Maja squinado
SLB-13005,4,Russia,Aega antarctica
W-Iso-174599,4,Russia,Dolichiscus meridionalis
W-Iso-174884,4,Russia,Euneognathia gigas
SLB-15664,4,Russia,Glyptonotus antarcticus
W-Iso-174813,4,Russia,Natatolana intermedia
W-Iso-174815,4,Russia,Natatolana meridionalis
ITS-551549,4,Russia,Gennadas tinayrei
ITS-656756,4,Russia,Monocorophium acherusicum
ITS-660110,4,Russia,Pentacheles laevis
W-Tnd-136546,4,Russia,Tanais dulongii
ITS-90388,4,Russia,Gastrosaccus sanctus
W-Tnd-136284,4,Russia,Apseudes spinosus
ITS-95759,4,Russia,Penaeopsis serrata
ITS-95916,4,Russia,Lucifer faxoni
ITS-95923,4,Russia,Sergestes atlanticus
ITS-95927,4,Russia,Sergestes edwardsii
ITS-95948,4,Russia,Sergia robusta
ITS-95979,4,Russia,Hymenopenaeus debilis
ITS-96099,4,Russia,Gennadas capensis
ITS-96165,4,Russia,Pasiphaea tarda
ITS-97998,4,Russia,Munidopsis curvirostra
W-Bch-107322,4,Russia,Hyas araneus
ITS-89622,4,Russia,Balanus improvisus
W-Pol-130603,4,Russia,Pholoe minuta
W-Pol-131290,4,Russia,Eusyllis blomstrandi
W-Pol-130464,4,Russia,Hyalinoecia tubicola
W-Pol-131573,4,Russia,Terebellides stroemii
W-Pol-131574,4,Russia,Trichobranchus glacialis
W-Pol-129854,4,Russia,Arabella iricolor
W-Pol-130118,4,Russia,Glycera capitata
W-Pol-130578,4,Russia,Levinsenia gracilis
W-Pol-129984,4,Russia,Cossura longocirrata
W-Pol-129898,4,Russia,Notomastus latericeus
Hex-1870,4,Russia,Alicia mirabilis
W-Hyd-117554,4,Russia,Eudendrium rameum
W-Hyd-117328,4,Russia,Bougainvillia muscus
W-Hyd-117320,4,Russia,Bimeria vestita
W-Hyd-117679,4,Russia,Acryptolaria conferta
W-Hyd-117982,4,Russia,Ectopleura dumortierii
W-Hyd-117802,4,Russia,Pennaria disticha
W-Hyd-117425,4,Russia,Cladonema radiatum
W-Hyd-151860,4,Russia,Coryne eximia
W-Hyd-117906,4,Russia,Sertularella polyzonias
W-Hyd-117386,4,Russia,Obelia dichotoma
W-Hyd-117388,4,Russia,Obelia geniculata
W-Hyd-117368,4,Russia,Clytia hemisphaerica
W-Hyd-117824,4,Russia,Plumularia setacea
W-Hyd-135441,4,Russia,Muggiaea atlantica
W-Hyd-135445,4,Russia,Sulculeolaria biloba
SLB-65065,4,Russia,Rosacea cymbiformis
W-Hyd-135504,4,Russia,Physophora hydrostatica
W-Hyd-135484,4,Russia,Agalma elegans
SLB-61068,4,Russia,Leiopathes glaberrima
URM-Cn-6099,4,Russia,Astrangia solitaria
URM-Cn-5097,4,Russia,Cladocora debilis
URM-Cn-5160,4,Russia,Desmophyllum dianthus
URM-Cn-5177,4,Russia,Lophelia pertusa
URM-Cn-5204,4,Russia,Paracyathus pulchellus
W-Msc-420705,4,Russia,Modiolus americanus
SLB-69078,4,Russia,Lithophaga nigra
W-Msc-140233,4,Russia,Lima lima
W-Msc-420752,4,Russia,Limatula confusa
W-Msc-141607,4,Russia,Teredo navalis
W-Oph-124895,4,Russia,Ophiomusium lymani
W-Bry-111062,4,Russia,Aetea anguina
W-Bry-111421,4,Russia,Microporella ciliata
W-Por-132627,4,Russia,Halichondria panicea
W-Bry-111304,4,Russia,Chorizopora brongniartii
W-Msc-140684,4,Russia,Patella ulyssiponensis
W-Msc-141790,4,Russia,Gibbula magus
W-Tnd-136285,4,Russia,Apseudes talpa
ITS-96947,4,Russia,Processa canaliculata
W-Msc-138789,4,Russia,Arca tetragona
W-Msc-140462,4,Russia,Modiolus adriaticus
W-Msc-140294,4,Russia,Lutraria angustior
W-Msc-140571,4,Russia,Striarca lactea
W-Msc-140471,4,Russia,Musculus costulatus
W-Msc-381057,4,Russia,Acanthocardia tuberculata
W-Msc-139004,4,Russia,Laevicardium crassum
W-Msc-140869,4,Russia,Gari depressa
URM-2-1969,4,Russia,Phallusia mammillata
W-Msc-140624,4,Russia,Todarodes sagittatus
SLB-71398,4,Russia,Architeuthis dux
W-Sca-196380,4,Russia,Antalis vulgaris
SLB-88237,4,Russia,Phascolosoma granulatum
SLB-30500,4,Russia,Dallina septigera
W-Msc-231749,4,Russia,Ruditapes decussatus
W-Msc-146791,4,Russia,Chaetoderma productum
W-Tnd-136457,4,Russia,Pseudoparatanais batei
URM-Cn-5081,4,Russia,Caryophyllia smithii
W-Msc-140702,4,Russia,Delectopecten vitreus
W-Msc-141936,4,Russia,Venus verrucosa
W-Por-134275,4,Russia,Suberites carnosus
W-Bry-111538,4,Russia,Schizoporella unicornis
W-Bry-111061,4,Russia,Reptadeonella violacea
Hex-5298,4,Russia,Aiptasia mutabilis
SLB-130159,4,Russia,Adamsia palliata
W-Msc-138990,4,Russia,Acanthocardia aculeata
W-Msc-140287,4,Russia,Myrtea spinifera
W-Msc-138677,4,Russia,Acanthochitona fascicularis
W-Msc-140481,4,Russia,Mytilus galloprovincialis
W-Iso-118990,4,Russia,Gnathia dentata
W-Msc-225182,4,Russia,Lithophaga aristata
W-Ase-123974,4,Russia,Henricia sanguinolenta
ITS-682886,4,Russia,Heteromysis norvegica
SLB-65689,4,Russia,Diplopteraster multipes
W-Bch-107281,4,Russia,Thia scutellata
W-Hyd-117402,4,Russia,Calycella syringa
W-Bch-107275,4,Russia,Cancer bellianus
W-Sca-139691,4,Russia,Entalina tetragona
ITS-552060,4,Russia,Sergia regalis
ITS-682683,4,Russia,Haplostylus normani
SLB-3773,4,Russia,Owenia fusiformis
Hex-1985,4,Russia,Diadumene cincta
W-Msc-140649,4,Russia,Onychoteuthis banksii
W-Msc-157031,4,Russia,Pyroteuthis margaritifera
W-Msc-139478,4,Russia,Cylichna occulta
W-Iso-146502,4,Russia,Arcturus baffini
ITS-95438,4,Russia,Aeginella spinosa
ITS-96082,4,Russia,Bentheogennema burkenroadi
W-Msc-141983,4,Russia,Megayoldia thraciaeformis
W-Msc-156974,4,Russia,Portlandia intermedia
W-Msc-157006,4,Russia,Yoldia myalis
URM-2-3557,4,Russia,Halocynthia aurantium
URM-2-63,4,Russia,Achelia spinosa
URM-2-547,4,Russia,Pseudopallene circularis
URM-2-686,4,Russia,Boreonymphon robustum
SLB-40185,4,Russia,Fratercula corniculata
ITS-174717,4,Russia,Phalacrocorax auritus
ITS-174725,4,Russia,Phalacrocorax pelagicus
URM-2-3,4,Russia,Achelia alaskensis
ITS-175170,4,Russia,Melanitta perspicillata
URM-2-150,4,Russia,Ascorhynchus abyssi
SLB-71004,4,Russia,Benthoctopus piscatorum
ITS-96109,4,Russia,Hymenodora glacialis
ITS-96093,4,Russia,Benthonectes filipes
URM-2-3768,4,Russia,Cnemidocarpa devia
W-Sca-140008,4,Russia,Cadulus propinquus
ITS-98038,4,Russia,Munidopsis serricornis
W-Iso-119047,4,Russia,Idotea metallica
W-Iso-118859,4,Russia,Natatolana borealis
URM-2-802,4,Russia,Nymphon hirtipes
W-Hyd-221241,4,Russia,Cunina duplicata
W-Tnd-136373,4,Russia,Agathotanais ingolfi
W-Iso-119024,4,Russia,Astacilla longicornis
W-Msc-140596,4,Russia,Bathypolypus arcticus
W-Prl-101160,4,Russia,Priapulus caudatus
W-Bch-107264,4,Russia,Paromola cuvieri
URM-Cn-5912,4,Russia,Madrepora oculata
ITS-181145,4,Russia,Hepomadus tener
W-Bch-107343,4,Russia,Macropodia longirostris
W-Tnd-136344,4,Russia,Araphura brevimanus
ITS-90684,4,Russia,Leptomysis gracilis
W-Iso-118204,4,Russia,Bopyroides hippolytes
WBD-Eup-47,4,Russia,Meganyctiphanes norvegica
URM-2-4080,4,Russia,Styela similis
W-Msc-139112,4,Russia,Falcidens crossotus
ITS-89818,4,Russia,Gnathophausia zoea
ITS-96085,4,Russia,Benthesicymus bartletti
ITS-96086,4,Russia,Benthesicymus brasiliensis
ITS-96115,4,Russia,Acanthephyra pelagica
SLB-71461,4,Russia,Teuthowenia megalops
W-Pho-128549,4,Russia,Phoronis muelleri
SLB-9009,4,Russia,Aristaeopsis edwardsiana
URM-Cn-10258,4,Russia,Pelagia noctiluca
URM-Cn-10097,4,Russia,Atolla vanhoeffeni
W-Iso-175103,4,Russia,Munna globicauda
ITS-175141,4,Russia,Bucephala clangula
ITS-551570,4,Russia,Farfantepenaeus aztecus
ITS-95933,4,Russia,Sergestes pestafer
W-Hyd-117588,4,Russia,Halecium delicatulum
W-Hyd-117267,4,Russia,Solmundella bitentaculata
ITS-96028,4,Russia,Sicyonia brevirostris
ITS-96126,4,Russia,Meningodora mollis
ITS-551574,4,Russia,Farfantepenaeus duorarum
ITS-95668,4,Russia,Metapenaeopsis goodei
ITS-95929,4,Russia,Sergestes henseni
ITS-95949,4,Russia,Sergia scintillans
ITS-96174,4,Russia,Pasiphaea sivado
ITS-95921,4,Russia,Sergestes arcticus
ITS-96097,4,Russia,Gennadas bouvieri
ITS-684695,4,Russia,Sergia tenuiremis
W-Msc-140584,4,Russia,Ennucula tenuis
URM-Cn-10098,4,Russia,Atolla wyvillei
ITS-95966,4,Russia,Pleoticus robustus
ITS-96137,4,Russia,Systellaspis braueri
ITS-96148,4,Russia,Notostomus elegans
ITS-96149,4,Russia,Notostomus gibbosus
ITS-96051,4,Russia,Hemipenaeus carpenteri
ITS-96114,4,Russia,Acanthephyra purpurea
ITS-96119,4,Russia,Acanthephyra acutifrons
ITS-96129,4,Russia,Meningodora vesca
ITS-96209,4,Russia,Bathypalaemonella serratipalma
ITS-96116,4,Russia,Acanthephyra brevirostris
ITS-96154,4,Russia,Nematocarcinus ensifer
W-Msc-141821,4,Russia,Margarites helicinus
W-Msc-140187,4,Russia,Lepeta caeca
ITS-Mam-622021,4,Russia,Histriophoca fasciata
ITS-177032,4,Russia,Fratercula cirrhata
W-Hyd-135417,4,Russia,Chelophyes appendiculata
SLB-65022,4,Russia,Lensia campanella
W-Hyd-135423,4,Russia,Eudoxoides mitra
SLB-65045,4,Russia,Sulculeolaria turgida
W-Hyd-135455,4,Russia,Amphicaryon ernesti
W-Hyd-135403,4,Russia,Abylopsis tetragona
W-Msc-139474,4,Russia,Cylichna alba
W-Msc-141840,4,Russia,Solariella obscura
W-Msc-141580,4,Russia,Macoma calcarea
W-Msc-140521,4,Russia,Amauropsis islandica
W-Msc-140579,4,Russia,Nuculana pernula
ITS-176851,4,Russia,Pagophila eburnea
ITS-176864,4,Russia,Rhodostethia rosea
W-Msc-139033,4,Russia,Clio pyramidata
W-Iso-118798,4,Russia,Pleurogonium inerme
W-Msc-157032,4,Russia,Rossia megaptera
SLB-64977,4,Russia,Ceratocymba leuckarti
URM-2-1930,4,Russia,Ascidia obliqua
URM-2-1939,4,Russia,Ascidia prunum
URM-2-2291,4,Russia,Diplosoma listerianum
W-Cha-105416,4,Russia,Eukrohnia hamata
ITS-174628,4,Russia,Oceanodroma leucorhoa
ITS-174715,4,Russia,Phalacrocorax carbo
ITS-176888,4,Russia,Sterna hirundo
ITS-176890,4,Russia,Sterna paradisaea
ITS-176978,4,Russia,Uria lomvia
ITS-176793,4,Russia,Stercorarius parasiticus
ITS-176794,4,Russia,Stercorarius longicaudus
ITS-176824,4,Russia,Larus argentatus
ITS-176866,4,Russia,Xema sabini
ITS-554453,4,Russia,Thalassarche melanophris
SLB-154005,4,Russia,Grateloupia doryphora
W-Msc-139305,4,Russia,Nepotilla amoena
W-Msc-141997,4,Russia,Yoldiella frigida
W-Msc-138818,4,Russia,Astarte borealis
SLB-153747,4,Russia,Pikea californica
ITS-176959,4,Russia,Chlidonias niger
ITS-176792,4,Russia,Stercorarius pomarinus
W-Msc-140197,4,Russia,Leptochiton alveolus
SLB-88150,4,Russia,Golfingia elongata
URM-M-171,4,Russia,Pleurobrachia pileus
ITS-174555,4,Russia,Puffinus puffinus
SLB-143238,4,Russia,Ulva lactuca
URM-2-2042,4,Russia,Corella eumyota
W-Cha-105445,4,Russia,Pseudosagitta maxima
ITS-Mam-621916,4,Russia,Lutra lutra
ITS-174525,4,Russia,Diomedea exulans
ITS-174590,4,Russia,Pterodroma mollis
ITS-174594,4,Russia,Macronectes giganteus
ITS-176830,4,Russia,Larus delawarensis
ITS-176835,4,Russia,Larus ridibundus
ITS-176927,4,Russia,Sterna sandvicensis
SLB-138599,4,Russia,Plocamium cartilagineum
SLB-145429,4,Russia,Macrocystis pyrifera
W-Msc-160248,4,Russia,Curtitoma violacea
W-Msc-139765,4,Russia,Eubranchus exiguus
URM-2-912,4,Russia,Nymphon serratum
SLB-4371,4,Russia,Pista maculata
URM-2-1836,4,Russia,Oikopleura longicauda
W-Pol-131415,4,Russia,Syllis armillaris
W-Msc-153380,4,Russia,Cuthona gymnota
URM-Cn-6225,4,Russia,Epizoanthus incrustatus
W-Msc-138823,4,Russia,Astarte montagui
W-Msc-156225,4,Russia,Macoma loveni
W-Msc-156819,4,Russia,Clinocardium ciliatum
URM-2-2128,4,Russia,Didemnum carnulentum
URM-2-2047,4,Russia,Corella parallelogramma
URM-2-1837,4,Russia,Oikopleura parva
URM-2-1923,4,Russia,Ascidia mentula
URM-2-1961,4,Russia,Ascidiella aspersa
URM-2-2007,4,Russia,Clavelina lepadiformis
URM-2-3397,4,Russia,Molgula herdmani
URM-2-3690,4,Russia,Pyura tessellata
URM-2-4199,4,Russia,Salpa fusiformis
URM-2-4201,4,Russia,Salpa maxima
URM-2-4206,4,Russia,Soestia zonaria
URM-2-1040,4,Russia,Anoplodactylus petiolatus
URM-2-1071,4,Russia,Anoplodactylus typhlops
URM-2-579,4,Russia,Colossendeis angusta
URM-2-609,4,Russia,Colossendeis macerrima
URM-2-680,4,Russia,Endeis spinosa
W-Msc-342386,4,Russia,Sandalops melancholicus
SLB-71435,4,Russia,Egea inermis
SLB-83781,4,Russia,Tetrastemma nigrifrons
SLB-70957,4,Russia,Haliphron atlanticus
W-Msc-342337,4,Russia,Hyaloteuthis pelagica
W-Msc-341818,4,Russia,Liocranchia reinhardti
SLB-71422,4,Russia,Chiroteuthis veranyi
SLB-190538,4,Russia,Grimalditeuthis bonplandii
W-Msc-139422,4,Russia,Bathothauma lyromma
SLB-70969,4,Russia,Bolitaena pygmaea
W-Msc-141962,4,Russia,Vitreledonella richardi
SLB-70962,4,Russia,Argonauta hians
W-Gtr-114618,4,Russia,Acanthodasys aculeatus
W-Sca-139536,4,Russia,Fissidentalium capillosum
SLB-88130,4,Russia,Aspidosiphon muelleri
SLB-88163,4,Russia,Golfingia vulgaris
SLB-88217,4,Russia,Phascolion strombus
W-Bra-183339,4,Russia,Pelagodiscus atlanticus
W-Bra-104066,4,Russia,Platidia anomioides
ITS-174763,4,Russia,Fregata magnificens
ITS-176882,4,Russia,Gelochelidon nilotica
ITS-824126,4,Russia,Sternula albifrons
ITS-203446,4,Russia,Calonectris diomedea
ITS-554452,4,Russia,Thalassarche chlororhynchos
ITS-554270,4,Russia,Larus cachinnans
SLB-97303,4,Russia,Styela sigma
SLB-97626,4,Russia,Diadumene lineata
W-Msc-140736,4,Russia,Pharus legumen
W-Iso-261739,4,Russia,Pagonana rostrata
W-Pol-131188,4,Russia,Spiophanes kroyeri
SLB-132722,4,Russia,Ulva intestinalis
ITS-563986,4,Russia,Symbion pandora
W-Msc-139325,4,Russia,Oenopota obliqua
W-Msc-224618,4,Russia,Thuridilla picta
W-Msc-196391,4,Russia,Tachyrhynchus erosus
W-Msc-139553,4,Russia,Diaphana hiemalis
ITS-90569,4,Russia,Hemimysis abyssicola
W-Hyd-117475,4,Russia,Dipurena halterata
W-Hyd-117902,4,Russia,Sertularella gayi
W-Hyd-117598,4,Russia,Halecium nanum
W-Msc-156916,4,Russia,Nucula proxima
W-Msc-156744,4,Russia,Astarte castanea
W-Msc-156747,4,Russia,Astarte undata
W-Msc-156993,4,Russia,Solemya grandis
W-Msc-138797,4,Russia,Bathyarca glacialis
W-Msc-397026,4,Russia,Brachidontes exustus
SLB-69074,4,Russia,Lithophaga antillarum
W-Msc-140701,4,Russia,Cyclopecten imbrifer
W-Msc-156789,4,Russia,Lucinoma filosa
SLB-70386,4,Russia,Lucinoma blakeanum
SLB-68888,4,Russia,Limatula hyperborea
W-Msc-420754,4,Russia,Limatula hyalina
W-Msc-156963,4,Russia,Pitar morrhuanus
W-Msc-139437,4,Russia,Cuspidaria arctica
W-Ech-124324,4,Russia,Strongylocentrotus pallidus
W-Oph-125080,4,Russia,Amphiura filiformis
W-Ech-124287,4,Russia,Echinus esculentus
SLB-66860,4,Russia,Cellepora pumicosa
SLB-80180,4,Russia,Lepidochitona cinerea
W-Gtr-247814,4,Russia,Tetranchyroderma cirrophorum
W-Gtr-247818,4,Russia,Tetranchyroderma megastomum
SLB-88176,4,Russia,Nephasoma lilljeborgi
W-Bra-104052,4,Russia,Cryptopora gnomon
SLB-88649,4,Russia,Cardium edule
ITS-708795,4,Russia,Loxosoma pectinaricola
ITS-708796,4,Russia,Loxosoma rhodinicola
ITS-708797,4,Russia,Loxosomella elegans
ITS-708803,4,Russia,Loxosomella nitschei
ITS-708805,4,Russia,Loxosomella phascolosomata
ITS-708716,4,Russia,Loxosomella compressa
ITS-708794,4,Russia,Loxosomella nordgaardi
W-Msc-139115,4,Russia,Falcidens sagittiferus
W-Msc-140859,4,Russia,Dorymenia sarsii
W-Acl-142698,4,Russia,Notocelis gullmarensis
W-Pol-129782,4,Russia,Ampharete petersenae
SLB-131534,4,Russia,Corallina officinalis
SLB-133812,4,Russia,Chondrus crispus
SLB-94100,4,Russia,Leucosolenia canariensis
SLB-94177,4,Russia,Leucosolenia lamarckii
URM-2-3598,4,Russia,Microcosmus claudicans
SLB-88462,4,Russia,Anthopleura ballii
W-Msc-141565,4,Russia,Placida dendritica
SLB-116596,4,Russia,Leucon septemdentatus
SLB-69472,4,Russia,Cyclopecten nanus
W-Msc-153122,4,Russia,Stauroteuthis syrtensis
URM-M-1276,4,Russia,Rugiloricus cauliculus
SLB-116784,4,Russia,Cumella ocellata
URM-2-1953,4,Russia,Ascidia tritonis
W-Gtr-114630,4,Russia,Platydasys ocellatus
W-Msc-156714,4,Russia,Flabellina gracilis
W-Msc-581837,4,Russia,Dirona albolineata
SLB-3283,4,Russia,Exogone naidina
W-Hyd-117517,4,Russia,Eutonina indicans
W-Msc-156994,4,Russia,Solemya velum
W-Msc-215252,4,Russia,Arca imbricata
W-Msc-140771,4,Russia,Zirfaea crispata
W-Oph-124929,4,Russia,Ophiura ophiura
W-Gtr-114587,4,Russia,Dolichodasys elongatus
ITS-156736,4,Russia,Loxosoma murmanica
ITS-708808,4,Russia,Loxosomella discopoda
ITS-708791,4,Russia,Loxosoma significans
W-Msc-156715,4,Russia,Flabellina nobilis
W-Msc-138820,4,Russia,Astarte crenata
SLB-71465,4,Russia,Discoteuthis discus
W-Msc-138849,4,Russia,Japetella diaphana
SLB-88158,4,Russia,Golfingia muricaudata
W-Msc-139744,4,Russia,Gyroscala lamellosa
W-Msc-156914,4,Russia,Nucula delphinodonta
W-Msc-156765,4,Russia,Crenella glandula
URM-2-3511,4,Russia,Boltenia ovifera
W-Msc-140151,4,Russia,Tonicella marmorea
ITS-176862,4,Russia,Larus relictus
W-Gtr-114629,4,Russia,Platydasys maximus
SLB-69053,4,Russia,Crenella fragilis
SLB-2809,4,Russia,Bylgides sarsi
W-Iso-118636,4,Russia,Munnopsurus giganteus
W-Msc-142010,4,Russia,Yoldiella solidula
W-Msc-146868,4,Russia,Cylichna magna
URM-2-919,4,Russia,Nymphon sluiteri
ITS-660062,4,Russia,Stercorarius maccormicki
W-Msc-456584,4,Russia,Discurria insessa
W-Msc-367955,4,Russia,Diodora aspera
W-Msc-534197,4,Russia,Calliostoma annulatum
W-Msc-580412,4,Russia,Calliostoma ligatum
W-Msc-240767,4,Russia,Ceratostoma foliatum
W-Msc-160060,4,Russia,Cylichna gouldii
W-Msc-536817,4,Russia,Diaulula sandiegensis
SLB-77318,4,Russia,Archidoris montereyensis
W-Msc-139525,4,Russia,Dendronotus robustus
W-Msc-367883,4,Russia,Hermissenda crassicornis
W-Msc-156923,4,Russia,Nuculana tenuisulcata
W-Msc-246814,4,Russia,Yoldia seminuda
W-Msc-157005,4,Russia,Yoldia limatula
W-Msc-157007,4,Russia,Yoldia sapotilla
W-Msc-367837,4,Russia,Mytilus californianus
W-Msc-236786,4,Russia,Cyrtodaria kurriana
W-Nem-148201,4,Russia,Tetrastemma bicolor
W-Msc-159928,4,Russia,Amicula vestita
W-Oct-156103,4,Russia,Gersemia rubiformis
W-Msc-139436,4,Russia,Cardiomya striata
