am_sid,rgn_id,rgn_name,sciname
W-Iso-118990,6,norway,Gnathia dentata
W-Msc-138990,6,norway,Acanthocardia aculeata
W-Msc-138961,6,norway,Calyptraea chinensis
W-Msc-141595,6,norway,Tellina tenuis
W-Bry-111495,6,norway,Escharella variolosa
ITS-90228,6,norway,Siriella jaltensis
W-Bch-107281,6,norway,Thia scutellata
W-Msc-156383,6,norway,Rossia moelleri
SLB-17919,6,norway,Jaera ischiosetosa
SLB-15664,6,norway,Glyptonotus antarcticus
URM-2-4058,6,norway,Styela loculosa
SLB-17555,6,norway,Idotea chelipes
W-Iso-258431,6,norway,Santia charcoti
ITS-206433,6,norway,Siphonoecetes striatus
W-Bch-107451,6,norway,Eriocheir sinensis
W-Msc-225182,6,norway,Lithophaga aristata
W-Ase-123974,6,norway,Henricia sanguinolenta
W-Hyd-117402,6,norway,Calycella syringa
W-Msc-139474,6,norway,Cylichna alba
URM-2-2042,6,norway,Corella eumyota
URM-2-1877,6,norway,Araneum sigma
URM-2-3314,6,norway,Asajirus indicus
URM-2-3397,6,norway,Molgula herdmani
URM-2-1040,6,norway,Anoplodactylus petiolatus
URM-2-1071,6,norway,Anoplodactylus typhlops
URM-2-579,6,norway,Colossendeis angusta
URM-2-581,6,norway,Colossendeis arcuata
URM-2-609,6,norway,Colossendeis macerrima
W-Msc-342386,6,norway,Sandalops melancholicus
SLB-71435,6,norway,Egea inermis
SLB-70957,6,norway,Haliphron atlanticus
W-Msc-341818,6,norway,Liocranchia reinhardti
SLB-71429,6,norway,Chtenopteryx sicula
SLB-71422,6,norway,Chiroteuthis veranyi
SLB-71541,6,norway,Joubiniteuthis portieri
SLB-71465,6,norway,Discoteuthis discus
SLB-190538,6,norway,Grimalditeuthis bonplandii
W-Msc-181386,6,norway,Cranchia scabra
W-Msc-139422,6,norway,Bathothauma lyromma
SLB-70969,6,norway,Bolitaena pygmaea
W-Msc-141962,6,norway,Vitreledonella richardi
W-Msc-140197,6,norway,Leptochiton alveolus
W-Sca-139535,6,norway,Fissidentalium candidum
W-Sca-139536,6,norway,Fissidentalium capillosum
SLB-88130,6,norway,Aspidosiphon muelleri
SLB-88158,6,norway,Golfingia muricaudata
SLB-88163,6,norway,Golfingia vulgaris
SLB-88167,6,norway,Nephasoma constrictum
SLB-88217,6,norway,Phascolion strombus
SLB-88218,6,norway,Phascolion tuberculosum
W-Bra-183339,6,norway,Pelagodiscus atlanticus
W-Bra-104066,6,norway,Platidia anomioides
W-Cha-105416,6,norway,Eukrohnia hamata
W-Sca-140005,6,norway,Cadulus jeffreysi
W-Pol-131188,6,norway,Spiophanes kroyeri
W-Iso-423421,6,norway,Haplomesus angustus
W-Iso-118662,6,norway,Haploniscus ingolfi
ITS-206282,6,norway,Lernaeodiscus ingolfi
W-Hyd-117411,6,norway,Lafoeina maxima
W-Msc-141997,6,norway,Yoldiella frigida
W-Msc-156993,6,norway,Solemya grandis
W-Ech-124324,6,norway,Strongylocentrotus pallidus
URM-2-1953,6,norway,Ascidia tritonis
W-Msc-342212,6,norway,Cirroteuthis muelleri
W-Msc-153122,6,norway,Stauroteuthis syrtensis
W-Bra-104052,6,norway,Cryptopora gnomon
W-Msc-140249,6,norway,Scutopus robustus
W-Sca-140892,6,norway,Pulsellum affine
W-Sca-140004,6,norway,Cadulus gracilis
W-Msc-141315,6,norway,Onoba leptalea
W-Pol-129782,6,norway,Ampharete petersenae
SLB-88164,6,norway,Nephasoma abyssorum
URM-2-1930,6,norway,Ascidia obliqua
URM-2-1939,6,norway,Ascidia prunum
W-Msc-141887,6,norway,Vampyroteuthis infernalis
SLB-70962,6,norway,Argonauta hians
W-Msc-140250,6,norway,Scutopus ventrolineatus
W-Msc-142011,6,norway,Yoldiella subaequilatera
SLB-69489,6,norway,Propeamussium pourtalesianum
W-Iso-255685,6,norway,Eugerda intermedia
W-Oph-125080,6,norway,Amphiura filiformis
W-Iso-118775,6,norway,Austroniscus norbi
URM-2-1836,6,norway,Oikopleura longicauda
W-Msc-138849,6,norway,Japetella diaphana
ITS-174525,6,norway,Diomedea exulans
ITS-554452,6,norway,Thalassarche chlororhynchos
SLB-97303,6,norway,Styela sigma
W-Prl-101157,6,norway,Priapulopsis bicaudatus
W-Cha-105445,6,norway,Pseudosagitta maxima
W-Tnd-136554,6,norway,Typhlotanais brevicornis
SLB-70386,6,norway,Lucinoma blakeanum
W-Msc-342337,6,norway,Hyaloteuthis pelagica
W-Msc-254460,6,norway,Chlamys rubida
URM-2-1837,6,norway,Oikopleura parva
SLB-88150,6,norway,Golfingia elongata
W-Iso-261739,6,norway,Pagonana rostrata
ITS-89948,6,norway,Boreomysis megalops
ITS-90036,6,norway,Mysidella typica
SLB-69472,6,norway,Cyclopecten nanus
W-Msc-464200,6,norway,Lucinoma annulata
W-Msc-156879,6,norway,Mysella triquetra
W-Msc-139437,6,norway,Cuspidaria arctica
W-Msc-370549,6,norway,Doridoxa ingolfiana
URM-2-3711,6,norway,Bathystyeloides enderbyanus
URM-2-3974,6,norway,Polycarpa pseudoalbatrossi
URM-2-1091,6,norway,Pallenopsis calcanea
URM-2-433,6,norway,Pantopipetta longituberculata
URM-2-587,6,norway,Colossendeis colossea
W-Msc-139424,6,norway,Helicocranchia pfefferi
ITS-64279,6,norway,Echinorhynchus gadi
W-Sca-139690,6,norway,Bathoxiphus ensiculus
SLB-129857,6,norway,Caryophyllia communis
W-Msc-160248,6,norway,Curtitoma violacea
ITS-660121,6,norway,Gastroptychus formosus
W-Msc-156789,6,norway,Lucinoma filosa
URM-2-1961,6,norway,Ascidiella aspersa
URM-2-3352,6,norway,Minipera papillosa
W-Msc-156225,6,norway,Macoma loveni
URM-2-3315,6,norway,Asajirus ledanoisi
URM-2-452,6,norway,Callipallene acus
W-Msc-544986,6,norway,Prochaetoderma californicum
W-Msc-153063,6,norway,Galiteuthis armata
W-Msc-139580,6,norway,Geitodoris planata
W-Msc-139553,6,norway,Diaphana hiemalis
W-Msc-391727,6,norway,Cyclopecten reticulus
W-Msc-157019,6,norway,Graneledone verrucosa
W-Iso-119017,6,norway,Astacilla arietina
ITS-90569,6,norway,Hemimysis abyssicola
SLB-16024,6,norway,Politolana micropthalma
URM-2-3321,6,norway,Oligotrema unigonas
ITS-708796,6,norway,Loxosoma rhodinicola
ITS-708797,6,norway,Loxosomella elegans
ITS-708808,6,norway,Loxosomella discopoda
W-Msc-139115,6,norway,Falcidens sagittiferus
ITS-708791,6,norway,Loxosoma significans
W-Msc-140859,6,norway,Dorymenia sarsii
URM-2-2128,6,norway,Didemnum carnulentum
URM-2-2047,6,norway,Corella parallelogramma
URM-2-1923,6,norway,Ascidia mentula
URM-2-2007,6,norway,Clavelina lepadiformis
URM-2-2291,6,norway,Diplosoma listerianum
URM-2-3598,6,norway,Microcosmus claudicans
URM-2-3684,6,norway,Pyura squamulosa
URM-2-3690,6,norway,Pyura tessellata
URM-2-4199,6,norway,Salpa fusiformis
URM-2-4201,6,norway,Salpa maxima
URM-2-4206,6,norway,Soestia zonaria
URM-2-4214,6,norway,Thetys vagina
W-Cha-105464,6,norway,Serratosagitta serratodentata
URM-M-171,6,norway,Pleurobrachia pileus
ITS-174763,6,norway,Fregata magnificens
ITS-174628,6,norway,Oceanodroma leucorhoa
ITS-174590,6,norway,Pterodroma mollis
ITS-176978,6,norway,Uria lomvia
ITS-554453,6,norway,Thalassarche melanophris
SLB-88462,6,norway,Anthopleura ballii
SLB-97626,6,norway,Diadumene lineata
W-Msc-139744,6,norway,Gyroscala lamellosa
SLB-133119,6,norway,Gelidium pusillum
SLB-132739,6,norway,Grateloupia filicina
SLB-152084,6,norway,Dictyota dichotoma
SLB-154005,6,norway,Grateloupia doryphora
SLB-143238,6,norway,Ulva lactuca
ITS-563986,6,norway,Symbion pandora
W-Tnd-247599,6,norway,Paratyphlotanais microcheles
W-Hyd-117902,6,norway,Sertularella gayi
W-Hyd-117598,6,norway,Halecium nanum
URM-Cn-6225,6,norway,Epizoanthus incrustatus
W-Msc-156916,6,norway,Nucula proxima
W-Msc-138818,6,norway,Astarte borealis
W-Msc-138797,6,norway,Bathyarca glacialis
W-Msc-140701,6,norway,Cyclopecten imbrifer
SLB-68888,6,norway,Limatula hyperborea
W-Msc-420754,6,norway,Limatula hyalina
W-Ech-124287,6,norway,Echinus esculentus
W-Oph-236130,6,norway,Acrocnida brachiata
SLB-66860,6,norway,Cellepora pumicosa
URM-2-545,6,norway,Pseudopallene brevicollis
W-Msc-140151,6,norway,Tonicella marmorea
W-Gtr-114630,6,norway,Platydasys ocellatus
W-Gtr-114668,6,norway,Tetranchyroderma tribolosum
SLB-88176,6,norway,Nephasoma lilljeborgi
W-Bra-235385,6,norway,Novocrania anomala
URM-2-1473,6,norway,Bonellia viridis
ITS-156736,6,norway,Loxosoma murmanica
URM-M-1276,6,norway,Rugiloricus cauliculus
SLB-88649,6,norway,Cardium edule
ITS-708795,6,norway,Loxosoma pectinaricola
ITS-708803,6,norway,Loxosomella nitschei
ITS-708805,6,norway,Loxosomella phascolosomata
ITS-708887,6,norway,Loxosomella obesa
SLB-153747,6,norway,Pikea californica
SLB-131534,6,norway,Corallina officinalis
SLB-133812,6,norway,Chondrus crispus
SLB-94100,6,norway,Leucosolenia canariensis
SLB-94177,6,norway,Leucosolenia lamarckii
URM-2-2126,6,norway,Didemnum candidum
URM-2-3511,6,norway,Boltenia ovifera
URM-2-456,6,norway,Callipallene brevirostris
URM-2-680,6,norway,Endeis spinosa
SLB-83781,6,norway,Tetrastemma nigrifrons
W-Gtr-114563,6,norway,Xenotrichula intermedia
SLB-67830,6,norway,Chaetonotus dispar
W-Gtr-114618,6,norway,Acanthodasys aculeatus
ITS-174715,6,norway,Phalacrocorax carbo
ITS-174555,6,norway,Puffinus puffinus
ITS-174594,6,norway,Macronectes giganteus
ITS-176888,6,norway,Sterna hirundo
ITS-176890,6,norway,Sterna paradisaea
ITS-176891,6,norway,Sterna dougallii
ITS-176882,6,norway,Gelochelidon nilotica
ITS-176959,6,norway,Chlidonias niger
ITS-176793,6,norway,Stercorarius parasiticus
ITS-176794,6,norway,Stercorarius longicaudus
ITS-176824,6,norway,Larus argentatus
ITS-176830,6,norway,Larus delawarensis
ITS-176835,6,norway,Larus ridibundus
ITS-176866,6,norway,Xema sabini
ITS-824126,6,norway,Sternula albifrons
ITS-203446,6,norway,Calonectris diomedea
ITS-554270,6,norway,Larus cachinnans
ITS-176792,6,norway,Stercorarius pomarinus
ITS-176927,6,norway,Sterna sandvicensis
W-Msc-140736,6,norway,Pharus legumen
W-Pol-131415,6,norway,Syllis armillaris
SLB-116596,6,norway,Leucon septemdentatus
SLB-138599,6,norway,Plocamium cartilagineum
SLB-132722,6,norway,Ulva intestinalis
SLB-145429,6,norway,Macrocystis pyrifera
W-Msc-139325,6,norway,Oenopota obliqua
W-Msc-224618,6,norway,Thuridilla picta
W-Msc-139765,6,norway,Eubranchus exiguus
W-Msc-153380,6,norway,Cuthona gymnota
ITS-85107,6,norway,Xestoleberis aurantia
W-Hyd-117475,6,norway,Dipurena halterata
W-Msc-156744,6,norway,Astarte castanea
W-Msc-156747,6,norway,Astarte undata
W-Msc-138823,6,norway,Astarte montagui
W-Msc-397026,6,norway,Brachidontes exustus
SLB-69074,6,norway,Lithophaga antillarum
W-Msc-156963,6,norway,Pitar morrhuanus
W-Oph-124913,6,norway,Ophiura albida
URM-2-912,6,norway,Nymphon serratum
W-Nem-122637,6,norway,Tubulanus polymorphus
SLB-80180,6,norway,Lepidochitona cinerea
W-Gtr-247814,6,norway,Tetranchyroderma cirrophorum
W-Gtr-247818,6,norway,Tetranchyroderma megastomum
SLB-88172,6,norway,Nephasoma eremita
ITS-176862,6,norway,Larus relictus
ITS-708754,6,norway,Loxosomella marsypos
ITS-708716,6,norway,Loxosomella compressa
W-Acl-142698,6,norway,Notocelis gullmarensis
SLB-4371,6,norway,Pista maculata
W-Msc-156715,6,norway,Flabellina nobilis
W-Oph-124929,6,norway,Ophiura ophiura
W-Gtr-114587,6,norway,Dolichodasys elongatus
ITS-Mam-621916,6,norway,Lutra lutra
W-Pol-238542,6,norway,Typosyllis cornuta
W-Gtr-114629,6,norway,Platydasys maximus
W-Msc-141565,6,norway,Placida dendritica
W-Msc-420776,6,norway,Pododesmus rudis
W-Msc-420949,6,norway,Pitar arestus
W-Msc-156819,6,norway,Clinocardium ciliatum
W-Gtr-114552,6,norway,Draculiciteria tesselata
W-Gtr-114557,6,norway,Heteroxenotrichula squamosa
W-Gtr-114567,6,norway,Xenotrichula punctata
SLB-116784,6,norway,Cumella ocellata
W-Msc-156714,6,norway,Flabellina gracilis
W-Msc-138820,6,norway,Astarte crenata
URM-2-1873,6,norway,Proagnesia depressa
URM-2-4045,6,norway,Styela charcoti
SLB-13031,6,norway,Aega glacialis
W-Msc-139305,6,norway,Nepotilla amoena
ITS-708794,6,norway,Loxosomella nordgaardi
W-Msc-581837,6,norway,Dirona albolineata
W-Hyd-117517,6,norway,Eutonina indicans
W-Msc-156914,6,norway,Nucula delphinodonta
W-Msc-156994,6,norway,Solemya velum
W-Msc-215252,6,norway,Arca imbricata
W-Msc-156765,6,norway,Crenella glandula
W-Msc-140771,6,norway,Zirfaea crispata
W-Msc-196391,6,norway,Tachyrhynchus erosus
W-Iso-118636,6,norway,Munnopsurus giganteus
URM-2-919,6,norway,Nymphon sluiteri
W-Msc-140525,6,norway,Cryptonatica affinis
W-Msc-159903,6,norway,Limneria undata
W-Cha-105414,6,norway,Eukrohnia bathypelagica
W-Sca-344255,6,norway,Heteroschismoides subterfissus
Fis-47453,6,norway,Lycenchelys muraena
Fis-63133,6,norway,Psychrolutes subspinosus
Fis-63137,6,norway,Rhodichthys regina
Fis-117866,6,norway,Lycodes luetkenii
Fis-116941,6,norway,Lycodes adolfi
Fis-153714,6,norway,Phyllorhinichthys balushkini
ITS-Mam-180504,6,norway,Hyperoodon ampullatus
ITS-Mam-180426,6,norway,Tursiops truncatus
ITS-Mam-180438,6,norway,Delphinus delphis
ITS-Mam-180442,6,norway,Lagenorhynchus albirostris
ITS-Mam-180443,6,norway,Lagenorhynchus acutus
ITS-Mam-180457,6,norway,Grampus griseus
ITS-Mam-180469,6,norway,Orcinus orca
ITS-Mam-180473,6,norway,Phocoena phocoena
ITS-Mam-180483,6,norway,Delphinapterus leucas
ITS-Mam-180485,6,norway,Monodon monoceros
ITS-Mam-180488,6,norway,Physeter macrocephalus
ITS-Mam-180498,6,norway,Ziphius cavirostris
ITS-Mam-180515,6,norway,Mesoplodon bidens
ITS-Mam-180524,6,norway,Balaenoptera acutorostrata
ITS-Mam-180526,6,norway,Balaenoptera borealis
ITS-Mam-180527,6,norway,Balaenoptera physalus
ITS-Mam-180528,6,norway,Balaenoptera musculus
ITS-Mam-180530,6,norway,Megaptera novaeangliae
ITS-Mam-180657,6,norway,Cystophora cristata
ITS-Mam-552461,6,norway,Globicephala melas
ITS-96967,6,norway,Pandalus borealis
Rep-4381,6,norway,Dermochelys coriacea
W-Sca-196374,6,norway,Antalis agilis
ITS-96102,6,norway,Gennadas scutatus
Fis-22768,6,norway,Lamna nasus
Fis-22831,6,norway,Somniosus microcephalus
Fis-136946,6,norway,Arctozenus risso
Fis-22711,6,norway,Anguilla anguilla
Fis-22723,6,norway,Glyptocephalus cynoglossus
Fis-22729,6,norway,Micromesistius poutassou
Fis-22747,6,norway,Cetorhinus maximus
Fis-22900,6,norway,Mallotus villosus
W-Ech-124277,6,norway,Echinus acutus
Fis-131853,6,norway,Amblyraja radiata
Fis-22727,6,norway,Merluccius merluccius
Fis-22740,6,norway,Brosme brosme
ITS-95766,6,norway,Funchalia villosa
W-Msc-138802,6,norway,Arctica islandica
Fis-132546,6,norway,Leucoraja fullonica
W-Iso-174631,6,norway,Litarcturus lillei
ITS-96083,6,norway,Bentheogennema intermedia
Fis-53631,6,norway,Lophotus capellei
Fis-22741,6,norway,Buenia jeffreysii
W-Iso-175221,6,norway,Austroniscus ovalis
Fis-63121,6,norway,Bythites islandicus
ITS-Mam-180653,6,norway,Halichoerus grypus
ITS-Mam-180649,6,norway,Phoca vitulina
Fis-22866,6,norway,Conger conger
Fis-131824,6,norway,Dipturus batis
Fis-63129,6,norway,Linophryne algibarbata
Fis-50599,6,norway,Gigantactis longicirra
Fis-47484,6,norway,Cottunculus sadko
Fis-170112,6,norway,Liparis bathyarcticus
W-Bry-111067,6,norway,Aetea truncata
W-Gtr-114620,6,norway,Diplodasys ankeli
W-Hyd-117691,6,norway,Filellum serratum
W-Hyd-117804,6,norway,Phialella quadrata
W-Msc-420707,6,norway,Musculus lateralis
W-Pol-131051,6,norway,Serpula vermicularis
W-Por-236120,6,norway,Aplysilla sulfurea
W-Msc-138878,6,norway,Buccinum undatum
ITS-97315,6,norway,Homarus gammarus
Fis-22755,6,norway,Dicentrarchus labrax
Fis-153593,6,norway,Salvelinus alpinus alpinus
Fis-22712,6,norway,Aphia minuta
Fis-22726,6,norway,Merlangius merlangus
Fis-22732,6,norway,Pollachius pollachius
W-Hyd-117428,6,norway,Cordylophora caspia
W-Hyd-117781,6,norway,Amphinema rugosum
W-Hyd-157947,6,norway,Halecium beanii
W-Iso-174518,6,norway,Antarcturus horridus
W-Iso-174520,6,norway,Antarcturus polaris
W-Iso-174920,6,norway,Eisothistos antarcticus
W-Msc-140616,6,norway,Omalogyra atomus
W-Pol-130888,6,norway,Chone duneri
W-Pol-131121,6,norway,Dipolydora quadrilobata
ITS-73297,6,norway,Nucella lapillus
Fis-22745,6,norway,Centrolabrus exoletus
Fis-22850,6,norway,Boreogadus saida
W-Msc-445357,6,norway,Haliotis rufescens
ITS-Mam-622022,6,norway,Pagophilus groenlandicus
W-Iso-257114,6,norway,Caecognathia hodgsoni
Fis-146390,6,norway,Psednos micruroides
W-Pho-128548,6,norway,Phoronis hippocrepia
URM-2-332,6,norway,Sericosura mitrata
ITS-Mam-180533,6,norway,Balaena mysticetus
Fis-152512,6,norway,Lycodes marisalbi
Fis-146385,6,norway,Psednos gelatinosus
Fis-153539,6,norway,Clupea pallasii pallasii
Fis-23078,6,norway,Centroscyllium fabricii
Fis-23101,6,norway,Dalatias licha
Fis-23103,6,norway,Deania calcea
Fis-23124,6,norway,Etmopterus spinax
Fis-23548,6,norway,Hippoglossus hippoglossus
Fis-23639,6,norway,Mola mola
Fis-23839,6,norway,Stomias boa boa
Fis-23899,6,norway,Alopias vulpinus
Fis-29275,6,norway,Aphanopus carbo
Fis-29328,6,norway,Centroscymnus coelolepis
Fis-29338,6,norway,Chlamydoselachus anguineus
Fis-29522,6,norway,Sebastes mentella
Fis-29532,6,norway,Squalus acanthias
Fis-29625,6,norway,Anarhichas lupus
Fis-30477,6,norway,Petromyzon marinus
Fis-30919,6,norway,Rondeletia loricata
Fis-31020,6,norway,Ceratias holboelli
Fis-31240,6,norway,Cyclothone acclinidens
Fis-34615,6,norway,Platytroctes apus
Fis-49220,6,norway,Thunnus thynnus
Fis-51000,6,norway,Melamphaes polylepis
Fis-52356,6,norway,Cyclothone alba
Fis-22735,6,norway,Acanthocybium solandri
Fis-23758,6,norway,Ranzania laevis
Fis-30085,6,norway,Halargyreus johnsonii
Fis-30903,6,norway,Triglops nybelini
Fis-57414,6,norway,Lycodes eudipleurostictus
Fis-3399,6,norway,Gadiculus thori
Fis-29433,6,norway,Lophius piscatorius
Fis-29808,6,norway,Chimaera monstrosa
Fis-30031,6,norway,Gadiculus argenteus
Fis-29445,6,norway,Macrourus berglax
Fis-27051,6,norway,Benthodesmus simonyi
Fis-23633,6,norway,Melanogrammus aeglefinus
Fis-29394,6,norway,Gadus morhua
Fis-30563,6,norway,Raja clavata
Fis-24653,6,norway,Gymnocanthus tricuspis
Fis-23129,6,norway,Galeocerdo cuvier
Fis-23728,6,norway,Pollachius virens
Fis-27009,6,norway,Gaidropsarus argentatus
Fis-47903,6,norway,Lumpenus lampretaeformis
Fis-29601,6,norway,Alepisaurus brevirostris
Fis-33795,6,norway,Polyipnus polli
Fis-23076,6,norway,Centrophorus squamosus
Fis-25233,6,norway,Galeorhinus galeus
Fis-29383,6,norway,Etmopterus princeps
Fis-29508,6,norway,Scomber scombrus
Fis-23250,6,norway,Scophthalmus rhombus
Fis-23272,6,norway,Solea solea
Fis-23440,6,norway,Ciliata septentrionalis
Fis-23725,6,norway,Platichthys flesus
Fis-23765,6,norway,Sardina pilchardus
Fis-25147,6,norway,Lampetra fluviatilis
Fis-29344,6,norway,Clupea harengus
Fis-29395,6,norway,Gadus ogac
Fis-29501,6,norway,Salmo salar
Fis-21630,6,norway,Salmo trutta
Fis-29593,6,norway,Acipenser sturio
Fis-30498,6,norway,Pleuronectes platessa
Fis-30688,6,norway,Syngnathus acus
Fis-48198,6,norway,Coregonus autumnalis
Fis-24809,6,norway,Myoxocephalus quadricornis
Fis-30039,6,norway,Gasterosteus aculeatus
Fis-23439,6,norway,Ciliata mustela
Fis-23825,6,norway,Spinachia spinachia
Fis-23873,6,norway,Trachurus trachurus
Fis-23375,6,norway,Arctogadus glacialis
Fis-22718,7,Jan Mayen,Benthosema glaciale
Fis-139729,7,Jan Mayen,Melanolagus bericoides
Fis-23185,7,Jan Mayen,Maurolicus muelleri
Fis-29263,7,Jan Mayen,Alepisaurus ferox
Fis-149739,7,Jan Mayen,Sebastes norvegicus
Fis-23165,7,Jan Mayen,Lampanyctus crocodilus
Fis-23087,7,Jan Mayen,Ceratoscopelus maderensis
Fis-23580,7,Jan Mayen,Lampris guttatus
Fis-23453,7,Jan Mayen,Cubiceps gracilis
Fis-29801,7,Jan Mayen,Chauliodus sloani
Fis-29877,7,Jan Mayen,Cryptopsaras couesii
Fis-25029,7,Jan Mayen,Trachipterus arcticus
Fis-30575,7,Jan Mayen,Regalecus glesne
Fis-30708,7,Jan Mayen,Taractes asper
Fis-24675,7,Jan Mayen,Hippoglossoides platessoides
Fis-25437,7,Jan Mayen,Xenodermichthys copei
Fis-23237,7,Jan Mayen,Reinhardtius hippoglossoides
Fis-30264,7,Jan Mayen,Lycodes pallidus
Fis-29624,7,Jan Mayen,Anarhichas denticulatus
Fis-22856,7,Jan Mayen,Centrolophus niger
Fis-30329,7,Jan Mayen,Myctophum punctatum
Fis-47643,7,Jan Mayen,Magnisudis atlantica
Fis-25413,7,Jan Mayen,Nezumia aequalis
Fis-15353,7,Jan Mayen,Bathyraja spinicauda
Fis-23914,7,Jan Mayen,Argentina silus
Fis-22730,7,Jan Mayen,Molva molva
Fis-29361,7,Jan Mayen,Cyclopterus lumpus
Fis-22764,7,Jan Mayen,Helicolenus dactylopterus
Fis-29731,7,Jan Mayen,Beryx decadactylus
Fis-23722,7,Jan Mayen,Phycis blennoides
Fis-23641,7,Jan Mayen,Molva dypterygia
Fis-30336,7,Jan Mayen,Myxine glutinosa
Fis-30763,7,Jan Mayen,Artediellus atlanticus
Fis-24702,7,Jan Mayen,Icelus bicornis
Fis-30828,7,Jan Mayen,Icelus spatula
Fis-62940,7,Jan Mayen,Triglops pingelii
Fis-24406,7,Jan Mayen,Leptagonus decagonus
Fis-30812,7,Jan Mayen,Eumicrotremus derjugini
Fis-58175,7,Jan Mayen,Lycodes esmarkii
Fis-31235,7,Jan Mayen,Searsia koefoedi
Fis-22932,7,Jan Mayen,Polyprion americanus
Fis-23653,7,Jan Mayen,Myoxocephalus scorpius
Fis-23486,7,Jan Mayen,Enchelyopus cimbrius
Fis-49057,7,Jan Mayen,Leptoclinus maculatus
Fis-29626,7,Jan Mayen,Anarhichas minor
Fis-24436,7,Jan Mayen,Artediellus uncinatus
Fis-30902,7,Jan Mayen,Triglops murrayi
Fis-30771,7,Jan Mayen,Aspidophoroides olrikii
Fis-30835,7,Jan Mayen,Liparis gibbus
Fis-30842,7,Jan Mayen,Liparis tunicatus
Fis-22922,7,Jan Mayen,Osmerus mordax
Fis-22749,7,Jan Mayen,Chirolophis ascanii
Fis-30758,7,Jan Mayen,Zeus faber
Fis-24612,7,Jan Mayen,Eumicrotremus spinosus
Fis-23875,7,Jan Mayen,Trisopterus esmarkii
Fis-23598,7,Jan Mayen,Liparis liparis
Fis-30266,7,Jan Mayen,Lycodes rossi
Fis-24753,7,Jan Mayen,Anisarchus medius
Fis-24810,7,Jan Mayen,Myoxocephalus scorpioides
Fis-29267,7,Jan Mayen,Ammodytes marinus
Fis-23638,7,Jan Mayen,Microstomus kitt
Fis-24923,7,Jan Mayen,Pungitius pungitius
Fis-24893,7,Jan Mayen,Pholis gunnellus
Fis-29619,7,Jan Mayen,Ammodytes dubius
Fis-26349,7,Jan Mayen,Polyacanthonotus challengeri
Fis-52418,7,Jan Mayen,Coregonus lavaretus
Fis-63912,7,Jan Mayen,Lethenteron camtschaticum
Fis-24756,7,Jan Mayen,Lycodes polaris
Fis-24741,7,Jan Mayen,Liopsetta glacialis
Fis-24751,7,Jan Mayen,Lumpenus fabricii
Fis-30764,7,Jan Mayen,Artediellus scaber
Fis-47448,7,Jan Mayen,Lycodes frigidus
Fis-116692,7,Jan Mayen,Lycenchelys alba
Fis-47561,7,Jan Mayen,Paraliparis bathybius
Fis-50631,7,Jan Mayen,Linophryne coronata
Fis-63149,7,Jan Mayen,Protomyctophum arcticum
Fis-124376,7,Jan Mayen,Lasiognathus beebei
Fis-125893,7,Jan Mayen,Maurolicus weitzmani
Fis-132814,7,Jan Mayen,Serrivomer lanceolatoides
Fis-48118,7,Jan Mayen,Polyacanthonotus rissoanus
Fis-131852,7,Jan Mayen,Amblyraja hyperborea
Fis-139728,7,Jan Mayen,Lycodes terraenovae
Fis-131802,7,Jan Mayen,Rajella fyllae
Fis-49081,7,Jan Mayen,Lycodonus flagellicauda
Fis-47447,7,Jan Mayen,Lycodes squamiventer
Fis-47519,7,Jan Mayen,Liparis fabricii
Fis-48011,7,Jan Mayen,Careproctus reinhardti
Fis-63107,7,Jan Mayen,Trachyrincus murrayi
Fis-140102,7,Jan Mayen,Notoscopelus kroyeri
Fis-33179,7,Jan Mayen,Synaphobranchus kaupii
Fis-57417,7,Jan Mayen,Lycodes seminudus
Fis-143668,7,Jan Mayen,Lycodes paamiuti
Fis-156828,7,Jan Mayen,Careproctus longipinnis
Fis-27313,7,Jan Mayen,Scopelosaurus lepidus
Fis-33245,7,Jan Mayen,Cottunculus microps
Fis-47451,7,Jan Mayen,Lycenchelys kolthoffi
Fis-139531,7,Jan Mayen,Dolopichthys allector
Fis-139713,7,Jan Mayen,Phyllorhinichthys micractis
Fis-47660,7,Jan Mayen,Gymnelus retrodorsalis
Fis-136019,7,Jan Mayen,Lagocephalus lagocephalus
Fis-47668,7,Jan Mayen,Lycenchelys sarsii
Fis-52203,7,Jan Mayen,Osmerus dentex
Fis-116315,7,Jan Mayen,Gymnelus hemifasciatus
Fis-62883,7,Jan Mayen,Lycodes gracilis
Fis-34857,7,Jan Mayen,Bathylagus euryops
Fis-24930,7,Jan Mayen,Remora brachyptera
Fis-25469,7,Jan Mayen,Poromitra crassiceps
Fis-27275,7,Jan Mayen,Diretmoides pauciradiatus
Fis-27299,7,Jan Mayen,Nessorhamphus ingolfianus
Fis-28109,7,Jan Mayen,Barbantus curvifrons
Fis-28112,7,Jan Mayen,Holtbyrnia innesi
Fis-30110,7,Jan Mayen,Himantolophus groenlandicus
Fis-30711,7,Jan Mayen,Tetragonurus cuvieri
Fis-31237,7,Jan Mayen,Ectreposebastes imus
Fis-32362,7,Jan Mayen,Derichthys serpentinus
Fis-48156,7,Jan Mayen,Lampanyctus photonotus
Fis-49913,7,Jan Mayen,Benthalbella infans
Fis-49922,7,Jan Mayen,Scopelarchus analis
Fis-50305,7,Jan Mayen,Poromitra megalops
Fis-50433,7,Jan Mayen,Danaphryne nigrifilis
