rgn_id,rgn_mean_cat,rgn_mean_trend,status
1,0.04516501552344771,-0.214160193788079,0.9397799793020697
2,0.04216097697122797,-0.18181814521923445,0.9437853640383627
3,0.0399860622431623,-0.21946564614610425,0.9466852503424503
4,0.06426504166740903,-0.19533482897902804,0.9143132777767881
5,0.09731770601771715,-0.08486023760672207,0.8702430586430437
6,0.07688957583628706,-0.13856296267486434,0.8974805655516173
7,0.08126143814719596,-0.04271352904547852,0.8916514158037386
8,0.06721063588469249,-0.09612737951311019,0.91038581882041
9,0.08613460960844761,-0.10391937116955763,0.8851538538554031
