"rgn_id","tonnes","year"
"1",0,2005
"2",8766.67848726315,2005
"3",0,2005
"4",67738.5035956157,2005
"5",80537.087397967,2005
"6",297295.093620584,2005
"7",2310.09410693465,2005
"8",124631.269997614,2005
"9",77047.7947319403,2005
"10",91008.3447943189,2005
