"rgn_id","tonnes","year"
"1",0,2010
"2",7768.31058773685,2010
"3",0,2010
"4",74685.4958014651,2010
"5",112341.179970264,2010
"6",464300.903452217,2010
"7",3743.34099972095,2010
"8",110922.261357684,2010
"9",87233.8080788579,2010
"10",102604.699572254,2010
