"rgn_id","tonnes","year"
"1",0,2008
"2",7411.90382063457,2008
"3",0,2008
"4",53316.2129147324,2008
"5",60071.836426857,2008
"6",324431.270082047,2008
"7",11808.0991467207,2008
"8",123758.525812255,2008
"9",44301.2656682236,2008
"10",70600.5692411395,2008
