"rgn_id","tonnes","year"
"1",0,2007
"2",8228.51200409757,2007
"3",0,2007
"4",59613.1140526562,2007
"5",62670.3167770432,2007
"6",320576.866100657,2007
"7",3461.82452048273,2007
"8",115927.944586705,2007
"9",68288.8588342789,2007
"10",67018.722878739,2007
