"rgn_id","tonnes","year"
"1",0,2006
"2",8737.24021762441,2006
"3",0,2006
"4",70315.037243475,2006
"5",66786.3300827109,2006
"6",280925.534798077,2006
"7",1319.17776743448,2006
"8",127440.24102817,2006
"9",80584.8686695559,2006
"10",65771.083063714,2006
