"rgn_id","tonnes","year"
"1",0,2009
"2",8126.75193206729,2009
"3",0,2009
"4",61119.2622916524,2009
"5",116463.413672254,2009
"6",450463.318038721,2009
"7",3350.49921129289,2009
"8",110814.873209058,2009
"9",58052.2751394657,2009
"10",80841.7429868778,2009
