"ID","pressure_score"
1,NA
2,NA
3,NA
4,0.135003237254923
5,0.0316051051111836
6,0.217744339528946
7,0.147583126726458
8,0.0573280380846319
9,0.0927994591683079
10,0.0807185165725403
