"ID","pressure_score"
1,0.145918104883123
2,0.145065815802406
3,0.125542756934503
4,0.158972590233481
5,0.257607203189097
6,0.430329310565228
7,0.351574435091159
8,0.40494905910432
9,0.308541575492118
10,0.427351743144049
