"","ID","weight_rescale_icemask"
"1",1,0.0506480138587309
"2",2,0.20216205548483
"3",3,0.11637489589682
"4",4,0.257158122702832
"5",5,0.425957492123049
"6",6,0.487447175361419
"7",7,0.422630968907136
"8",8,0.301905686715178
"9",9,0.386726333999552
"10",10,0.422205529971893
