rgn_id,score,dimension
1,85.5566669697796,status
2,98.48532435499608,status
3,95.97737785841551,status
4,88.80876310068241,status
5,60.629391995111504,status
6,38.3838383838384,status
8,84.4035665063427,status
9,94.18459087288042,status
1,0.016522423288749,trend
2,0.030687124749834097,trend
3,0.06214798990095351,trend
4,0.0165219907407414,trend
5,-0.259454705364997,trend
6,-0.400000000000005,trend
8,0.0679179566563485,trend
9,-0.00833937635968135,trend
