rgn_id,stock_id,year,bbmsy
2,Salvelinus_alpinus_alpinus-18,2006,0.457834091
2,Salvelinus_alpinus_alpinus-18,2007,0.462784322
2,Salvelinus_alpinus_alpinus-18,2008,0.467491421
2,Salvelinus_alpinus_alpinus-18,2009,0.471755527
2,Salvelinus_alpinus_alpinus-18,2010,0.476168147
2,Salvelinus_alpinus_alpinus-18,2011,0.480065602
2,Salvelinus_alpinus_alpinus-18,2012,0.483492012
2,Salvelinus_alpinus_alpinus-18,2013,0.486628683
2,Salvelinus_alpinus_alpinus-18,2014,0.489120159
2,Macrourus_berglax-21,2001,0.821162143
2,Macrourus_berglax-21,2002,0.641109302
2,Macrourus_berglax-21,2003,0.503319148
2,Macrourus_berglax-21,2004,0.410808396
2,Macrourus_berglax-21,2005,0.379600662
2,Macrourus_berglax-21,2006,0.356985897
2,Macrourus_berglax-21,2007,0.3416528
2,Macrourus_berglax-21,2008,0.334790175
2,Macrourus_berglax-21,2009,0.333714317
2,Macrourus_berglax-21,2010,0.335580167
2,Macrourus_berglax-21,2011,0.33476744
2,Macrourus_berglax-21,2012,0.326165992
2,Macrourus_berglax-21,2013,0.317899689
2,Macrourus_berglax-21,2014,0.307249812
2,Sebastes_mentella-21,2001,0.829130592
2,Sebastes_mentella-21,2002,0.862221478
2,Sebastes_mentella-21,2003,0.881099589
2,Sebastes_mentella-21,2004,0.859616079
2,Sebastes_mentella-21,2005,0.79634107
2,Sebastes_mentella-21,2006,0.705343967
2,Sebastes_mentella-21,2007,0.600331138
2,Sebastes_mentella-21,2008,0.500023933
2,Sebastes_mentella-21,2009,0.435850579
2,Sebastes_mentella-21,2010,0.406189828
2,Sebastes_mentella-21,2011,0.399110939
2,Sebastes_mentella-21,2012,0.396853992
2,Sebastes_mentella-21,2013,0.397758657
2,Sebastes_mentella-21,2014,0.399997218
2,Reinhardtius_hippoglossoides-21,2001,1.234461158
2,Reinhardtius_hippoglossoides-21,2002,1.221149148
2,Reinhardtius_hippoglossoides-21,2003,1.200490137
2,Reinhardtius_hippoglossoides-21,2004,1.184718306
2,Reinhardtius_hippoglossoides-21,2005,1.17134192
2,Reinhardtius_hippoglossoides-21,2006,1.157547901
2,Reinhardtius_hippoglossoides-21,2007,1.146105361
2,Reinhardtius_hippoglossoides-21,2008,1.1409713
2,Reinhardtius_hippoglossoides-21,2009,1.137133315
2,Reinhardtius_hippoglossoides-21,2010,1.132455244
2,Reinhardtius_hippoglossoides-21,2011,1.128301863
2,Reinhardtius_hippoglossoides-21,2012,1.123196214
2,Reinhardtius_hippoglossoides-21,2013,1.1154627
2,Reinhardtius_hippoglossoides-21,2014,1.101979922
2,Hippoglossus_hippoglossus-21,2001,0.0154
2,Hippoglossus_hippoglossus-21,2002,0.0168
2,Hippoglossus_hippoglossus-21,2003,0.0184
2,Hippoglossus_hippoglossus-21,2004,0.0199
2,Hippoglossus_hippoglossus-21,2005,0.0219
2,Hippoglossus_hippoglossus-21,2006,0.024
2,Hippoglossus_hippoglossus-21,2007,0.0264
2,Hippoglossus_hippoglossus-21,2008,0.986451087
2,Hippoglossus_hippoglossus-21,2009,0.999980234
2,Hippoglossus_hippoglossus-21,2010,1.012250623
2,Hippoglossus_hippoglossus-21,2011,1.022575636
2,Hippoglossus_hippoglossus-21,2012,1.031156798
2,Hippoglossus_hippoglossus-21,2013,1.037062142
2,Hippoglossus_hippoglossus-21,2014,1.040911513
2,Coregonus_autumnalis-18,2001,0.44170678
2,Coregonus_autumnalis-18,2002,0.446118386
2,Coregonus_autumnalis-18,2003,0.451015494
2,Coregonus_autumnalis-18,2004,0.456637892
2,Coregonus_autumnalis-18,2005,0.46238841
2,Coregonus_autumnalis-18,2006,0.468190759
2,Coregonus_autumnalis-18,2007,0.472510653
2,Coregonus_autumnalis-18,2008,0.475587447
2,Coregonus_autumnalis-18,2009,0.477241287
2,Coregonus_autumnalis-18,2010,0.477648636
2,Coregonus_autumnalis-18,2011,0.476814762
2,Coregonus_autumnalis-18,2012,0.476304183
2,Coregonus_autumnalis-18,2013,0.475760065
2,Coregonus_autumnalis-18,2014,0.475085191
2,Coregonus_nasus-18,2001,0.532107683
2,Coregonus_nasus-18,2002,0.526604763
2,Coregonus_nasus-18,2003,0.521594655
2,Coregonus_nasus-18,2004,0.517143833
2,Coregonus_nasus-18,2005,0.513246417
2,Coregonus_nasus-18,2006,0.509398813
2,Coregonus_nasus-18,2007,0.505947863
2,Coregonus_nasus-18,2008,0.502545352
2,Coregonus_nasus-18,2009,0.498997323
2,Coregonus_nasus-18,2010,0.495718052
2,Coregonus_nasus-18,2011,0.492766395
2,Coregonus_nasus-18,2012,0.489795867
2,Coregonus_nasus-18,2013,0.486462806
2,Coregonus_nasus-18,2014,0.482988817
2,Hippoglossoides_platessoides-21,2001,0.479
2,Hippoglossoides_platessoides-21,2002,0.413
2,Hippoglossoides_platessoides-21,2003,0.398
2,Hippoglossoides_platessoides-21,2004,0.385
2,Hippoglossoides_platessoides-21,2005,0.417
2,Hippoglossoides_platessoides-21,2006,0.53
2,Hippoglossoides_platessoides-21,2007,0.704
2,Hippoglossoides_platessoides-21,2008,0.249063722
2,Hippoglossoides_platessoides-21,2009,0.26974523
2,Hippoglossoides_platessoides-21,2010,0.292228639
2,Hippoglossoides_platessoides-21,2011,0.31648768
2,Hippoglossoides_platessoides-21,2012,0.342694765
2,Hippoglossoides_platessoides-21,2013,0.37090626
2,Hippoglossoides_platessoides-21,2014,0.400397149
2,Mytilus_edulis-21,2003,0.631222437
2,Mytilus_edulis-21,2004,0.636530026
2,Mytilus_edulis-21,2005,0.637237671
2,Mytilus_edulis-21,2006,0.617338602
2,Mytilus_edulis-21,2007,0.605244594
2,Mytilus_edulis-21,2008,0.596064622
2,Mytilus_edulis-21,2009,0.584539934
2,Mytilus_edulis-21,2010,0.559940072
2,Mytilus_edulis-21,2011,0.543171684
2,Mytilus_edulis-21,2012,0.523815924
2,Mytilus_edulis-21,2013,0.499992193
2,Mytilus_edulis-21,2014,0.481326255
2,Pandalus_borealis-21,2001,1.582019622
2,Pandalus_borealis-21,2002,1.538293145
2,Pandalus_borealis-21,2003,1.48220263
2,Pandalus_borealis-21,2004,1.416505236
2,Pandalus_borealis-21,2005,1.347767178
2,Pandalus_borealis-21,2006,1.274426733
2,Pandalus_borealis-21,2007,1.200279915
2,Pandalus_borealis-21,2008,1.131868615
2,Pandalus_borealis-21,2009,1.07489974
2,Pandalus_borealis-21,2010,1.02340534
2,Pandalus_borealis-21,2011,0.98010817
2,Pandalus_borealis-21,2012,0.947513059
2,Pandalus_borealis-21,2013,0.925639338
2,Pandalus_borealis-21,2014,0.910667542
3,Salvelinus_alpinus_alpinus-18,2001,0.432355657
3,Salvelinus_alpinus_alpinus-18,2002,0.437484278
3,Salvelinus_alpinus_alpinus-18,2003,0.442329879
3,Salvelinus_alpinus_alpinus-18,2004,0.447767695
3,Salvelinus_alpinus_alpinus-18,2005,0.452753509
3,Salvelinus_alpinus_alpinus-18,2006,0.457834091
3,Salvelinus_alpinus_alpinus-18,2007,0.462784322
3,Salvelinus_alpinus_alpinus-18,2008,0.467491421
3,Salvelinus_alpinus_alpinus-18,2009,0.471755527
3,Salvelinus_alpinus_alpinus-18,2010,0.476168147
3,Salvelinus_alpinus_alpinus-18,2011,0.480065602
3,Salvelinus_alpinus_alpinus-18,2012,0.483492012
3,Salvelinus_alpinus_alpinus-18,2013,0.486628683
3,Salvelinus_alpinus_alpinus-18,2014,0.489120159
3,Coregonus_autumnalis-18,2001,0.44170678
3,Coregonus_autumnalis-18,2002,0.446118386
3,Coregonus_autumnalis-18,2003,0.451015494
3,Coregonus_autumnalis-18,2004,0.456637892
3,Coregonus_autumnalis-18,2005,0.46238841
3,Coregonus_autumnalis-18,2006,0.468190759
3,Coregonus_autumnalis-18,2007,0.472510653
3,Coregonus_autumnalis-18,2008,0.475587447
3,Coregonus_autumnalis-18,2009,0.477241287
3,Coregonus_autumnalis-18,2010,0.477648636
3,Coregonus_autumnalis-18,2011,0.476814762
3,Coregonus_autumnalis-18,2012,0.476304183
3,Coregonus_autumnalis-18,2013,0.475760065
3,Coregonus_autumnalis-18,2014,0.475085191
3,Coregonus_nasus-18,2001,0.532107683
3,Coregonus_nasus-18,2002,0.526604763
3,Coregonus_nasus-18,2003,0.521594655
3,Coregonus_nasus-18,2004,0.517143833
3,Coregonus_nasus-18,2005,0.513246417
3,Coregonus_nasus-18,2006,0.509398813
3,Coregonus_nasus-18,2007,0.505947863
3,Coregonus_nasus-18,2008,0.502545352
3,Coregonus_nasus-18,2009,0.498997323
3,Coregonus_nasus-18,2010,0.495718052
3,Coregonus_nasus-18,2011,0.492766395
3,Coregonus_nasus-18,2012,0.489795867
3,Coregonus_nasus-18,2013,0.486462806
3,Coregonus_nasus-18,2014,0.482988817
4,Clupea_harengus-27,2001,2.116666667
4,Clupea_harengus-27,2002,2.473333333
4,Clupea_harengus-27,2003,2.29
4,Clupea_harengus-27,2004,2.336666667
4,Clupea_harengus-27,2005,2.206666667
4,Clupea_harengus-27,2006,2.183333333
4,Clupea_harengus-27,2007,2.056666667
4,Clupea_harengus-27,2008,1.973333333
4,Clupea_harengus-27,2009,2.223333333
4,Clupea_harengus-27,2010,2.183333333
4,Clupea_harengus-27,2011,0.641767684
4,Clupea_harengus-27,2012,0.618674499
4,Clupea_harengus-27,2013,0.598766473
4,Clupea_harengus-27,2014,0.584482001
4,Glyptocephalus_cynoglossus-27,2001,1.054762526
