rgn_id,stock_id_taxonkey,year,mean_catch
4,Cetorhinus_maximus-27_600090,2001,0.011689714
4,Somniosus_microcephalus-27_600138,2001,0.008341654
4,Squalus_acanthias-27_600139,2001,7.384548057
4,Salmo_salar-27_600236,2001,49.01934467
4,Salmo_trutta-27_600238,2001,0.155378457
4,Mallotus_villosus-27_600252,2001,39914.41704
4,Osmerus_mordax_mordax-27_600253,2001,1.546730059
4,Esox_lucius-27_600258,2001,0.064746103
4,Carassius_carassius-27_600270,2001,0.267658917
4,Rutilus_rutilus-27_600272,2001,0.00835481
4,Eleginus_nawaga-27_600314,2001,137.1550578
4,Boreogadus_saida-27_600319,2001,1737.45593
4,Macrourus_berglax-27_600331,2001,0.248342703
4,Perca_fluviatilis-27_600358,2001,0.133729654
4,Zoarces_viviparus-27_600479,2001,0.211536631
4,Sebastes_norvegicus-27_600501,2001,131.6685661
4,Reinhardtius_hippoglossoides-27_600516,2001,343.6412718
4,Limanda_limanda-27_600695,2001,111.0907471
4,Trisopterus_esmarkii-27_601023,2001,489.9942969
4,Platichthys_flesus-27_601341,2001,116.8522635
4,Pleuronectes_platessa-27_601342,2001,1934.393865
4,Pollachius_virens-27_601343,2001,1480.32091
4,Hippoglossus_hippoglossus-27_601371,2001,0.247896709
4,Melanogrammus_aeglefinus-27_601381,2001,7267.796421
4,Microstomus_kitt-27_601382,2001,12.58044184
4,Molva_dypterygia-27_601383,2001,2.666060791
4,Anarhichas_lupus-27_602501,2001,750.173414
4,Coregonus_autumnalis-27_602669,2001,0.433508529
4,Coregonus_nasus-27_602674,2001,0.696146471
4,Coregonus_sardinella-27_602678,2001,0.08161816
4,Argentina_silus-27_602700,2001,18.36057688
4,Anarhichas_minor-27_603811,2001,123.435534
4,Hippoglossoides_platessoides-27_604239,2001,784.5044244
4,Galeorhinus_galeus-27_604642,2001,0.236834233
4,Coregonus_muksun-27_612547,2001,1.72760205
4,Mytilus_edulis-27_690053,2001,2404.908115
4,Cardium_edule-27_690087,2001,9.244295964
4,Crangon_crangon-27_690091,2001,78.82352645
4,Pandalus_borealis-27_690269,2001,18.39234167
4,Meganyctiphanes_norvegica-27_690274,2001,0.909378001
