rgn_id,rgn_name,loiczid,proportionArea,csquarecode,cellarea
4,Russia,11240.0,1.0,1803:229:2,416.83
4,Russia,11241.0,1.0,1804:120:1,416.83
4,Russia,11242.0,1.0,1804:120:2,416.83
4,Russia,11243.0,1.0,1804:121:1,416.83
4,Russia,11244.0,1.0,1804:121:2,416.83
4,Russia,11245.0,1.0,1804:122:1,416.83
4,Russia,11246.0,1.0,1804:122:2,416.83
4,Russia,11247.0,1.0,1804:123:1,416.83
4,Russia,11248.0,1.0,1804:123:2,416.83
4,Russia,11249.0,1.0,1804:124:1,416.83
4,Russia,11250.0,1.0,1804:124:2,416.83
4,Russia,11251.0,1.0,1804:225:1,416.83
4,Russia,11252.0,1.0,1804:225:2,416.83
4,Russia,11253.0,1.0,1804:226:1,416.83
4,Russia,11254.0,1.0,1804:226:2,416.83
4,Russia,11255.0,1.0,1804:227:1,416.83
4,Russia,11256.0,1.0,1804:227:2,416.83
4,Russia,11257.0,1.0,1804:228:1,416.83
4,Russia,11258.0,1.0,1804:228:2,416.83
4,Russia,11259.0,1.0,1804:229:1,416.83
4,Russia,11260.0,1.0,1804:229:2,416.83
4,Russia,11261.0,1.0,1805:120:1,416.83
4,Russia,11262.0,1.0,1805:120:2,416.83
4,Russia,11263.0,1.0,1805:121:1,416.83
4,Russia,11264.0,1.0,1805:121:2,416.83
4,Russia,11265.0,1.0,1805:122:1,416.83
4,Russia,11266.0,1.0,1805:122:2,416.83
4,Russia,11267.0,1.0,1805:123:1,416.83
4,Russia,11268.0,1.0,1805:123:2,416.83
4,Russia,11269.0,1.0,1805:124:1,416.83
4,Russia,11270.0,1.0,1805:124:2,416.83
4,Russia,11271.0,1.0,1805:225:1,416.83
4,Russia,11272.0,1.0,1805:225:2,416.83
4,Russia,11273.0,1.0,1805:226:1,416.83
4,Russia,11274.0,1.0,1805:226:2,416.83
4,Russia,11275.0,1.0,1805:227:1,416.83
4,Russia,11276.0,1.0,1805:227:2,416.83
4,Russia,11277.0,1.0,1805:228:1,416.83
4,Russia,11278.0,1.0,1805:228:2,416.83
4,Russia,11279.0,1.0,1805:229:1,416.83
4,Russia,11280.0,1.0,1805:229:2,416.83
4,Russia,11281.0,1.0,1806:120:1,416.83
4,Russia,11282.0,1.0,1806:120:2,416.83
4,Russia,11283.0,1.0,1806:121:1,416.83
4,Russia,11284.0,1.0,1806:121:2,416.83
4,Russia,11285.0,1.0,1806:122:1,416.83
4,Russia,11286.0,1.0,1806:122:2,416.83
4,Russia,11287.0,1.0,1806:123:1,416.83
4,Russia,11288.0,1.0,1806:123:2,416.83
4,Russia,11289.0,1.0,1806:124:1,416.83
4,Russia,11290.0,1.0,1806:124:2,416.83
4,Russia,11291.0,1.0,1806:225:1,416.83
4,Russia,11292.0,1.0,1806:225:2,416.83
4,Russia,11293.0,1.0,1806:226:1,416.83
4,Russia,11294.0,1.0,1806:226:2,416.83
4,Russia,11295.0,1.0,1806:227:1,416.83
4,Russia,11296.0,1.0,1806:227:2,416.83
4,Russia,11297.0,1.0,1806:228:1,416.83
4,Russia,11298.0,1.0,1806:228:2,416.83
4,Russia,11299.0,1.0,1806:229:1,416.83
4,Russia,11300.0,1.0,1806:229:2,416.83
4,Russia,11301.0,1.0,1807:120:1,416.83
4,Russia,11302.0,1.0,1807:120:2,416.83
4,Russia,11303.0,1.0,1807:121:1,416.83
4,Russia,11304.0,1.0,1807:121:2,416.83
4,Russia,11305.0,1.0,1807:122:1,416.83
4,Russia,11306.0,1.0,1807:122:2,416.83
4,Russia,11307.0,1.0,1807:123:1,416.83
4,Russia,11308.0,1.0,1807:123:2,416.83
4,Russia,11309.0,1.0,1807:124:1,416.83
4,Russia,11310.0,1.0,1807:124:2,416.83
4,Russia,11311.0,1.0,1807:225:1,416.83
4,Russia,11312.0,1.0,1807:225:2,416.83
4,Russia,11313.0,1.0,1807:226:1,416.83
4,Russia,11314.0,1.0,1807:226:2,416.83
4,Russia,11315.0,1.0,1807:227:1,416.83
4,Russia,11316.0,1.0,1807:227:2,416.83
4,Russia,11317.0,1.0,1807:228:1,416.83
4,Russia,11318.0,1.0,1807:228:2,416.83
4,Russia,11319.0,1.0,1807:229:1,416.83
4,Russia,11320.0,1.0,1807:229:2,416.83
4,Russia,11321.0,1.0,1808:120:1,416.83
4,Russia,11322.0,1.0,1808:120:2,416.83
4,Russia,11323.0,1.0,1808:121:1,416.83
4,Russia,11324.0,1.0,1808:121:2,416.83
4,Russia,11325.0,1.0,1808:122:1,416.83
4,Russia,11326.0,1.0,1808:122:2,416.83
4,Russia,11327.0,1.0,1808:123:1,416.83
4,Russia,11328.0,1.0,1808:123:2,416.83
4,Russia,11329.0,1.0,1808:124:1,416.83
4,Russia,11330.0,1.0,1808:124:2,416.83
4,Russia,11331.0,1.0,1808:225:1,416.83
4,Russia,11332.0,1.0,1808:225:2,416.83
4,Russia,11333.0,1.0,1808:226:1,416.83
4,Russia,11334.0,1.0,1808:226:2,416.83
4,Russia,11335.0,1.0,1808:227:1,416.83
4,Russia,11336.0,1.0,1808:227:2,416.83
4,Russia,11337.0,1.0,1808:228:1,416.83
4,Russia,11338.0,1.0,1808:228:2,416.83
4,Russia,11339.0,1.0,1808:229:1,416.83
4,Russia,11340.0,1.0,1808:229:2,416.83
4,Russia,11341.0,1.0,1809:120:1,416.83
4,Russia,11342.0,1.0,1809:120:2,416.83
4,Russia,11343.0,1.0,1809:121:1,416.83
4,Russia,11344.0,1.0,1809:121:2,416.83
4,Russia,11345.0,1.0,1809:122:1,416.83
4,Russia,11346.0,1.0,1809:122:2,416.83
4,Russia,11347.0,1.0,1809:123:1,416.83
4,Russia,11348.0,1.0,1809:123:2,416.83
4,Russia,11349.0,1.0,1809:124:1,416.83
4,Russia,11350.0,1.0,1809:124:2,416.83
4,Russia,11351.0,1.0,1809:225:1,416.83
4,Russia,11352.0,1.0,1809:225:2,416.83
4,Russia,11353.0,1.0,1809:226:1,416.83
4,Russia,11354.0,1.0,1809:226:2,416.83
4,Russia,11355.0,1.0,1809:227:1,416.83
4,Russia,11356.0,1.0,1809:227:2,416.83
4,Russia,11357.0,1.0,1809:228:1,416.83
4,Russia,11358.0,1.0,1809:228:2,416.83
4,Russia,11359.0,1.0,1809:229:1,416.83
4,Russia,11360.0,1.0,1809:229:2,416.83
4,Russia,11361.0,1.0,1810:120:1,416.83
4,Russia,11362.0,1.0,1810:120:2,416.83
4,Russia,11363.0,1.0,1810:121:1,416.83
4,Russia,11364.0,1.0,1810:121:2,416.83
4,Russia,11365.0,1.0,1810:122:1,416.83
4,Russia,11366.0,1.0,1810:122:2,416.83
4,Russia,11367.0,1.0,1810:123:1,416.83
4,Russia,11368.0,1.0,1810:123:2,416.83
4,Russia,11369.0,1.0,1810:124:1,416.83
4,Russia,11370.0,1.0,1810:124:2,416.83
4,Russia,11371.0,1.0,1810:225:1,416.83
4,Russia,11372.0,1.0,1810:225:2,416.83
4,Russia,11373.0,1.0,1810:226:1,416.83
4,Russia,11374.0,1.0,1810:226:2,416.83
4,Russia,11375.0,1.0,1810:227:1,416.83
4,Russia,11376.0,1.0,1810:227:2,416.83
4,Russia,11377.0,1.0,1810:228:1,416.83
4,Russia,11378.0,1.0,1810:228:2,416.83
4,Russia,11379.0,1.0,1810:229:1,416.83
4,Russia,11380.0,1.0,1810:229:2,416.83
4,Russia,11381.0,1.0,1811:120:1,416.83
4,Russia,11382.0,1.0,1811:120:2,416.83
4,Russia,11383.0,1.0,1811:121:1,416.83
4,Russia,11384.0,1.0,1811:121:2,416.83
4,Russia,11385.0,1.0,1811:122:1,416.83
4,Russia,11386.0,1.0,1811:122:2,416.83
4,Russia,11387.0,1.0,1811:123:1,416.83
4,Russia,11388.0,1.0,1811:123:2,416.83
4,Russia,11389.0,1.0,1811:124:1,416.83
4,Russia,11390.0,1.0,1811:124:2,416.83
4,Russia,11391.0,1.0,1811:225:1,416.83
4,Russia,11392.0,1.0,1811:225:2,416.83
4,Russia,11393.0,1.0,1811:226:1,416.83
4,Russia,11394.0,1.0,1811:226:2,416.83
4,Russia,11395.0,1.0,1811:227:1,416.83
4,Russia,11396.0,0.96,1811:227:2,416.83
4,Russia,11397.0,0.51,1811:228:1,416.83
4,Russia,11398.0,0.06,1811:228:2,416.83
4,Russia,11951.0,1.0,1803:215:3,443.54
4,Russia,11952.0,1.0,1803:215:4,443.54
4,Russia,11953.0,1.0,1803:216:3,443.54
4,Russia,11954.0,1.0,1803:216:4,443.54
4,Russia,11955.0,1.0,1803:217:3,443.54
4,Russia,11956.0,1.0,1803:217:4,443.54
4,Russia,11957.0,1.0,1803:218:3,443.54
4,Russia,11958.0,1.0,1803:218:4,443.54
4,Russia,11959.0,1.0,1803:219:3,443.54
4,Russia,11960.0,1.0,1803:219:4,443.54
4,Russia,11961.0,1.0,1804:110:3,443.54
4,Russia,11962.0,1.0,1804:110:4,443.54
4,Russia,11963.0,1.0,1804:111:3,443.54
4,Russia,11964.0,1.0,1804:111:4,443.54
4,Russia,11965.0,1.0,1804:112:3,443.54
4,Russia,11966.0,1.0,1804:112:4,443.54
4,Russia,11967.0,1.0,1804:113:3,443.54
4,Russia,11968.0,1.0,1804:113:4,443.54
4,Russia,11969.0,1.0,1804:114:3,443.54
4,Russia,11970.0,1.0,1804:114:4,443.54
4,Russia,11971.0,1.0,1804:215:3,443.54
4,Russia,11972.0,1.0,1804:215:4,443.54
4,Russia,11973.0,1.0,1804:216:3,443.54
4,Russia,11974.0,1.0,1804:216:4,443.54
4,Russia,11975.0,1.0,1804:217:3,443.54
4,Russia,11976.0,1.0,1804:217:4,443.54
4,Russia,11977.0,1.0,1804:218:3,443.54
4,Russia,11978.0,1.0,1804:218:4,443.54
4,Russia,11979.0,1.0,1804:219:3,443.54
4,Russia,11980.0,1.0,1804:219:4,443.54
4,Russia,11981.0,1.0,1805:110:3,443.54
4,Russia,11982.0,1.0,1805:110:4,443.54
4,Russia,11983.0,1.0,1805:111:3,443.54
4,Russia,11984.0,1.0,1805:111:4,443.54
4,Russia,11985.0,1.0,1805:112:3,443.54
4,Russia,11986.0,1.0,1805:112:4,443.54
4,Russia,11987.0,1.0,1805:113:3,443.54
4,Russia,11988.0,1.0,1805:113:4,443.54
4,Russia,11989.0,1.0,1805:114:3,443.54
4,Russia,11990.0,1.0,1805:114:4,443.54
4,Russia,11991.0,1.0,1805:215:3,443.54
4,Russia,11992.0,1.0,1805:215:4,443.54
4,Russia,11993.0,1.0,1805:216:3,443.54
4,Russia,11994.0,0.99,1805:216:4,443.54
4,Russia,11995.0,0.9,1805:217:3,443.54
4,Russia,11996.0,0.93,1805:217:4,443.54
4,Russia,11997.0,0.68,1805:218:3,443.54
4,Russia,11998.0,0.75,1805:218:4,443.54
4,Russia,11999.0,0.87,1805:219:3,443.54
4,Russia,12e3,1.0,1805:219:4,443.54
4,Russia,12001.0,1.0,1806:110:3,443.54
4,Russia,12002.0,1.0,1806:110:4,443.54
4,Russia,12003.0,1.0,1806:111:3,443.54
4,Russia,12004.0,0.94,1806:111:4,443.54
4,Russia,12005.0,0.84,1806:112:3,443.54
4,Russia,12006.0,0.74,1806:112:4,443.54
4,Russia,12007.0,0.67,1806:113:3,443.54
4,Russia,12008.0,0.91,1806:113:4,443.54
4,Russia,12009.0,1.0,1806:114:3,443.54
4,Russia,12010.0,1.0,1806:114:4,443.54
4,Russia,12011.0,1.0,1806:215:3,443.54
4,Russia,12012.0,1.0,1806:215:4,443.54
4,Russia,12013.0,1.0,1806:216:3,443.54
4,Russia,12014.0,1.0,1806:216:4,443.54
4,Russia,12015.0,1.0,1806:217:3,443.54
4,Russia,12016.0,1.0,1806:217:4,443.54
4,Russia,12017.0,1.0,1806:218:3,443.54
4,Russia,12018.0,1.0,1806:218:4,443.54
4,Russia,12019.0,1.0,1806:219:3,443.54
4,Russia,12020.0,1.0,1806:219:4,443.54
4,Russia,12021.0,1.0,1807:110:3,443.54
4,Russia,12022.0,1.0,1807:110:4,443.54
4,Russia,12023.0,1.0,1807:111:3,443.54
4,Russia,12024.0,1.0,1807:111:4,443.54
4,Russia,12025.0,1.0,1807:112:3,443.54
4,Russia,12026.0,1.0,1807:112:4,443.54
4,Russia,12027.0,1.0,1807:113:3,443.54
4,Russia,12028.0,1.0,1807:113:4,443.54
4,Russia,12029.0,1.0,1807:114:3,443.54
4,Russia,12030.0,1.0,1807:114:4,443.54
4,Russia,12031.0,1.0,1807:215:3,443.54
4,Russia,12032.0,1.0,1807:215:4,443.54
4,Russia,12033.0,1.0,1807:216:3,443.54
4,Russia,12034.0,1.0,1807:216:4,443.54
4,Russia,12035.0,1.0,1807:217:3,443.54
4,Russia,12036.0,1.0,1807:217:4,443.54
4,Russia,12037.0,1.0,1807:218:3,443.54
4,Russia,12038.0,1.0,1807:218:4,443.54
4,Russia,12039.0,1.0,1807:219:3,443.54
4,Russia,12040.0,1.0,1807:219:4,443.54
4,Russia,12041.0,1.0,1808:110:3,443.54
4,Russia,12042.0,1.0,1808:110:4,443.54
4,Russia,12043.0,1.0,1808:111:3,443.54
4,Russia,12044.0,1.0,1808:111:4,443.54
4,Russia,12045.0,1.0,1808:112:3,443.54
4,Russia,12046.0,1.0,1808:112:4,443.54
4,Russia,12047.0,1.0,1808:113:3,443.54
4,Russia,12048.0,1.0,1808:113:4,443.54
4,Russia,12049.0,1.0,1808:114:3,443.54
4,Russia,12050.0,1.0,1808:114:4,443.54
4,Russia,12051.0,1.0,1808:215:3,443.54
4,Russia,12052.0,1.0,1808:215:4,443.54
4,Russia,12053.0,1.0,1808:216:3,443.54
4,Russia,12054.0,1.0,1808:216:4,443.54
4,Russia,12055.0,1.0,1808:217:3,443.54
4,Russia,12056.0,1.0,1808:217:4,443.54
4,Russia,12057.0,1.0,1808:218:3,443.54
4,Russia,12058.0,1.0,1808:218:4,443.54
4,Russia,12059.0,1.0,1808:219:3,443.54
4,Russia,12060.0,1.0,1808:219:4,443.54
4,Russia,12061.0,1.0,1809:110:3,443.54
4,Russia,12062.0,1.0,1809:110:4,443.54
4,Russia,12063.0,1.0,1809:111:3,443.54
4,Russia,12064.0,1.0,1809:111:4,443.54
4,Russia,12065.0,1.0,1809:112:3,443.54
4,Russia,12066.0,1.0,1809:112:4,443.54
4,Russia,12067.0,1.0,1809:113:3,443.54
4,Russia,12068.0,1.0,1809:113:4,443.54
4,Russia,12069.0,1.0,1809:114:3,443.54
4,Russia,12070.0,1.0,1809:114:4,443.54
4,Russia,12071.0,1.0,1809:215:3,443.54
4,Russia,12072.0,1.0,1809:215:4,443.54
4,Russia,12073.0,1.0,1809:216:3,443.54
4,Russia,12074.0,1.0,1809:216:4,443.54
4,Russia,12075.0,1.0,1809:217:3,443.54
4,Russia,12076.0,1.0,1809:217:4,443.54
4,Russia,12077.0,1.0,1809:218:3,443.54
4,Russia,12078.0,1.0,1809:218:4,443.54
4,Russia,12079.0,1.0,1809:219:3,443.54
4,Russia,12080.0,1.0,1809:219:4,443.54
4,Russia,12081.0,1.0,1810:110:3,443.54
4,Russia,12082.0,1.0,1810:110:4,443.54
4,Russia,12083.0,1.0,1810:111:3,443.54
4,Russia,12084.0,1.0,1810:111:4,443.54
4,Russia,12085.0,1.0,1810:112:3,443.54
4,Russia,12086.0,1.0,1810:112:4,443.54
4,Russia,12087.0,1.0,1810:113:3,443.54
4,Russia,12088.0,1.0,1810:113:4,443.54
4,Russia,12089.0,1.0,1810:114:3,443.54
4,Russia,12090.0,1.0,1810:114:4,443.54
4,Russia,12091.0,1.0,1810:215:3,443.54
4,Russia,12092.0,1.0,1810:215:4,443.54
4,Russia,12093.0,1.0,1810:216:3,443.54
4,Russia,12094.0,1.0,1810:216:4,443.54
4,Russia,12095.0,1.0,1810:217:3,443.54
4,Russia,12096.0,1.0,1810:217:4,443.54
4,Russia,12097.0,1.0,1810:218:3,443.54
4,Russia,12098.0,1.0,1810:218:4,443.54
4,Russia,12099.0,1.0,1810:219:3,443.54
4,Russia,12100.0,1.0,1810:219:4,443.54
4,Russia,12101.0,1.0,1811:110:3,443.54
4,Russia,12102.0,1.0,1811:110:4,443.54
4,Russia,12103.0,1.0,1811:111:3,443.54
4,Russia,12104.0,1.0,1811:111:4,443.54
4,Russia,12105.0,1.0,1811:112:3,443.54
4,Russia,12106.0,1.0,1811:112:4,443.54
4,Russia,12107.0,1.0,1811:113:3,443.54
4,Russia,12108.0,1.0,1811:113:4,443.54
4,Russia,12109.0,1.0,1811:114:3,443.54
4,Russia,12110.0,1.0,1811:114:4,443.54
4,Russia,12111.0,1.0,1811:215:3,443.54
4,Russia,12112.0,1.0,1811:215:4,443.54
4,Russia,12113.0,1.0,1811:216:3,443.54
4,Russia,12114.0,1.0,1811:216:4,443.54
4,Russia,12115.0,1.0,1811:217:3,443.54
4,Russia,12116.0,1.0,1811:217:4,443.54
4,Russia,12117.0,1.0,1811:218:3,443.54
4,Russia,12118.0,0.85,1811:218:4,443.54
4,Russia,12119.0,0.12,1811:219:3,443.54
4,Russia,12671.0,1.0,1803:215:1,470.22
4,Russia,12672.0,1.0,1803:215:2,470.22
4,Russia,12673.0,1.0,1803:216:1,470.22
4,Russia,12674.0,1.0,1803:216:2,470.22
4,Russia,12675.0,1.0,1803:217:1,470.22
4,Russia,12676.0,1.0,1803:217:2,470.22
4,Russia,12677.0,1.0,1803:218:1,470.22
4,Russia,12678.0,1.0,1803:218:2,470.22
4,Russia,12679.0,1.0,1803:219:1,470.22
4,Russia,12680.0,1.0,1803:219:2,470.22
4,Russia,12681.0,1.0,1804:110:1,470.22
4,Russia,12682.0,1.0,1804:110:2,470.22
4,Russia,12683.0,1.0,1804:111:1,470.22
4,Russia,12684.0,1.0,1804:111:2,470.22
4,Russia,12685.0,1.0,1804:112:1,470.22
4,Russia,12686.0,1.0,1804:112:2,470.22
4,Russia,12687.0,1.0,1804:113:1,470.22
4,Russia,12688.0,1.0,1804:113:2,470.22
4,Russia,12689.0,1.0,1804:114:1,470.22
4,Russia,12690.0,1.0,1804:114:2,470.22
4,Russia,12691.0,1.0,1804:215:1,470.22
4,Russia,12692.0,1.0,1804:215:2,470.22
4,Russia,12693.0,1.0,1804:216:1,470.22
4,Russia,12694.0,1.0,1804:216:2,470.22
4,Russia,12695.0,1.0,1804:217:1,470.22
4,Russia,12696.0,1.0,1804:217:2,470.22
4,Russia,12697.0,1.0,1804:218:1,470.22
4,Russia,12698.0,1.0,1804:218:2,470.22
4,Russia,12699.0,1.0,1804:219:1,470.22
4,Russia,12700.0,1.0,1804:219:2,470.22
4,Russia,12701.0,0.96,1805:110:1,470.22
4,Russia,12702.0,0.79,1805:110:2,470.22
4,Russia,12703.0,1.0,1805:111:1,470.22
4,Russia,12704.0,1.0,1805:111:2,470.22
4,Russia,12705.0,1.0,1805:112:1,470.22
4,Russia,12706.0,1.0,1805:112:2,470.22
4,Russia,12707.0,1.0,1805:113:1,470.22
4,Russia,12708.0,1.0,1805:113:2,470.22
4,Russia,12709.0,0.94,1805:114:1,470.22
4,Russia,12710.0,0.82,1805:114:2,470.22
4,Russia,12711.0,0.9,1805:215:1,470.22
4,Russia,12712.0,0.81,1805:215:2,470.22
4,Russia,12713.0,0.73,1805:216:1,470.22
4,Russia,12714.0,0.43,1805:216:2,470.22
4,Russia,12715.0,0.47,1805:217:1,470.22
4,Russia,12716.0,0.56,1805:217:2,470.22
4,Russia,12717.0,0.57,1805:218:1,470.22
4,Russia,12718.0,0.7,1805:218:2,470.22
4,Russia,12719.0,0.88,1805:219:1,470.22
4,Russia,12720.0,0.93,1805:219:2,470.22
4,Russia,12721.0,0.85,1806:110:1,470.22
4,Russia,12722.0,0.83,1806:110:2,470.22
4,Russia,12723.0,0.8,1806:111:1,470.22
4,Russia,12724.0,0.98,1806:111:2,470.22
4,Russia,12725.0,1.0,1806:112:1,470.22
4,Russia,12726.0,1.0,1806:112:2,470.22
4,Russia,12727.0,1.0,1806:113:1,470.22
4,Russia,12728.0,1.0,1806:113:2,470.22
4,Russia,12729.0,0.76,1806:114:1,470.22
4,Russia,12730.0,0.62,1806:114:2,470.22
4,Russia,12731.0,0.82,1806:215:1,470.22
4,Russia,12732.0,1.0,1806:215:2,470.22
4,Russia,12733.0,1.0,1806:216:1,470.22
4,Russia,12734.0,1.0,1806:216:2,470.22
4,Russia,12735.0,1.0,1806:217:1,470.22
4,Russia,12736.0,1.0,1806:217:2,470.22
4,Russia,12737.0,1.0,1806:218:1,470.22
4,Russia,12738.0,1.0,1806:218:2,470.22
4,Russia,12739.0,1.0,1806:219:1,470.22
4,Russia,12740.0,1.0,1806:219:2,470.22
4,Russia,12741.0,1.0,1807:110:1,470.22
4,Russia,12742.0,1.0,1807:110:2,470.22
4,Russia,12743.0,1.0,1807:111:1,470.22
4,Russia,12744.0,1.0,1807:111:2,470.22
4,Russia,12745.0,1.0,1807:112:1,470.22
4,Russia,12746.0,1.0,1807:112:2,470.22
4,Russia,12747.0,1.0,1807:113:1,470.22
4,Russia,12748.0,1.0,1807:113:2,470.22
4,Russia,12749.0,1.0,1807:114:1,470.22
4,Russia,12750.0,1.0,1807:114:2,470.22
4,Russia,12751.0,1.0,1807:215:1,470.22
4,Russia,12752.0,1.0,1807:215:2,470.22
4,Russia,12753.0,1.0,1807:216:1,470.22
4,Russia,12754.0,1.0,1807:216:2,470.22
4,Russia,12755.0,1.0,1807:217:1,470.22
4,Russia,12756.0,1.0,1807:217:2,470.22
4,Russia,12757.0,1.0,1807:218:1,470.22
4,Russia,12758.0,1.0,1807:218:2,470.22
4,Russia,12759.0,1.0,1807:219:1,470.22
4,Russia,12760.0,1.0,1807:219:2,470.22
4,Russia,12761.0,1.0,1808:110:1,470.22
4,Russia,12762.0,1.0,1808:110:2,470.22
4,Russia,12763.0,1.0,1808:111:1,470.22
4,Russia,12764.0,1.0,1808:111:2,470.22
4,Russia,12765.0,1.0,1808:112:1,470.22
4,Russia,12766.0,1.0,1808:112:2,470.22
4,Russia,12767.0,1.0,1808:113:1,470.22
4,Russia,12768.0,1.0,1808:113:2,470.22
4,Russia,12769.0,1.0,1808:114:1,470.22
4,Russia,12770.0,1.0,1808:114:2,470.22
4,Russia,12771.0,1.0,1808:215:1,470.22
4,Russia,12772.0,1.0,1808:215:2,470.22
4,Russia,12773.0,1.0,1808:216:1,470.22
4,Russia,12774.0,1.0,1808:216:2,470.22
4,Russia,12775.0,1.0,1808:217:1,470.22
4,Russia,12776.0,1.0,1808:217:2,470.22
4,Russia,12777.0,1.0,1808:218:1,470.22
4,Russia,12778.0,1.0,1808:218:2,470.22
4,Russia,12779.0,1.0,1808:219:1,470.22
4,Russia,12780.0,1.0,1808:219:2,470.22
4,Russia,12781.0,0.78,1809:110:1,470.22
4,Russia,12782.0,0.7,1809:110:2,470.22
4,Russia,12783.0,0.73,1809:111:1,470.22
4,Russia,12784.0,0.99,1809:111:2,470.22
4,Russia,12785.0,1.0,1809:112:1,470.22
4,Russia,12786.0,1.0,1809:112:2,470.22
4,Russia,12787.0,1.0,1809:113:1,470.22
4,Russia,12788.0,0.99,1809:113:2,470.22
4,Russia,12789.0,0.88,1809:114:1,470.22
4,Russia,12790.0,0.78,1809:114:2,470.22
4,Russia,12791.0,0.58,1809:215:1,470.22
4,Russia,12792.0,0.49,1809:215:2,470.22
4,Russia,12793.0,0.71,1809:216:1,470.22
4,Russia,12794.0,0.98,1809:216:2,470.22
4,Russia,12795.0,1.0,1809:217:1,470.22
4,Russia,12796.0,1.0,1809:217:2,470.22
4,Russia,12797.0,1.0,1809:218:1,470.22
4,Russia,12798.0,1.0,1809:218:2,470.22
4,Russia,12799.0,1.0,1809:219:1,470.22
4,Russia,12800.0,1.0,1809:219:2,470.22
4,Russia,12801.0,1.0,1810:110:1,470.22
4,Russia,12802.0,1.0,1810:110:2,470.22
4,Russia,12803.0,1.0,1810:111:1,470.22
4,Russia,12804.0,1.0,1810:111:2,470.22
4,Russia,12805.0,1.0,1810:112:1,470.22
4,Russia,12806.0,1.0,1810:112:2,470.22
4,Russia,12807.0,1.0,1810:113:1,470.22
4,Russia,12808.0,1.0,1810:113:2,470.22
4,Russia,12809.0,1.0,1810:114:1,470.22
4,Russia,12810.0,1.0,1810:114:2,470.22
4,Russia,12811.0,1.0,1810:215:1,470.22
4,Russia,12812.0,1.0,1810:215:2,470.22
4,Russia,12813.0,1.0,1810:216:1,470.22
4,Russia,12814.0,1.0,1810:216:2,470.22
4,Russia,12815.0,1.0,1810:217:1,470.22
4,Russia,12816.0,1.0,1810:217:2,470.22
4,Russia,12817.0,1.0,1810:218:1,470.22
4,Russia,12818.0,1.0,1810:218:2,470.22
4,Russia,12819.0,1.0,1810:219:1,470.22
4,Russia,12820.0,1.0,1810:219:2,470.22
4,Russia,12821.0,1.0,1811:110:1,470.22
4,Russia,12822.0,1.0,1811:110:2,470.22
4,Russia,12823.0,1.0,1811:111:1,470.22
4,Russia,12824.0,1.0,1811:111:2,470.22
4,Russia,12825.0,1.0,1811:112:1,470.22
4,Russia,12826.0,1.0,1811:112:2,470.22
4,Russia,12827.0,1.0,1811:113:1,470.22
4,Russia,12828.0,1.0,1811:113:2,470.22
4,Russia,12829.0,1.0,1811:114:1,470.22
4,Russia,12830.0,1.0,1811:114:2,470.22
4,Russia,12831.0,1.0,1811:215:1,470.22
4,Russia,12832.0,1.0,1811:215:2,470.22
4,Russia,12833.0,1.0,1811:216:1,470.22
4,Russia,12834.0,1.0,1811:216:2,470.22
4,Russia,12835.0,1.0,1811:217:1,470.22
4,Russia,12836.0,1.0,1811:217:2,470.22
4,Russia,12837.0,1.0,1811:218:1,470.22
4,Russia,12838.0,1.0,1811:218:2,470.22
4,Russia,12839.0,0.65,1811:219:1,470.22
4,Russia,12840.0,0.24,1811:219:2,470.22
4,Russia,12841.0,0.01,1812:110:1,470.22
4,Russia,13391.0,1.0,1803:205:3,496.86
4,Russia,13392.0,1.0,1803:205:4,496.86
4,Russia,13393.0,1.0,1803:206:3,496.86
4,Russia,13394.0,1.0,1803:206:4,496.86
4,Russia,13395.0,1.0,1803:207:3,496.86
4,Russia,13396.0,1.0,1803:207:4,496.86
4,Russia,13397.0,1.0,1803:208:3,496.86
4,Russia,13398.0,1.0,1803:208:4,496.86
4,Russia,13399.0,1.0,1803:209:3,496.86
4,Russia,13400.0,1.0,1803:209:4,496.86
4,Russia,13401.0,1.0,1804:100:3,496.86
4,Russia,13402.0,1.0,1804:100:4,496.86
4,Russia,13403.0,1.0,1804:101:3,496.86
4,Russia,13404.0,1.0,1804:101:4,496.86
4,Russia,13405.0,1.0,1804:102:3,496.86
4,Russia,13406.0,1.0,1804:102:4,496.86
4,Russia,13407.0,1.0,1804:103:3,496.86
4,Russia,13408.0,1.0,1804:103:4,496.86
4,Russia,13409.0,1.0,1804:104:3,496.86
4,Russia,13410.0,1.0,1804:104:4,496.86
4,Russia,13411.0,0.85,1804:205:3,496.86
4,Russia,13412.0,0.77,1804:205:4,496.86
4,Russia,13413.0,0.66,1804:206:3,496.86
4,Russia,13414.0,0.64,1804:206:4,496.86
4,Russia,13415.0,0.61,1804:207:3,496.86
4,Russia,13416.0,0.79,1804:207:4,496.86
4,Russia,13417.0,0.61,1804:208:3,496.86
4,Russia,13418.0,0.9,1804:208:4,496.86
4,Russia,13419.0,0.66,1804:209:3,496.86
4,Russia,13420.0,0.27,1804:209:4,496.86
4,Russia,13421.0,0.22,1805:100:3,496.86
4,Russia,13422.0,0.39,1805:100:4,496.86
4,Russia,13423.0,0.69,1805:101:3,496.86
4,Russia,13424.0,0.94,1805:101:4,496.86
4,Russia,13425.0,1.0,1805:102:3,496.86
4,Russia,13426.0,1.0,1805:102:4,496.86
4,Russia,13427.0,0.86,1805:103:3,496.86
4,Russia,13428.0,0.96,1805:103:4,496.86
