comname,sciname,ico_gl,ico_rgn_id,iucn_sid,subpop,cat_2016,cat,cat_txt,cat_score,year,cat_2016_score
Walrus,Odobenus rosmarus,FALSE,2,15106,NA,DD,LC,Lower Risk/least concern,0.0,1996.0,NA
Walrus,Odobenus rosmarus,FALSE,3,15106,NA,DD,LC,Lower Risk/least concern,0.0,1996.0,NA
Walrus,Odobenus rosmarus,FALSE,4,15106,NA,DD,LC,Lower Risk/least concern,0.0,1996.0,NA
Walrus,Odobenus rosmarus,FALSE,5,15106,NA,DD,LC,Lower Risk/least concern,0.0,1996.0,NA
Walrus,Odobenus rosmarus,FALSE,2,15106,NA,DD,LC,Lower Risk/least concern,0.0,1997.0,NA
Walrus,Odobenus rosmarus,FALSE,3,15106,NA,DD,LC,Lower Risk/least concern,0.0,1997.0,NA
Walrus,Odobenus rosmarus,FALSE,4,15106,NA,DD,LC,Lower Risk/least concern,0.0,1997.0,NA
Walrus,Odobenus rosmarus,FALSE,5,15106,NA,DD,LC,Lower Risk/least concern,0.0,1997.0,NA
Walrus,Odobenus rosmarus,FALSE,2,15106,NA,DD,LC,Lower Risk/least concern,0.0,1998.0,NA
Walrus,Odobenus rosmarus,FALSE,3,15106,NA,DD,LC,Lower Risk/least concern,0.0,1998.0,NA
Walrus,Odobenus rosmarus,FALSE,4,15106,NA,DD,LC,Lower Risk/least concern,0.0,1998.0,NA
Walrus,Odobenus rosmarus,FALSE,5,15106,NA,DD,LC,Lower Risk/least concern,0.0,1998.0,NA
Walrus,Odobenus rosmarus,FALSE,2,15106,NA,DD,LC,Lower Risk/least concern,0.0,1999.0,NA
Walrus,Odobenus rosmarus,FALSE,3,15106,NA,DD,LC,Lower Risk/least concern,0.0,1999.0,NA
Walrus,Odobenus rosmarus,FALSE,4,15106,NA,DD,LC,Lower Risk/least concern,0.0,1999.0,NA
Walrus,Odobenus rosmarus,FALSE,5,15106,NA,DD,LC,Lower Risk/least concern,0.0,1999.0,NA
Walrus,Odobenus rosmarus,FALSE,2,15106,NA,DD,LC,Lower Risk/least concern,0.0,2e3,NA
Walrus,Odobenus rosmarus,FALSE,3,15106,NA,DD,LC,Lower Risk/least concern,0.0,2e3,NA
Walrus,Odobenus rosmarus,FALSE,4,15106,NA,DD,LC,Lower Risk/least concern,0.0,2e3,NA
Walrus,Odobenus rosmarus,FALSE,5,15106,NA,DD,LC,Lower Risk/least concern,0.0,2e3,NA
Walrus,Odobenus rosmarus,FALSE,2,15106,NA,DD,LC,Lower Risk/least concern,0.0,2001.0,NA
Walrus,Odobenus rosmarus,FALSE,3,15106,NA,DD,LC,Lower Risk/least concern,0.0,2001.0,NA
Walrus,Odobenus rosmarus,FALSE,4,15106,NA,DD,LC,Lower Risk/least concern,0.0,2001.0,NA
Walrus,Odobenus rosmarus,FALSE,5,15106,NA,DD,LC,Lower Risk/least concern,0.0,2001.0,NA
Walrus,Odobenus rosmarus,FALSE,2,15106,NA,DD,LC,Lower Risk/least concern,0.0,2002.0,NA
Walrus,Odobenus rosmarus,FALSE,3,15106,NA,DD,LC,Lower Risk/least concern,0.0,2002.0,NA
Walrus,Odobenus rosmarus,FALSE,4,15106,NA,DD,LC,Lower Risk/least concern,0.0,2002.0,NA
Walrus,Odobenus rosmarus,FALSE,5,15106,NA,DD,LC,Lower Risk/least concern,0.0,2002.0,NA
Walrus,Odobenus rosmarus,FALSE,2,15106,NA,DD,LC,Lower Risk/least concern,0.0,2003.0,NA
Walrus,Odobenus rosmarus,FALSE,3,15106,NA,DD,LC,Lower Risk/least concern,0.0,2003.0,NA
Walrus,Odobenus rosmarus,FALSE,4,15106,NA,DD,LC,Lower Risk/least concern,0.0,2003.0,NA
Walrus,Odobenus rosmarus,FALSE,5,15106,NA,DD,LC,Lower Risk/least concern,0.0,2003.0,NA
Walrus,Odobenus rosmarus,FALSE,2,15106,NA,DD,LC,Lower Risk/least concern,0.0,2004.0,NA
Walrus,Odobenus rosmarus,FALSE,3,15106,NA,DD,LC,Lower Risk/least concern,0.0,2004.0,NA
Walrus,Odobenus rosmarus,FALSE,4,15106,NA,DD,LC,Lower Risk/least concern,0.0,2004.0,NA
Walrus,Odobenus rosmarus,FALSE,5,15106,NA,DD,LC,Lower Risk/least concern,0.0,2004.0,NA
Walrus,Odobenus rosmarus,FALSE,2,15106,NA,DD,LC,Lower Risk/least concern,0.0,2005.0,NA
Walrus,Odobenus rosmarus,FALSE,3,15106,NA,DD,LC,Lower Risk/least concern,0.0,2005.0,NA
Walrus,Odobenus rosmarus,FALSE,4,15106,NA,DD,LC,Lower Risk/least concern,0.0,2005.0,NA
Walrus,Odobenus rosmarus,FALSE,5,15106,NA,DD,LC,Lower Risk/least concern,0.0,2005.0,NA
Walrus,Odobenus rosmarus,FALSE,2,15106,NA,DD,LC,Lower Risk/least concern,0.0,2006.0,NA
Walrus,Odobenus rosmarus,FALSE,3,15106,NA,DD,LC,Lower Risk/least concern,0.0,2006.0,NA
Walrus,Odobenus rosmarus,FALSE,4,15106,NA,DD,LC,Lower Risk/least concern,0.0,2006.0,NA
Walrus,Odobenus rosmarus,FALSE,5,15106,NA,DD,LC,Lower Risk/least concern,0.0,2006.0,NA
Walrus,Odobenus rosmarus,FALSE,2,15106,NA,DD,LC,Lower Risk/least concern,0.0,2007.0,NA
Walrus,Odobenus rosmarus,FALSE,3,15106,NA,DD,LC,Lower Risk/least concern,0.0,2007.0,NA
Walrus,Odobenus rosmarus,FALSE,4,15106,NA,DD,LC,Lower Risk/least concern,0.0,2007.0,NA
Walrus,Odobenus rosmarus,FALSE,5,15106,NA,DD,LC,Lower Risk/least concern,0.0,2007.0,NA
Walrus,Odobenus rosmarus,FALSE,2,15106,NA,DD,LC,Lower Risk/least concern,0.0,2008.0,NA
Walrus,Odobenus rosmarus,FALSE,3,15106,NA,DD,LC,Lower Risk/least concern,0.0,2008.0,NA
Walrus,Odobenus rosmarus,FALSE,4,15106,NA,DD,LC,Lower Risk/least concern,0.0,2008.0,NA
Walrus,Odobenus rosmarus,FALSE,5,15106,NA,DD,LC,Lower Risk/least concern,0.0,2008.0,NA
Walrus,Odobenus rosmarus,FALSE,2,15106,NA,DD,LC,Lower Risk/least concern,0.0,2009.0,NA
Walrus,Odobenus rosmarus,FALSE,3,15106,NA,DD,LC,Lower Risk/least concern,0.0,2009.0,NA
Walrus,Odobenus rosmarus,FALSE,4,15106,NA,DD,LC,Lower Risk/least concern,0.0,2009.0,NA
Walrus,Odobenus rosmarus,FALSE,5,15106,NA,DD,LC,Lower Risk/least concern,0.0,2009.0,NA
Walrus,Odobenus rosmarus,FALSE,2,15106,NA,DD,LC,Lower Risk/least concern,0.0,2010.0,NA
Walrus,Odobenus rosmarus,FALSE,3,15106,NA,DD,LC,Lower Risk/least concern,0.0,2010.0,NA
Walrus,Odobenus rosmarus,FALSE,4,15106,NA,DD,LC,Lower Risk/least concern,0.0,2010.0,NA
Walrus,Odobenus rosmarus,FALSE,5,15106,NA,DD,LC,Lower Risk/least concern,0.0,2010.0,NA
Walrus,Odobenus rosmarus,FALSE,2,15106,NA,DD,LC,Lower Risk/least concern,0.0,2011.0,NA
Walrus,Odobenus rosmarus,FALSE,3,15106,NA,DD,LC,Lower Risk/least concern,0.0,2011.0,NA
Walrus,Odobenus rosmarus,FALSE,4,15106,NA,DD,LC,Lower Risk/least concern,0.0,2011.0,NA
Walrus,Odobenus rosmarus,FALSE,5,15106,NA,DD,LC,Lower Risk/least concern,0.0,2011.0,NA
Walrus,Odobenus rosmarus,FALSE,2,15106,NA,DD,LC,Lower Risk/least concern,0.0,2012.0,NA
Walrus,Odobenus rosmarus,FALSE,3,15106,NA,DD,LC,Lower Risk/least concern,0.0,2012.0,NA
Walrus,Odobenus rosmarus,FALSE,4,15106,NA,DD,LC,Lower Risk/least concern,0.0,2012.0,NA
Walrus,Odobenus rosmarus,FALSE,5,15106,NA,DD,LC,Lower Risk/least concern,0.0,2012.0,NA
Walrus,Odobenus rosmarus,FALSE,2,15106,NA,DD,LC,Lower Risk/least concern,0.0,2013.0,NA
Walrus,Odobenus rosmarus,FALSE,3,15106,NA,DD,LC,Lower Risk/least concern,0.0,2013.0,NA
Walrus,Odobenus rosmarus,FALSE,4,15106,NA,DD,LC,Lower Risk/least concern,0.0,2013.0,NA
Walrus,Odobenus rosmarus,FALSE,5,15106,NA,DD,LC,Lower Risk/least concern,0.0,2013.0,NA
Walrus,Odobenus rosmarus,FALSE,2,15106,NA,DD,LC,Lower Risk/least concern,0.0,2014.0,NA
Walrus,Odobenus rosmarus,FALSE,3,15106,NA,DD,LC,Lower Risk/least concern,0.0,2014.0,NA
Walrus,Odobenus rosmarus,FALSE,4,15106,NA,DD,LC,Lower Risk/least concern,0.0,2014.0,NA
Walrus,Odobenus rosmarus,FALSE,5,15106,NA,DD,LC,Lower Risk/least concern,0.0,2014.0,NA
Walrus,Odobenus rosmarus,FALSE,2,15106,NA,DD,LC,Lower Risk/least concern,0.0,2015.0,NA
Walrus,Odobenus rosmarus,FALSE,3,15106,NA,DD,LC,Lower Risk/least concern,0.0,2015.0,NA
Walrus,Odobenus rosmarus,FALSE,4,15106,NA,DD,LC,Lower Risk/least concern,0.0,2015.0,NA
Walrus,Odobenus rosmarus,FALSE,5,15106,NA,DD,LC,Lower Risk/least concern,0.0,2015.0,NA
Walrus,Odobenus rosmarus,FALSE,2,15106,NA,DD,VU,Vulnerable,0.4,2016.0,NA
Walrus,Odobenus rosmarus,FALSE,3,15106,NA,DD,VU,Vulnerable,0.4,2016.0,NA
Walrus,Odobenus rosmarus,FALSE,4,15106,NA,DD,VU,Vulnerable,0.4,2016.0,NA
Walrus,Odobenus rosmarus,FALSE,5,15106,NA,DD,VU,Vulnerable,0.4,2016.0,NA
Killer Whale,Orcinus orca,FALSE,2,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1965.0,NA
Killer Whale,Orcinus orca,FALSE,3,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1965.0,NA
Killer whale,Orcinus orca,FALSE,8,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1965.0,NA
Killer whale,Orcinus orca,FALSE,9,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1965.0,NA
Killer whale,Orcinus orca,FALSE,NA,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1965.0,NA
Killer Whale,Orcinus orca,FALSE,2,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1966.0,NA
Killer Whale,Orcinus orca,FALSE,3,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1966.0,NA
Killer whale,Orcinus orca,FALSE,8,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1966.0,NA
Killer whale,Orcinus orca,FALSE,9,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1966.0,NA
Killer whale,Orcinus orca,FALSE,NA,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1966.0,NA
Killer Whale,Orcinus orca,FALSE,2,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1967.0,NA
Killer Whale,Orcinus orca,FALSE,3,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1967.0,NA
Killer whale,Orcinus orca,FALSE,8,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1967.0,NA
Killer whale,Orcinus orca,FALSE,9,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1967.0,NA
Killer whale,Orcinus orca,FALSE,NA,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1967.0,NA
Killer Whale,Orcinus orca,FALSE,2,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1968.0,NA
Killer Whale,Orcinus orca,FALSE,3,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1968.0,NA
Killer whale,Orcinus orca,FALSE,8,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1968.0,NA
Killer whale,Orcinus orca,FALSE,9,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1968.0,NA
Killer whale,Orcinus orca,FALSE,NA,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1968.0,NA
Killer Whale,Orcinus orca,FALSE,2,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1969.0,NA
Killer Whale,Orcinus orca,FALSE,3,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1969.0,NA
Killer whale,Orcinus orca,FALSE,8,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1969.0,NA
Killer whale,Orcinus orca,FALSE,9,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1969.0,NA
Killer whale,Orcinus orca,FALSE,NA,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1969.0,NA
Killer Whale,Orcinus orca,FALSE,2,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1970.0,NA
Killer Whale,Orcinus orca,FALSE,3,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1970.0,NA
Killer whale,Orcinus orca,FALSE,8,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1970.0,NA
Killer whale,Orcinus orca,FALSE,9,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1970.0,NA
Killer whale,Orcinus orca,FALSE,NA,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1970.0,NA
Killer Whale,Orcinus orca,FALSE,2,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1971.0,NA
Killer Whale,Orcinus orca,FALSE,3,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1971.0,NA
Killer whale,Orcinus orca,FALSE,8,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1971.0,NA
Killer whale,Orcinus orca,FALSE,9,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1971.0,NA
Killer whale,Orcinus orca,FALSE,NA,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1971.0,NA
Killer Whale,Orcinus orca,FALSE,2,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1972.0,NA
Killer Whale,Orcinus orca,FALSE,3,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1972.0,NA
Killer whale,Orcinus orca,FALSE,8,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1972.0,NA
Killer whale,Orcinus orca,FALSE,9,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1972.0,NA
Killer whale,Orcinus orca,FALSE,NA,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1972.0,NA
Killer Whale,Orcinus orca,FALSE,2,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1973.0,NA
Killer Whale,Orcinus orca,FALSE,3,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1973.0,NA
Killer whale,Orcinus orca,FALSE,8,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1973.0,NA
Killer whale,Orcinus orca,FALSE,9,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1973.0,NA
Killer whale,Orcinus orca,FALSE,NA,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1973.0,NA
Killer Whale,Orcinus orca,FALSE,2,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1974.0,NA
Killer Whale,Orcinus orca,FALSE,3,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1974.0,NA
Killer whale,Orcinus orca,FALSE,8,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1974.0,NA
Killer whale,Orcinus orca,FALSE,9,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1974.0,NA
Killer whale,Orcinus orca,FALSE,NA,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1974.0,NA
Killer Whale,Orcinus orca,FALSE,2,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1975.0,NA
Killer Whale,Orcinus orca,FALSE,3,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1975.0,NA
Killer whale,Orcinus orca,FALSE,8,15421,NA,DD,CD,Lower Risk/conservation dependent,0.3,1975.0,NA
