rgn_id,rgn_name,sciname,iucn_sid,cat,cat_score,year,mean_cat,ico_status,n_spp,trend_lm,ico_trend
1,Alaska,Balaena mysticetus,2467,LC,0.0,2016.0,0.35625,64.375,8,0.005795454545454576,0.02898
1,Alaska,Balaena mysticetus,2468,CD,0.3,2016.0,0.35625,64.375,8,0.005795454545454576,0.02898
1,Alaska,Balaenoptera acutorostrata,2474,LC,0.0,2016.0,0.35625,64.375,8,0.005795454545454576,0.02898
1,Alaska,Balaenoptera borealis,2475,EN,0.6,2016.0,0.35625,64.375,8,0.005795454545454576,0.02898
1,Alaska,Balaenoptera musculus,2477,EN,0.6,2016.0,0.35625,64.375,8,0.005795454545454576,0.02898
1,Alaska,Balaenoptera physalus,2478,EN,0.6,2016.0,0.35625,64.375,8,0.005795454545454576,0.02898
1,Alaska,Delphinapterus leucas,6335,NT,0.2,2016.0,0.35625,64.375,8,0.005795454545454576,0.02898
1,Alaska,Delphinapterus leucas,61442,CR,0.8,2016.0,0.35625,64.375,8,0.005795454545454576,0.02898
1,Alaska,Megaptera novaeangliae,13006,LC,0.0,2016.0,0.35625,64.375,8,0.005795454545454576,0.02898
1,Alaska,Ursus maritimus,22823,VU,0.4,2016.0,0.35625,64.375,8,0.005795454545454576,0.02898
1,Alaska,Balaena mysticetus,2467,LC,0.0,2015.0,0.35625,64.375,8,0.010303030303030201,0.05152
1,Alaska,Balaena mysticetus,2468,CD,0.3,2015.0,0.35625,64.375,8,0.010303030303030201,0.05152
1,Alaska,Balaenoptera acutorostrata,2474,LC,0.0,2015.0,0.35625,64.375,8,0.010303030303030201,0.05152
1,Alaska,Balaenoptera borealis,2475,EN,0.6,2015.0,0.35625,64.375,8,0.010303030303030201,0.05152
1,Alaska,Balaenoptera musculus,2477,EN,0.6,2015.0,0.35625,64.375,8,0.010303030303030201,0.05152
1,Alaska,Balaenoptera physalus,2478,EN,0.6,2015.0,0.35625,64.375,8,0.010303030303030201,0.05152
1,Alaska,Delphinapterus leucas,6335,NT,0.2,2015.0,0.35625,64.375,8,0.010303030303030201,0.05152
1,Alaska,Delphinapterus leucas,61442,CR,0.8,2015.0,0.35625,64.375,8,0.010303030303030201,0.05152
1,Alaska,Megaptera novaeangliae,13006,LC,0.0,2015.0,0.35625,64.375,8,0.010303030303030201,0.05152
1,Alaska,Ursus maritimus,22823,VU,0.4,2015.0,0.35625,64.375,8,0.010303030303030201,0.05152
1,Alaska,Balaena mysticetus,2467,LC,0.0,2014.0,0.35625,64.375,8,0.012840909090909436,0.0642
1,Alaska,Balaena mysticetus,2468,CD,0.3,2014.0,0.35625,64.375,8,0.012840909090909436,0.0642
1,Alaska,Balaenoptera acutorostrata,2474,LC,0.0,2014.0,0.35625,64.375,8,0.012840909090909436,0.0642
1,Alaska,Balaenoptera borealis,2475,EN,0.6,2014.0,0.35625,64.375,8,0.012840909090909436,0.0642
1,Alaska,Balaenoptera musculus,2477,EN,0.6,2014.0,0.35625,64.375,8,0.012840909090909436,0.0642
1,Alaska,Balaenoptera physalus,2478,EN,0.6,2014.0,0.35625,64.375,8,0.012840909090909436,0.0642
1,Alaska,Delphinapterus leucas,6335,NT,0.2,2014.0,0.35625,64.375,8,0.012840909090909436,0.0642
1,Alaska,Delphinapterus leucas,61442,CR,0.8,2014.0,0.35625,64.375,8,0.012840909090909436,0.0642
1,Alaska,Megaptera novaeangliae,13006,LC,0.0,2014.0,0.35625,64.375,8,0.012840909090909436,0.0642
1,Alaska,Ursus maritimus,22823,VU,0.4,2014.0,0.35625,64.375,8,0.012840909090909436,0.0642
1,Alaska,Balaena mysticetus,2467,LC,0.0,2013.0,0.35625,64.375,8,0.014242424242424095,0.07121
1,Alaska,Balaena mysticetus,2468,CD,0.3,2013.0,0.35625,64.375,8,0.014242424242424095,0.07121
1,Alaska,Balaenoptera acutorostrata,2474,LC,0.0,2013.0,0.35625,64.375,8,0.014242424242424095,0.07121
1,Alaska,Balaenoptera borealis,2475,EN,0.6,2013.0,0.35625,64.375,8,0.014242424242424095,0.07121
1,Alaska,Balaenoptera musculus,2477,EN,0.6,2013.0,0.35625,64.375,8,0.014242424242424095,0.07121
1,Alaska,Balaenoptera physalus,2478,EN,0.6,2013.0,0.35625,64.375,8,0.014242424242424095,0.07121
1,Alaska,Delphinapterus leucas,6335,NT,0.2,2013.0,0.35625,64.375,8,0.014242424242424095,0.07121
1,Alaska,Delphinapterus leucas,61442,CR,0.8,2013.0,0.35625,64.375,8,0.014242424242424095,0.07121
1,Alaska,Megaptera novaeangliae,13006,LC,0.0,2013.0,0.35625,64.375,8,0.014242424242424095,0.07121
1,Alaska,Ursus maritimus,22823,VU,0.4,2013.0,0.35625,64.375,8,0.014242424242424095,0.07121
1,Alaska,Balaena mysticetus,2467,LC,0.0,2012.0,0.35625,64.375,8,0.01450757575757483,0.07254
1,Alaska,Balaena mysticetus,2468,CD,0.3,2012.0,0.35625,64.375,8,0.01450757575757483,0.07254
1,Alaska,Balaenoptera acutorostrata,2474,LC,0.0,2012.0,0.35625,64.375,8,0.01450757575757483,0.07254
1,Alaska,Balaenoptera borealis,2475,EN,0.6,2012.0,0.35625,64.375,8,0.01450757575757483,0.07254
1,Alaska,Balaenoptera musculus,2477,EN,0.6,2012.0,0.35625,64.375,8,0.01450757575757483,0.07254
1,Alaska,Balaenoptera physalus,2478,EN,0.6,2012.0,0.35625,64.375,8,0.01450757575757483,0.07254
1,Alaska,Delphinapterus leucas,6335,NT,0.2,2012.0,0.35625,64.375,8,0.01450757575757483,0.07254
1,Alaska,Delphinapterus leucas,61442,CR,0.8,2012.0,0.35625,64.375,8,0.01450757575757483,0.07254
1,Alaska,Megaptera novaeangliae,13006,LC,0.0,2012.0,0.35625,64.375,8,0.01450757575757483,0.07254
1,Alaska,Ursus maritimus,22823,VU,0.4,2012.0,0.35625,64.375,8,0.01450757575757483,0.07254
1,Alaska,Balaena mysticetus,2467,LC,0.0,2011.0,0.35625,64.375,8,0.013636363636363476,0.06818
1,Alaska,Balaena mysticetus,2468,CD,0.3,2011.0,0.35625,64.375,8,0.013636363636363476,0.06818
1,Alaska,Balaenoptera acutorostrata,2474,LC,0.0,2011.0,0.35625,64.375,8,0.013636363636363476,0.06818
1,Alaska,Balaenoptera borealis,2475,EN,0.6,2011.0,0.35625,64.375,8,0.013636363636363476,0.06818
1,Alaska,Balaenoptera musculus,2477,EN,0.6,2011.0,0.35625,64.375,8,0.013636363636363476,0.06818
1,Alaska,Balaenoptera physalus,2478,EN,0.6,2011.0,0.35625,64.375,8,0.013636363636363476,0.06818
1,Alaska,Delphinapterus leucas,6335,NT,0.2,2011.0,0.35625,64.375,8,0.013636363636363476,0.06818
1,Alaska,Delphinapterus leucas,61442,CR,0.8,2011.0,0.35625,64.375,8,0.013636363636363476,0.06818
1,Alaska,Megaptera novaeangliae,13006,LC,0.0,2011.0,0.35625,64.375,8,0.013636363636363476,0.06818
1,Alaska,Ursus maritimus,22823,VU,0.4,2011.0,0.35625,64.375,8,0.013636363636363476,0.06818
1,Alaska,Balaena mysticetus,2467,LC,0.0,2010.0,0.35625,64.375,8,0.011628787878787716,0.05814
1,Alaska,Balaena mysticetus,2468,CD,0.3,2010.0,0.35625,64.375,8,0.011628787878787716,0.05814
1,Alaska,Balaenoptera acutorostrata,2474,LC,0.0,2010.0,0.35625,64.375,8,0.011628787878787716,0.05814
1,Alaska,Balaenoptera borealis,2475,EN,0.6,2010.0,0.35625,64.375,8,0.011628787878787716,0.05814
1,Alaska,Balaenoptera musculus,2477,EN,0.6,2010.0,0.35625,64.375,8,0.011628787878787716,0.05814
1,Alaska,Balaenoptera physalus,2478,EN,0.6,2010.0,0.35625,64.375,8,0.011628787878787716,0.05814
1,Alaska,Delphinapterus leucas,6335,NT,0.2,2010.0,0.35625,64.375,8,0.011628787878787716,0.05814
1,Alaska,Delphinapterus leucas,61442,CR,0.8,2010.0,0.35625,64.375,8,0.011628787878787716,0.05814
1,Alaska,Megaptera novaeangliae,13006,LC,0.0,2010.0,0.35625,64.375,8,0.011628787878787716,0.05814
1,Alaska,Ursus maritimus,22823,VU,0.4,2010.0,0.35625,64.375,8,0.011628787878787716,0.05814
1,Alaska,Balaena mysticetus,2467,LC,0.0,2009.0,0.35625,64.375,8,NA,NA
1,Alaska,Balaena mysticetus,2468,CD,0.3,2009.0,0.35625,64.375,8,NA,NA
1,Alaska,Balaenoptera acutorostrata,2474,LC,0.0,2009.0,0.35625,64.375,8,NA,NA
1,Alaska,Balaenoptera borealis,2475,EN,0.6,2009.0,0.35625,64.375,8,NA,NA
1,Alaska,Balaenoptera musculus,2477,EN,0.6,2009.0,0.35625,64.375,8,NA,NA
1,Alaska,Balaenoptera physalus,2478,EN,0.6,2009.0,0.35625,64.375,8,NA,NA
1,Alaska,Delphinapterus leucas,6335,NT,0.2,2009.0,0.35625,64.375,8,NA,NA
1,Alaska,Delphinapterus leucas,61442,CR,0.8,2009.0,0.35625,64.375,8,NA,NA
1,Alaska,Megaptera novaeangliae,13006,LC,0.0,2009.0,0.35625,64.375,8,NA,NA
1,Alaska,Ursus maritimus,22823,VU,0.4,2009.0,0.35625,64.375,8,NA,NA
1,Alaska,Balaena mysticetus,2467,LC,0.0,2008.0,0.35625,64.375,8,NA,NA
1,Alaska,Balaena mysticetus,2468,CD,0.3,2008.0,0.35625,64.375,8,NA,NA
1,Alaska,Balaenoptera acutorostrata,2474,LC,0.0,2008.0,0.35625,64.375,8,NA,NA
1,Alaska,Balaenoptera borealis,2475,EN,0.6,2008.0,0.35625,64.375,8,NA,NA
1,Alaska,Balaenoptera musculus,2477,EN,0.6,2008.0,0.35625,64.375,8,NA,NA
1,Alaska,Balaenoptera physalus,2478,EN,0.6,2008.0,0.35625,64.375,8,NA,NA
1,Alaska,Delphinapterus leucas,6335,NT,0.2,2008.0,0.35625,64.375,8,NA,NA
1,Alaska,Delphinapterus leucas,61442,CR,0.8,2008.0,0.35625,64.375,8,NA,NA
1,Alaska,Megaptera novaeangliae,13006,LC,0.0,2008.0,0.35625,64.375,8,NA,NA
1,Alaska,Ursus maritimus,22823,VU,0.4,2008.0,0.35625,64.375,8,NA,NA
1,Alaska,Balaena mysticetus,2467,CD,0.3,2007.0,0.4625,53.75,8,NA,NA
1,Alaska,Balaena mysticetus,2468,CD,0.3,2007.0,0.4625,53.75,8,NA,NA
1,Alaska,Balaenoptera acutorostrata,2474,NT,0.2,2007.0,0.4625,53.75,8,NA,NA
1,Alaska,Balaenoptera borealis,2475,EN,0.6,2007.0,0.4625,53.75,8,NA,NA
1,Alaska,Balaenoptera musculus,2477,EN,0.6,2007.0,0.4625,53.75,8,NA,NA
1,Alaska,Balaenoptera physalus,2478,EN,0.6,2007.0,0.4625,53.75,8,NA,NA
1,Alaska,Delphinapterus leucas,6335,VU,0.4,2007.0,0.4625,53.75,8,NA,NA
1,Alaska,Delphinapterus leucas,61442,CR,0.8,2007.0,0.4625,53.75,8,NA,NA
1,Alaska,Megaptera novaeangliae,13006,VU,0.4,2007.0,0.4625,53.75,8,NA,NA
1,Alaska,Ursus maritimus,22823,VU,0.4,2007.0,0.4625,53.75,8,NA,NA
1,Alaska,Balaena mysticetus,2467,CD,0.3,2006.0,0.4625,53.75,8,NA,NA
1,Alaska,Balaena mysticetus,2468,CD,0.3,2006.0,0.4625,53.75,8,NA,NA
1,Alaska,Balaenoptera acutorostrata,2474,NT,0.2,2006.0,0.4625,53.75,8,NA,NA
1,Alaska,Balaenoptera borealis,2475,EN,0.6,2006.0,0.4625,53.75,8,NA,NA
1,Alaska,Balaenoptera musculus,2477,EN,0.6,2006.0,0.4625,53.75,8,NA,NA
1,Alaska,Balaenoptera physalus,2478,EN,0.6,2006.0,0.4625,53.75,8,NA,NA
1,Alaska,Delphinapterus leucas,6335,VU,0.4,2006.0,0.4625,53.75,8,NA,NA
1,Alaska,Delphinapterus leucas,61442,CR,0.8,2006.0,0.4625,53.75,8,NA,NA
1,Alaska,Megaptera novaeangliae,13006,VU,0.4,2006.0,0.4625,53.75,8,NA,NA
1,Alaska,Ursus maritimus,22823,VU,0.4,2006.0,0.4625,53.75,8,NA,NA
1,Alaska,Balaena mysticetus,2467,CD,0.3,2005.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Balaena mysticetus,2468,CD,0.3,2005.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Balaenoptera acutorostrata,2474,NT,0.2,2005.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Balaenoptera borealis,2475,EN,0.6,2005.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Balaenoptera musculus,2477,EN,0.6,2005.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Balaenoptera physalus,2478,EN,0.6,2005.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Delphinapterus leucas,6335,VU,0.4,2005.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Delphinapterus leucas,61442,CR,0.8,2005.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Megaptera novaeangliae,13006,VU,0.4,2005.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Ursus maritimus,22823,CD,0.3,2005.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Balaena mysticetus,2467,CD,0.3,2004.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Balaena mysticetus,2468,CD,0.3,2004.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Balaenoptera acutorostrata,2474,NT,0.2,2004.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Balaenoptera borealis,2475,EN,0.6,2004.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Balaenoptera musculus,2477,EN,0.6,2004.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Balaenoptera physalus,2478,EN,0.6,2004.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Delphinapterus leucas,6335,VU,0.4,2004.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Delphinapterus leucas,61442,CR,0.8,2004.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Megaptera novaeangliae,13006,VU,0.4,2004.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Ursus maritimus,22823,CD,0.3,2004.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Balaena mysticetus,2467,CD,0.3,2003.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Balaena mysticetus,2468,CD,0.3,2003.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Balaenoptera acutorostrata,2474,NT,0.2,2003.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Balaenoptera borealis,2475,EN,0.6,2003.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Balaenoptera musculus,2477,EN,0.6,2003.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Balaenoptera physalus,2478,EN,0.6,2003.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Delphinapterus leucas,6335,VU,0.4,2003.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Delphinapterus leucas,61442,CR,0.8,2003.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Megaptera novaeangliae,13006,VU,0.4,2003.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Ursus maritimus,22823,CD,0.3,2003.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Balaena mysticetus,2467,CD,0.3,2002.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Balaena mysticetus,2468,CD,0.3,2002.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Balaenoptera acutorostrata,2474,NT,0.2,2002.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Balaenoptera borealis,2475,EN,0.6,2002.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Balaenoptera musculus,2477,EN,0.6,2002.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Balaenoptera physalus,2478,EN,0.6,2002.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Delphinapterus leucas,6335,VU,0.4,2002.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Delphinapterus leucas,61442,CR,0.8,2002.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Megaptera novaeangliae,13006,VU,0.4,2002.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Ursus maritimus,22823,CD,0.3,2002.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Balaena mysticetus,2467,CD,0.3,2001.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Balaena mysticetus,2468,CD,0.3,2001.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Balaenoptera acutorostrata,2474,NT,0.2,2001.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Balaenoptera borealis,2475,EN,0.6,2001.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Balaenoptera musculus,2477,EN,0.6,2001.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Balaenoptera physalus,2478,EN,0.6,2001.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Delphinapterus leucas,6335,VU,0.4,2001.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Delphinapterus leucas,61442,CR,0.8,2001.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Megaptera novaeangliae,13006,VU,0.4,2001.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Ursus maritimus,22823,CD,0.3,2001.0,0.45,55.00000000000001,8,NA,NA
1,Alaska,Balaena mysticetus,2467,CD,0.3,2e3,0.45,55.00000000000001,8,NA,NA
1,Alaska,Balaena mysticetus,2468,CD,0.3,2e3,0.45,55.00000000000001,8,NA,NA
1,Alaska,Balaenoptera acutorostrata,2474,NT,0.2,2e3,0.45,55.00000000000001,8,NA,NA
1,Alaska,Balaenoptera borealis,2475,EN,0.6,2e3,0.45,55.00000000000001,8,NA,NA
1,Alaska,Balaenoptera musculus,2477,EN,0.6,2e3,0.45,55.00000000000001,8,NA,NA
1,Alaska,Balaenoptera physalus,2478,EN,0.6,2e3,0.45,55.00000000000001,8,NA,NA
1,Alaska,Delphinapterus leucas,6335,VU,0.4,2e3,0.45,55.00000000000001,8,NA,NA
1,Alaska,Delphinapterus leucas,61442,CR,0.8,2e3,0.45,55.00000000000001,8,NA,NA
1,Alaska,Megaptera novaeangliae,13006,VU,0.4,2e3,0.45,55.00000000000001,8,NA,NA
1,Alaska,Ursus maritimus,22823,CD,0.3,2e3,0.45,55.00000000000001,8,NA,NA
2,Nunavut,Balaena mysticetus,2467,LC,0.0,2016.0,0.25312,74.688,16,0.0018752727272727699,0.00938
2,Nunavut,Balaena mysticetus,2468,CD,0.3,2016.0,0.25312,74.688,16,0.0018752727272727699,0.00938
2,Nunavut,Balaenoptera acutorostrata,2474,LC,0.0,2016.0,0.25312,74.688,16,0.0018752727272727699,0.00938
2,Nunavut,Balaenoptera borealis,2475,EN,0.6,2016.0,0.25312,74.688,16,0.0018752727272727699,0.00938
2,Nunavut,Balaenoptera musculus,2477,EN,0.6,2016.0,0.25312,74.688,16,0.0018752727272727699,0.00938
2,Nunavut,Balaenoptera physalus,2478,EN,0.6,2016.0,0.25312,74.688,16,0.0018752727272727699,0.00938
2,Nunavut,Cystophora cristata,6204,VU,0.4,2016.0,0.25312,74.688,16,0.0018752727272727699,0.00938
2,Nunavut,Delphinapterus leucas,6335,NT,0.2,2016.0,0.25312,74.688,16,0.0018752727272727699,0.00938
2,Nunavut,Megaptera novaeangliae,13006,LC,0.0,2016.0,0.25312,74.688,16,0.0018752727272727699,0.00938
2,Nunavut,Monodon monoceros,13704,NT,0.2,2016.0,0.25312,74.688,16,0.0018752727272727699,0.00938
2,Nunavut,Odobenus rosmarus,15106,VU,0.4,2016.0,0.25312,74.688,16,0.0018752727272727699,0.00938
2,Nunavut,Orcinus orca,15421,CD,0.3,2016.0,0.25312,74.688,16,0.0018752727272727699,0.00938
2,Nunavut,Pagophila eburnea,22694473,NT,0.2,2016.0,0.25312,74.688,16,0.0018752727272727699,0.00938
2,Nunavut,Phoca vitulina,17013,LC,0.0,2016.0,0.25312,74.688,16,0.0018752727272727699,0.00938
2,Nunavut,Phocoena phocoena,17027,LC,0.0,2016.0,0.25312,74.688,16,0.0018752727272727699,0.00938
2,Nunavut,Pusa hispida,41672,LC,0.0,2016.0,0.25312,74.688,16,0.0018752727272727699,0.00938
2,Nunavut,Ursus maritimus,22823,VU,0.4,2016.0,0.25312,74.688,16,0.0018752727272727699,0.00938
2,Nunavut,Balaena mysticetus,2467,LC,0.0,2015.0,0.22812,77.188,16,0.005758060606060549,0.02879
2,Nunavut,Balaena mysticetus,2468,CD,0.3,2015.0,0.22812,77.188,16,0.005758060606060549,0.02879
2,Nunavut,Balaenoptera acutorostrata,2474,LC,0.0,2015.0,0.22812,77.188,16,0.005758060606060549,0.02879
2,Nunavut,Balaenoptera borealis,2475,EN,0.6,2015.0,0.22812,77.188,16,0.005758060606060549,0.02879
2,Nunavut,Balaenoptera musculus,2477,EN,0.6,2015.0,0.22812,77.188,16,0.005758060606060549,0.02879
2,Nunavut,Balaenoptera physalus,2478,EN,0.6,2015.0,0.22812,77.188,16,0.005758060606060549,0.02879
2,Nunavut,Cystophora cristata,6204,VU,0.4,2015.0,0.22812,77.188,16,0.005758060606060549,0.02879
2,Nunavut,Delphinapterus leucas,6335,NT,0.2,2015.0,0.22812,77.188,16,0.005758060606060549,0.02879
2,Nunavut,Megaptera novaeangliae,13006,LC,0.0,2015.0,0.22812,77.188,16,0.005758060606060549,0.02879
2,Nunavut,Monodon monoceros,13704,NT,0.2,2015.0,0.22812,77.188,16,0.005758060606060549,0.02879
2,Nunavut,Odobenus rosmarus,15106,LC,0.0,2015.0,0.22812,77.188,16,0.005758060606060549,0.02879
2,Nunavut,Orcinus orca,15421,CD,0.3,2015.0,0.22812,77.188,16,0.005758060606060549,0.02879
2,Nunavut,Pagophila eburnea,22694473,NT,0.2,2015.0,0.22812,77.188,16,0.005758060606060549,0.02879
2,Nunavut,Phoca vitulina,17013,LC,0.0,2015.0,0.22812,77.188,16,0.005758060606060549,0.02879
2,Nunavut,Phocoena phocoena,17027,LC,0.0,2015.0,0.22812,77.188,16,0.005758060606060549,0.02879
2,Nunavut,Pusa hispida,41672,LC,0.0,2015.0,0.22812,77.188,16,0.005758060606060549,0.02879
2,Nunavut,Ursus maritimus,22823,VU,0.4,2015.0,0.22812,77.188,16,0.005758060606060549,0.02879
2,Nunavut,Balaena mysticetus,2467,LC,0.0,2014.0,0.22812,77.188,16,0.007216545454545658,0.03608
2,Nunavut,Balaena mysticetus,2468,CD,0.3,2014.0,0.22812,77.188,16,0.007216545454545658,0.03608
2,Nunavut,Balaenoptera acutorostrata,2474,LC,0.0,2014.0,0.22812,77.188,16,0.007216545454545658,0.03608
2,Nunavut,Balaenoptera borealis,2475,EN,0.6,2014.0,0.22812,77.188,16,0.007216545454545658,0.03608
2,Nunavut,Balaenoptera musculus,2477,EN,0.6,2014.0,0.22812,77.188,16,0.007216545454545658,0.03608
2,Nunavut,Balaenoptera physalus,2478,EN,0.6,2014.0,0.22812,77.188,16,0.007216545454545658,0.03608
2,Nunavut,Cystophora cristata,6204,VU,0.4,2014.0,0.22812,77.188,16,0.007216545454545658,0.03608
2,Nunavut,Delphinapterus leucas,6335,NT,0.2,2014.0,0.22812,77.188,16,0.007216545454545658,0.03608
2,Nunavut,Megaptera novaeangliae,13006,LC,0.0,2014.0,0.22812,77.188,16,0.007216545454545658,0.03608
2,Nunavut,Monodon monoceros,13704,NT,0.2,2014.0,0.22812,77.188,16,0.007216545454545658,0.03608
2,Nunavut,Odobenus rosmarus,15106,LC,0.0,2014.0,0.22812,77.188,16,0.007216545454545658,0.03608
2,Nunavut,Orcinus orca,15421,CD,0.3,2014.0,0.22812,77.188,16,0.007216545454545658,0.03608
2,Nunavut,Pagophila eburnea,22694473,NT,0.2,2014.0,0.22812,77.188,16,0.007216545454545658,0.03608
2,Nunavut,Phoca vitulina,17013,LC,0.0,2014.0,0.22812,77.188,16,0.007216545454545658,0.03608
2,Nunavut,Phocoena phocoena,17027,LC,0.0,2014.0,0.22812,77.188,16,0.007216545454545658,0.03608
2,Nunavut,Pusa hispida,41672,LC,0.0,2014.0,0.22812,77.188,16,0.007216545454545658,0.03608
2,Nunavut,Ursus maritimus,22823,VU,0.4,2014.0,0.22812,77.188,16,0.007216545454545658,0.03608
2,Nunavut,Balaena mysticetus,2467,LC,0.0,2013.0,0.22812,77.188,16,0.007349212121212043,0.03675
2,Nunavut,Balaena mysticetus,2468,CD,0.3,2013.0,0.22812,77.188,16,0.007349212121212043,0.03675
2,Nunavut,Balaenoptera acutorostrata,2474,LC,0.0,2013.0,0.22812,77.188,16,0.007349212121212043,0.03675
2,Nunavut,Balaenoptera borealis,2475,EN,0.6,2013.0,0.22812,77.188,16,0.007349212121212043,0.03675
2,Nunavut,Balaenoptera musculus,2477,EN,0.6,2013.0,0.22812,77.188,16,0.007349212121212043,0.03675
2,Nunavut,Balaenoptera physalus,2478,EN,0.6,2013.0,0.22812,77.188,16,0.007349212121212043,0.03675
2,Nunavut,Cystophora cristata,6204,VU,0.4,2013.0,0.22812,77.188,16,0.007349212121212043,0.03675
2,Nunavut,Delphinapterus leucas,6335,NT,0.2,2013.0,0.22812,77.188,16,0.007349212121212043,0.03675
2,Nunavut,Megaptera novaeangliae,13006,LC,0.0,2013.0,0.22812,77.188,16,0.007349212121212043,0.03675
2,Nunavut,Monodon monoceros,13704,NT,0.2,2013.0,0.22812,77.188,16,0.007349212121212043,0.03675
2,Nunavut,Odobenus rosmarus,15106,LC,0.0,2013.0,0.22812,77.188,16,0.007349212121212043,0.03675
2,Nunavut,Orcinus orca,15421,CD,0.3,2013.0,0.22812,77.188,16,0.007349212121212043,0.03675
2,Nunavut,Pagophila eburnea,22694473,NT,0.2,2013.0,0.22812,77.188,16,0.007349212121212043,0.03675
2,Nunavut,Phoca vitulina,17013,LC,0.0,2013.0,0.22812,77.188,16,0.007349212121212043,0.03675
2,Nunavut,Phocoena phocoena,17027,LC,0.0,2013.0,0.22812,77.188,16,0.007349212121212043,0.03675
2,Nunavut,Pusa hispida,41672,LC,0.0,2013.0,0.22812,77.188,16,0.007349212121212043,0.03675
2,Nunavut,Ursus maritimus,22823,VU,0.4,2013.0,0.22812,77.188,16,0.007349212121212043,0.03675
2,Nunavut,Balaena mysticetus,2467,LC,0.0,2012.0,0.22812,77.188,16,0.006989393939393439,0.03495
2,Nunavut,Balaena mysticetus,2468,CD,0.3,2012.0,0.22812,77.188,16,0.006989393939393439,0.03495
2,Nunavut,Balaenoptera acutorostrata,2474,LC,0.0,2012.0,0.22812,77.188,16,0.006989393939393439,0.03495
2,Nunavut,Balaenoptera borealis,2475,EN,0.6,2012.0,0.22812,77.188,16,0.006989393939393439,0.03495
2,Nunavut,Balaenoptera musculus,2477,EN,0.6,2012.0,0.22812,77.188,16,0.006989393939393439,0.03495
2,Nunavut,Balaenoptera physalus,2478,EN,0.6,2012.0,0.22812,77.188,16,0.006989393939393439,0.03495
2,Nunavut,Cystophora cristata,6204,VU,0.4,2012.0,0.22812,77.188,16,0.006989393939393439,0.03495
2,Nunavut,Delphinapterus leucas,6335,NT,0.2,2012.0,0.22812,77.188,16,0.006989393939393439,0.03495
2,Nunavut,Megaptera novaeangliae,13006,LC,0.0,2012.0,0.22812,77.188,16,0.006989393939393439,0.03495
2,Nunavut,Monodon monoceros,13704,NT,0.2,2012.0,0.22812,77.188,16,0.006989393939393439,0.03495
2,Nunavut,Odobenus rosmarus,15106,LC,0.0,2012.0,0.22812,77.188,16,0.006989393939393439,0.03495
2,Nunavut,Orcinus orca,15421,CD,0.3,2012.0,0.22812,77.188,16,0.006989393939393439,0.03495
