iucn_sid,iucn_rgn_name,presence,origin,distribution_code,rgn_id,ohi_rgn_name,comname,sciname,ico_gl,ico_rgn_id,subpop,cat
2477,United States,Extant,Native,Native,1,Alaska,Blue whale,Balaenoptera musculus,TRUE,NA,NA,EN
2477,Uruguay,Extant,Native,Native,NA,Uruguay,Blue whale,Balaenoptera musculus,TRUE,NA,NA,EN
2477,Yemen,Extant,Native,Native,NA,Yemen,Blue whale,Balaenoptera musculus,TRUE,NA,NA,EN
2477,South Africa,Extant,Native,Native,NA,South Africa,Blue whale,Balaenoptera musculus,TRUE,NA,NA,EN
2469,Russian Federation,Extant,Native,Native,4,Russia,Bowhead whale,Balaena mysticetus,TRUE,NA,Okhotsk Sea subpopulation,EN
2468,Canada,Extant,Native,Native,2,Nunavut,Bowhead whale,Balaena mysticetus,TRUE,NA,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd
2468,Canada,Extant,Native,Native,3,Beaufort,Bowhead whale,Balaena mysticetus,TRUE,NA,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd
2468,Russian Federation,Extant,Native,Native,4,Russia,Bowhead whale,Balaena mysticetus,TRUE,NA,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd
2468,United States,Extant,Native,Native,1,Alaska,Bowhead whale,Balaena mysticetus,TRUE,NA,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd
2472,Greenland,Extant,Native,Native,8,West Greenland,Bowhead whale,Balaena mysticetus,TRUE,NA,Svalbard-Barents Sea (Spitsbergen) subpopulation,CR
2472,Greenland,Extant,Native,Native,9,East Greenland,Bowhead whale,Balaena mysticetus,TRUE,NA,Svalbard-Barents Sea (Spitsbergen) subpopulation,CR
2472,Svalbard and Jan Mayen,Extant,Native,Native,5,Svalbard,Bowhead whale,Balaena mysticetus,TRUE,NA,Svalbard-Barents Sea (Spitsbergen) subpopulation,CR
2472,Svalbard and Jan Mayen,Extant,Native,Native,7,Jan Mayen,Bowhead whale,Balaena mysticetus,TRUE,NA,Svalbard-Barents Sea (Spitsbergen) subpopulation,CR
2467,Canada,Extant,Native,Native,2,Nunavut,Bowhead whale,Balaena mysticetus,TRUE,NA,NA,LC
2467,Canada,Extant,Native,Native,3,Beaufort,Bowhead whale,Balaena mysticetus,TRUE,NA,NA,LC
2467,Greenland,Extant,Native,Native,8,West Greenland,Bowhead whale,Balaena mysticetus,TRUE,NA,NA,LC
2467,Greenland,Extant,Native,Native,9,East Greenland,Bowhead whale,Balaena mysticetus,TRUE,NA,NA,LC
2467,United States,Extant,Native,Native,1,Alaska,Bowhead whale,Balaena mysticetus,TRUE,NA,NA,LC
22694841,Belgium,Extant,Native,Native,NA,Belgium,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Bulgaria,Extant,Vagrant,Vagrant,NA,Bulgaria,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Canada,Extant,Native,Native,2,Nunavut,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Canada,Extant,Native,Native,3,Beaufort,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Switzerland,Extant,Vagrant,Vagrant,NA,NA,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Cape Verde,Extant,Origin Uncertain,Present - Origin Uncertain,NA,Cape Verde,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Czech Republic,Extant,Vagrant,Vagrant,NA,NA,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Germany,Extant,Native,Native,NA,Germany,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Denmark,Extant,Native,Native,NA,Denmark,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Algeria,Extant,Origin Uncertain,Present - Origin Uncertain,NA,Algeria,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Estonia,Extant,Native,Native,NA,Estonia,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Western Sahara,Extant,Origin Uncertain,Present - Origin Uncertain,NA,Western Sahara,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Spain,Extant,Native,Native,NA,Spain,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Finland,Extant,Native,Native,NA,Finland,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Faroe Islands,Extant,Native,Native,NA,Faeroe Islands,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,France,Extant,Native,Native,NA,France,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,United Kingdom,Extant,Native,Native,NA,United Kingdom,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Gibraltar,Extant,Vagrant,Vagrant,NA,Gibraltar,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Greenland,Extant,Native,Native,8,West Greenland,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Greenland,Extant,Native,Native,9,East Greenland,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Gambia,Extant,Origin Uncertain,Present - Origin Uncertain,NA,Gambia,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Ireland,Extant,Native,Native,NA,Ireland,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Iceland,Extant,Native,Native,NA,Iceland,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Italy,Extant,Native,Native,NA,Italy,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Japan,Extant,Native,Native,NA,Japan,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,"Korea, Democratic People's Republic of",Extant,Native,Native,NA,North Korea,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,"Korea, Republic of",Extant,Native,Native,NA,South Korea,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Lithuania,Extant,Native,Native,NA,Lithuania,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Latvia,Extant,Native,Native,NA,Latvia,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Morocco,Extant,Vagrant,Vagrant,NA,Morocco,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Monaco,Extant,Origin Uncertain,Present - Origin Uncertain,NA,Monaco,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Mauritania,Extant,Vagrant,Vagrant,NA,Mauritania,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Malta,Extant,Vagrant,Vagrant,NA,Malta,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Mexico,Extant,Native,Native,NA,Mexico,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Netherlands,Extant,Native,Native,NA,Netherlands,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Norway,Extant,Native,Native,6,Norway,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Poland,Extant,Native,Native,NA,Poland,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Saint Pierre and Miquelon,Extant,Native,Native,NA,Saint Pierre and Miquelon,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Portugal,Extant,Native,Native,NA,Portugal,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Romania,Extant,Vagrant,Vagrant,NA,Romania,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Russian Federation,Extant,Native,Native,4,Russia,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Sweden,Extant,Native,Native,NA,Sweden,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Svalbard and Jan Mayen,Extant,Native,Native,5,Svalbard,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Svalbard and Jan Mayen,Extant,Native,Native,7,Jan Mayen,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Senegal,Extant,Origin Uncertain,Present - Origin Uncertain,NA,Senegal,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,Tunisia,Extant,Origin Uncertain,Present - Origin Uncertain,NA,Tunisia,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22694841,United States,Extant,Native,Native,1,Alaska,Common guillemot,Uria aalge,TRUE,NA,NA,LC
22680405,Austria,Extant,Native,Native,NA,NA,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Bosnia and Herzegovina,Extant,Vagrant,Vagrant,NA,Bosnia and Herzegovina,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Belgium,Extant,Native,Native,NA,Belgium,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Bulgaria,Extant,Native,Native,NA,Bulgaria,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Belarus,Extant,Native,Native,NA,NA,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Canada,Extant,Native,Native,2,Nunavut,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Canada,Extant,Native,Native,3,Beaufort,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Switzerland,Extant,Native,Native,NA,NA,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Czech Republic,Extant,Native,Native,NA,NA,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Germany,Extant,Native,Native,NA,Germany,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Denmark,Extant,Native,Native,NA,Denmark,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Estonia,Extant,Native,Native,NA,Estonia,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Spain,Extant,Native,Native,NA,Spain,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Finland,Extant,Native,Native,NA,Finland,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Faroe Islands,Extant,Native,Native,NA,Faeroe Islands,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,France,Extant,Native,Native,NA,France,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,United Kingdom,Extant,Native,Native,NA,United Kingdom,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Georgia,Extant,Vagrant,Vagrant,NA,Georgia,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Greenland,Extant,Native,Native,8,West Greenland,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Greenland,Extant,Native,Native,9,East Greenland,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Greece,Extant,Vagrant,Vagrant,NA,Greece,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Croatia,Extant,Vagrant,Vagrant,NA,Croatia,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Hungary,Extant,Vagrant,Vagrant,NA,NA,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Ireland,Extant,Native,Native,NA,Ireland,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Israel,Extant,Vagrant,Vagrant,NA,Israel,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Iceland,Extant,Native,Native,NA,Iceland,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Italy,Extant,Native,Native,NA,Italy,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Japan,Extant,Vagrant,Vagrant,NA,Japan,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Liechtenstein,Extant,Native,Native,NA,NA,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Lithuania,Extant,Native,Native,NA,Lithuania,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Luxembourg,Extant,Vagrant,Vagrant,NA,NA,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Latvia,Extant,Native,Native,NA,Latvia,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Montenegro,Extant,Vagrant,Vagrant,NA,Montenegro,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,"Macedonia, the former Yugoslav Republic of",Extant,Native,Native,NA,NA,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Netherlands,Extant,Native,Native,NA,Netherlands,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Norway,Extant,Native,Native,6,Norway,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Poland,Extant,Native,Native,NA,Poland,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Saint Pierre and Miquelon,Extant,Native,Native,NA,Saint Pierre and Miquelon,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Portugal,Extant,Vagrant,Vagrant,NA,Portugal,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Romania,Extant,Native,Native,NA,Romania,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Serbia,Extant,Vagrant,Vagrant,NA,landlocked,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Russian Federation,Extant,Native,Native,4,Russia,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Sweden,Extant,Native,Native,NA,Sweden,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Slovenia,Extant,Native,Native,NA,Slovenia,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Svalbard and Jan Mayen,Extant,Native,Native,5,Svalbard,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Svalbard and Jan Mayen,Extant,Native,Native,7,Jan Mayen,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Slovakia,Extant,Native,Native,NA,NA,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Turkey,Extant,Vagrant,Vagrant,NA,Turkey,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,Ukraine,Extant,Native,Native,NA,Ukraine,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
22680405,United States,Extant,Native,Native,1,Alaska,Common Eider,Somateria mollissima,TRUE,NA,NA,NT
16208224,Cyprus,Extant,Native,Native,NA,Cyprus,Fin whale,Balaenoptera physalus,TRUE,NA,Mediterranean subpopulation,VU
16208224,Algeria,Extant,Native,Native,NA,Algeria,Fin whale,Balaenoptera physalus,TRUE,NA,Mediterranean subpopulation,VU
16208224,Egypt,Extant,Native,Native,NA,Egypt,Fin whale,Balaenoptera physalus,TRUE,NA,Mediterranean subpopulation,VU
16208224,Spain,Extant,Native,Native,NA,Spain,Fin whale,Balaenoptera physalus,TRUE,NA,Mediterranean subpopulation,VU
16208224,France,Extant,Native,Native,NA,France,Fin whale,Balaenoptera physalus,TRUE,NA,Mediterranean subpopulation,VU
16208224,Gibraltar,Extant,Native,Native,NA,Gibraltar,Fin whale,Balaenoptera physalus,TRUE,NA,Mediterranean subpopulation,VU
16208224,Greece,Extant,Native,Native,NA,Greece,Fin whale,Balaenoptera physalus,TRUE,NA,Mediterranean subpopulation,VU
16208224,Israel,Extant,Native,Native,NA,Israel,Fin whale,Balaenoptera physalus,TRUE,NA,Mediterranean subpopulation,VU
16208224,Italy,Extant,Native,Native,NA,Italy,Fin whale,Balaenoptera physalus,TRUE,NA,Mediterranean subpopulation,VU
16208224,Lebanon,Extant,Native,Native,NA,Lebanon,Fin whale,Balaenoptera physalus,TRUE,NA,Mediterranean subpopulation,VU
16208224,Libya,Extant,Native,Native,NA,Libya,Fin whale,Balaenoptera physalus,TRUE,NA,Mediterranean subpopulation,VU
16208224,Morocco,Extant,Native,Native,NA,Morocco,Fin whale,Balaenoptera physalus,TRUE,NA,Mediterranean subpopulation,VU
16208224,Monaco,Extant,Native,Native,NA,Monaco,Fin whale,Balaenoptera physalus,TRUE,NA,Mediterranean subpopulation,VU
16208224,Malta,Extant,Native,Native,NA,Malta,Fin whale,Balaenoptera physalus,TRUE,NA,Mediterranean subpopulation,VU
16208224,Syrian Arab Republic,Extant,Native,Native,NA,Syria,Fin whale,Balaenoptera physalus,TRUE,NA,Mediterranean subpopulation,VU
16208224,Tunisia,Extant,Native,Native,NA,Tunisia,Fin whale,Balaenoptera physalus,TRUE,NA,Mediterranean subpopulation,VU
16208224,Turkey,Extant,Native,Native,NA,Turkey,Fin whale,Balaenoptera physalus,TRUE,NA,Mediterranean subpopulation,VU
2478,United Arab Emirates,Extant,Native,Native,NA,United Arab Emirates,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Angola,Extant,Native,Native,NA,Angola,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Antarctica,Extant,Native,Native,NA,Antarctica,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Argentina,Extant,Native,Native,NA,Argentina,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Australia,Extant,Native,Native,NA,Australia,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Belgium,Extant,Native,Native,NA,Belgium,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Bermuda,Extant,Native,Native,NA,Bermuda,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Brazil,Extant,Native,Native,NA,Brazil,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Bouvet Island,Extant,Native,Native,NA,Bouvet Island,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Canada,Extant,Native,Native,2,Nunavut,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Canada,Extant,Native,Native,3,Beaufort,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,"Congo, The Democratic Republic of the",Extant,Native,Native,NA,Democratic Republic of the Congo,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Congo,Extant,Native,Native,NA,Republique du Congo,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Chile,Extant,Native,Native,NA,Chile,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,China,Extant,Native,Native,NA,China,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Cape Verde,Extant,Native,Native,NA,Cape Verde,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Cyprus,Extant,Native,Native,NA,Cyprus,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Germany,Extant,Native,Native,NA,Germany,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Denmark,Extant,Native,Native,NA,Denmark,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Algeria,Extant,Native,Native,NA,Algeria,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Ecuador,Extant,Native,Native,NA,Ecuador,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Egypt,Extant,Native,Native,NA,Egypt,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Spain,Extant,Native,Native,NA,Spain,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Fiji,Extant,Native,Native,NA,Fiji,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Falkland Islands (Malvinas),Extant,Native,Native,NA,Falkland Islands,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Faroe Islands,Extant,Native,Native,NA,Faeroe Islands,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,France,Extant,Native,Native,NA,France,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Gabon,Extant,Native,Native,NA,Gabon,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,United Kingdom,Extant,Native,Native,NA,United Kingdom,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Gibraltar,Extant,Native,Native,NA,Gibraltar,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Greenland,Extant,Native,Native,8,West Greenland,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Greenland,Extant,Native,Native,9,East Greenland,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Greece,Extant,Native,Native,NA,Greece,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,South Georgia and the South Sandwich Islands,Extant,Native,Native,NA,South Georgia and the South Sandwich Islands,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Heard Island and McDonald Islands,Extant,Native,Native,NA,Heard and McDonald Islands,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Croatia,Extant,Native,Native,NA,Croatia,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Indonesia,Extant,Native,Native,NA,Indonesia,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Ireland,Extant,Native,Native,NA,Ireland,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Israel,Extant,Native,Native,NA,Israel,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Isle of Man,Extant,Native,Native,NA,United Kingdom,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,India,Extant,Native,Native,NA,India,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Iraq,Extant,Native,Native,NA,Iraq,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,"Iran, Islamic Republic of",Extant,Native,Native,NA,Iran,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Iceland,Extant,Native,Native,NA,Iceland,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Italy,Extant,Native,Native,NA,Italy,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Japan,Extant,Native,Native,NA,Japan,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,"Korea, Democratic People's Republic of",Extant,Native,Native,NA,North Korea,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,"Korea, Republic of",Extant,Native,Native,NA,South Korea,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Lebanon,Extant,Native,Native,NA,Lebanon,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Sri Lanka,Extant,Native,Native,NA,Sri Lanka,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Libya,Extant,Native,Native,NA,Libya,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Morocco,Extant,Native,Native,NA,Morocco,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Monaco,Extant,Native,Native,NA,Monaco,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Madagascar,Extant,Native,Native,NA,Madagascar,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Malta,Extant,Native,Native,NA,Malta,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Mauritius,Extant,Native,Native,NA,Mauritius,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Mexico,Extant,Native,Native,NA,Mexico,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Malaysia,Extant,Native,Native,NA,Malaysia,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Mozambique,Extant,Native,Native,NA,Mozambique,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Namibia,Extant,Native,Native,NA,Namibia,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,New Caledonia,Extant,Native,Native,NA,New Caledonia,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Netherlands,Extant,Native,Native,NA,Netherlands,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Norway,Extant,Native,Native,6,Norway,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,New Zealand,Extant,Native,Native,NA,New Zealand,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Oman,Extant,Native,Native,NA,Oman,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Peru,Extant,Native,Native,NA,Peru,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Philippines,Extant,Native,Native,NA,Philippines,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Pakistan,Extant,Native,Native,NA,Pakistan,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Saint Pierre and Miquelon,Extant,Native,Native,NA,Saint Pierre and Miquelon,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Portugal,Extant,Native,Native,NA,Portugal,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Réunion,Extant,Native,Native,NA,Reunion,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Russian Federation,Extant,Native,Native,4,Russia,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Saudi Arabia,Extant,Native,Native,NA,Saudi Arabia,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Seychelles,Extant,Native,Native,NA,Seychelles,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Sweden,Extant,Native,Native,NA,Sweden,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,"Saint Helena, Ascension and Tristan da Cunha",Extant,Native,Native,NA,Ascension,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,"Saint Helena, Ascension and Tristan da Cunha",Extant,Native,Native,NA,Saint Helena,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,"Saint Helena, Ascension and Tristan da Cunha",Extant,Native,Native,NA,Tristan da Cunha,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Slovenia,Extant,Native,Native,NA,Slovenia,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Svalbard and Jan Mayen,Extant,Native,Native,5,Svalbard,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Svalbard and Jan Mayen,Extant,Native,Native,7,Jan Mayen,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Syrian Arab Republic,Extant,Native,Native,NA,Syria,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,French Southern Territories,Extant,Native,Native,NA,Amsterdam Island and Saint Paul Island,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,French Southern Territories,Extant,Native,Native,NA,Crozet Islands,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,French Southern Territories,Extant,Native,Native,NA,Kerguelen Islands,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Tunisia,Extant,Native,Native,NA,Tunisia,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,Turkey,Extant,Native,Native,NA,Turkey,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,United States,Extant,Native,Native,1,Alaska,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,"Venezuela, Bolivarian Republic of",Extant,Native,Native,NA,Venezuela,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
2478,South Africa,Extant,Native,Native,NA,South Africa,Fin whale,Balaenoptera physalus,TRUE,NA,NA,EN
22697866,Greenland,Extant,Native,Native,8,West Greenland,Fulmar,Fulmarus glacialis,FALSE,8,NA,LC
22697866,Greenland,Extant,Native,Native,9,East Greenland,Fulmar,Fulmarus glacialis,FALSE,9,NA,LC
22697866,Svalbard and Jan Mayen,Extant,Native,Native,5,Svalbard,Fulmar,Fulmarus glacialis,FALSE,5,NA,LC
22697866,Greenland,Extant,Native,Native,8,West Greenland,Fulmar,Fulmarus glacialis,FALSE,8,NA,LC
22697866,Greenland,Extant,Native,Native,9,East Greenland,Fulmar,Fulmarus glacialis,FALSE,9,NA,LC
22697866,Svalbard and Jan Mayen,Extant,Native,Native,5,Svalbard,Fulmar,Fulmarus glacialis,FALSE,5,NA,LC
