"ID","pressure_score"
1,0.045265157876654
2,0.0575250255142292
3,0.0161444423170715
4,0.0857544205784772
5,NA
6,0.498449076625199
7,NA
8,0.245383281260839
9,0.160353255413785
10,0.36815297789113
