"ID","pressure_score"
1,0.0440450431125613
2,0.056171648002393
3,0.0162673149668053
4,0.0853048465191446
5,NA
6,0.500328910076047
7,NA
8,0.242465064744434
9,0.165812153210266
10,0.358500613156811
