"ID","pressure_score"
1,0.0479478075603336
2,0.0598857387452546
3,0.0158190440445009
4,0.0868009810021203
5,NA
6,0.499165068236642
7,NA
8,0.248491919246927
9,0.167315084025033
10,0.396834177293491
