"","stock_id","common","bbmsy_q2.5","bbmsy_q25","bbmsy_q50","bbmsy_q75","bbmsy_q97.5","bbmsy_sd","bbmsy_mean","year","model"
"1","Micromesistius_poutassou-27","Blue whiting",2,2,2,2,2,0,2,1960,"COM-SIR"
"2","Micromesistius_poutassou-27","Blue whiting",1.99916366898309,1.99940307787658,1.99940688004266,1.99950740332999,1.99950740332999,8.94508812766553e-05,1.99941561820378,1968,"COM-SIR"
"3","Micromesistius_poutassou-27","Blue whiting",1.99825052895831,1.99857515221187,1.99857727101781,1.9988040468002,1.9988040468002,0.000158404043767395,1.9986143114801,1969,"COM-SIR"
"4","Micromesistius_poutassou-27","Blue whiting",1.99682691038806,1.99730770366866,1.99731465565955,1.99771078629384,1.99771078629384,0.000252344551018775,1.99739004904476,1970,"COM-SIR"
"5","Micromesistius_poutassou-27","Blue whiting",1.9944478888065,1.99528246041517,1.99528849183629,1.99593456775919,1.99593456775919,0.000401910550071174,1.99542174250042,1971,"COM-SIR"
"6","Micromesistius_poutassou-27","Blue whiting",1.99061691542856,1.9919353254511,1.99200324074127,1.99298908222843,1.99298908222843,0.000650563753290735,1.9921864315958,1972,"COM-SIR"
"7","Micromesistius_poutassou-27","Blue whiting",1.98441246790704,1.98637267142566,1.98661199497152,1.98806436832036,1.98820101120445,0.0010750230903517,1.98682297534003,1973,"COM-SIR"
"8","Micromesistius_poutassou-27","Blue whiting",1.97354871401323,1.97710957644655,1.9777477582666,1.97981566173545,1.98045639063734,0.00181362122847111,1.97791528117933,1974,"COM-SIR"
"9","Micromesistius_poutassou-27","Blue whiting",1.95485488079941,1.96171898461318,1.9632089487089,1.96603153931287,1.96780128777779,0.00311281610382936,1.9631561797314,1975,"COM-SIR"
"10","Micromesistius_poutassou-27","Blue whiting",1.92335526239963,1.93630330670291,1.93951927506057,1.94314144137448,1.94723867320507,0.0054007515218786,1.93885588252204,1976,"COM-SIR"
"11","Micromesistius_poutassou-27","Blue whiting",1.87097973137813,1.89479886957594,1.90137827810141,1.90556654302286,1.91417507840568,0.00938936642268631,1.89930711837562,1977,"COM-SIR"
"12","Micromesistius_poutassou-27","Blue whiting",1.78585750614888,1.82829428527154,1.84119287910349,1.84509162819642,1.86193923872647,0.0161733161122401,1.83619687188106,1978,"COM-SIR"
"13","Micromesistius_poutassou-27","Blue whiting",1.65272853710611,1.72502355255354,1.74929336315807,1.75090730773774,1.78175661337528,0.0271972252992274,1.73872016200218,1979,"COM-SIR"
"14","Micromesistius_poutassou-27","Blue whiting",1.45733521204971,1.57263428080584,1.61189154105403,1.61616686754226,1.66422565845156,0.043780772169295,1.59592533469864,1980,"COM-SIR"
"15","Micromesistius_poutassou-27","Blue whiting",1.19836845923635,1.36521055559644,1.4235086151058,1.43852512825107,1.50394750976943,0.0658312440706276,1.40351329320836,1981,"COM-SIR"
"16","Micromesistius_poutassou-27","Blue whiting",0.904538252619065,1.11543816039277,1.19942760188613,1.22889034964213,1.30792307176783,0.0902844893397574,1.17497625541697,1982,"COM-SIR"
"17","Micromesistius_poutassou-27","Blue whiting",0.635692301019742,0.86244699329991,0.978135793192983,1.020696318223,1.10266511819586,0.11211550369779,0.947659809513937,1983,"COM-SIR"
