"","stock_id","common","bbmsy_q2.5","bbmsy_q25","bbmsy_q50","bbmsy_q75","bbmsy_q97.5","bbmsy_sd","bbmsy_mean","year","model"
"1","Anarhichas_lupus-27","Atlantic wolffish",2,2,2,2,2,0,2,1950,"COM-SIR"
"2","Anarhichas_lupus-27","Atlantic wolffish",1.95387719287396,1.97642983000998,1.9864075669477,1.99312527788387,1.9980669780408,0.011680635629674,1.98340800540457,1951,"COM-SIR"
"3","Anarhichas_lupus-27","Atlantic wolffish",1.92355388769112,1.95936207321055,1.97567571019631,1.98719029051408,1.9962237089733,0.018811150759907,1.97148195811096,1952,"COM-SIR"
"4","Anarhichas_lupus-27","Atlantic wolffish",1.90356065948278,1.94600499330181,1.96708691671593,1.98225070265055,1.99470258441587,0.0236402749000866,1.96230244287208,1953,"COM-SIR"
"5","Anarhichas_lupus-27","Atlantic wolffish",1.88955872746829,1.93596550981565,1.95983240934775,1.9781186262643,1.99321365185926,0.027277400415018,1.9547870228446,1954,"COM-SIR"
"6","Anarhichas_lupus-27","Atlantic wolffish",1.8782370890707,1.92669597053276,1.95162842102698,1.97454294071916,1.99160939628585,0.0302995404422461,1.94829174641526,1955,"COM-SIR"
"7","Anarhichas_lupus-27","Atlantic wolffish",1.86824231424217,1.91802078657759,1.94654859922874,1.97094566155044,1.99002856411969,0.0330180770766513,1.9424183663835,1956,"COM-SIR"
"8","Anarhichas_lupus-27","Atlantic wolffish",1.85881451514971,1.91105302655557,1.94015757755297,1.96805663945375,1.98923995136688,0.0356065732801966,1.93691256439289,1957,"COM-SIR"
"9","Anarhichas_lupus-27","Atlantic wolffish",1.84950969812907,1.90307783417433,1.93537422671182,1.96489318924816,1.98799993395721,0.0381650779942144,1.93160713212633,1958,"COM-SIR"
"10","Anarhichas_lupus-27","Atlantic wolffish",1.83852236514793,1.89501899930164,1.93149050269852,1.96152570443495,1.98653464595199,0.0407534868229422,1.92638901626734,1959,"COM-SIR"
"11","Anarhichas_lupus-27","Atlantic wolffish",1.82769191373989,1.88734086250149,1.92685830053694,1.95873301764991,1.98554106967146,0.0434092487271503,1.92117965768589,1960,"COM-SIR"
"12","Anarhichas_lupus-27","Atlantic wolffish",1.81635446597612,1.87976853601458,1.92100954158227,1.95558529079771,1.98460837310477,0.0461569516488105,1.91592299394473,1961,"COM-SIR"
