"","stock_id","common","bbmsy_q2.5","bbmsy_q25","bbmsy_q50","bbmsy_q75","bbmsy_q97.5","bbmsy_sd","bbmsy_mean","year","model"
"1","Hippoglossoides_platessoides-27","American plaice",NA,NA,NA,NA,NA,NA,NA,NA,"COM-SIR"
"2","Hippoglossus_hippoglossus-27","Atlantic halibut",2,2,2,2,2,0,2,1950,"COM-SIR"
"3","Hippoglossus_hippoglossus-27","Atlantic halibut",1.93419153065803,1.94508297699569,1.95094734870364,1.96301685753878,1.98066752423581,0.0113425143931781,1.95336177852816,1951,"COM-SIR"
"4","Hippoglossus_hippoglossus-27","Atlantic halibut",1.86599500823797,1.88674324083106,1.89897164402947,1.92302329337887,1.96048667751377,0.0231753771455869,1.90369842255089,1952,"COM-SIR"
"5","Hippoglossus_hippoglossus-27","Atlantic halibut",1.79538829827841,1.82490159381326,1.84406069984609,1.87994931927162,1.93951609614338,0.0355747513383224,1.85093734105129,1953,"COM-SIR"
"6","Hippoglossus_hippoglossus-27","Atlantic halibut",1.72244943560669,1.75959182869876,1.78628237338915,1.83380833731658,1.91783944511591,0.0485931515025486,1.79510816028912,1954,"COM-SIR"
"7","Hippoglossus_hippoglossus-27","Atlantic halibut",1.6472823807975,1.69097656941264,1.72460985107508,1.78471247344324,1.89556551039851,0.0622533612415961,1.73635811181821,1955,"COM-SIR"
"8","Hippoglossus_hippoglossus-27","Atlantic halibut",1.57028704574071,1.61935773730312,1.65910998935918,1.73288420732206,1.87282708271991,0.0765425336147299,1.67496253367954,1956,"COM-SIR"
"9","Hippoglossus_hippoglossus-27","Atlantic halibut",1.49193560827238,1.54517916683158,1.5908755879919,1.67866208102545,1.84977853670034,0.0914077024798741,1.6113279420854,1957,"COM-SIR"
"10","Hippoglossus_hippoglossus-27","Atlantic halibut",1.41281096095112,1.46901933409273,1.52053617586031,1.6224984961395,1.82659211681076,0.106754059743184,1.54598551782186,1958,"COM-SIR"
"11","Hippoglossus_hippoglossus-27","Atlantic halibut",1.33358061505635,1.39157310700928,1.44885512571099,1.56494829057691,1.80345306498687,0.122447171887227,1.47957379777698,1959,"COM-SIR"
"12","Hippoglossus_hippoglossus-27","Atlantic halibut",1.25143506330342,1.31362281498605,1.37669416004181,1.50664790524798,1.78055384746448,0.138319755451283,1.41281081987576,1960,"COM-SIR"
"13","Hippoglossus_hippoglossus-27","Atlantic halibut",1.17333944872859,1.23600055708711,1.30496663584346,1.44828635220896,1.75731702369232,0.154182762774744,1.34645770899929,1961,"COM-SIR"
"14","Hippoglossus_hippoglossus-27","Atlantic halibut",1.08090123935057,1.15954518596368,1.23458460963418,1.39057059570481,1.73406299793282,0.169839548156037,1.28127732018391,1962,"COM-SIR"
"15","Hippoglossus_hippoglossus-27","Atlantic halibut",1.00124778416839,1.08505844361887,1.16640606853585,1.33418900936116,1.71166399064307,0.18510109234911,1.21799262433567,1963,"COM-SIR"
"16","Hippoglossus_hippoglossus-27","Atlantic halibut",0.928324630512735,1.01326498963367,1.10118880566655,1.27977698050978,1.69035603546293,0.199799946911471,1.15724968725269,1964,"COM-SIR"
"17","Hippoglossus_hippoglossus-27","Atlantic halibut",0.859086904210702,0.944780451001333,1.03955614488385,1.22788836334193,1.67034332915559,0.21380085386183,1.09958926667697,1965,"COM-SIR"
"18","Hippoglossus_hippoglossus-27","Atlantic halibut",0.793927971323951,0.880090275431919,0.981977439484425,1.17897542566387,1.65179187419274,0.227006803368116,1.04542945546945,1966,"COM-SIR"
"19","Hippoglossus_hippoglossus-27","Atlantic halibut",0.73311172294484,0.819540425770964,0.928763634964761,1.13337847276867,1.63482594376434,0.239360322865312,0.995059881366132,1967,"COM-SIR"
