"cell_id","ocean","fao_id","rgn_name","proportionArea","rgn_id","area"
18745,"Arctic",18,NA,NA,NA,NA
18746,"Arctic",18,NA,NA,NA,NA
18747,"Arctic",18,NA,NA,NA,NA
18748,"Arctic",18,NA,NA,NA,NA
18749,"Arctic",18,NA,NA,NA,NA
18750,"Arctic",18,NA,NA,NA,NA
18751,"Arctic",18,NA,NA,NA,NA
18752,"Arctic",18,NA,NA,NA,NA
18753,"Arctic",18,NA,NA,NA,NA
18754,"Arctic",18,NA,NA,NA,NA
18755,"Arctic",18,NA,NA,NA,NA
18756,"Arctic",18,NA,NA,NA,NA
18757,"Arctic",18,NA,NA,NA,NA
18758,"Arctic",18,NA,NA,NA,NA
18759,"Arctic",18,NA,NA,NA,NA
18760,"Arctic",18,NA,NA,NA,NA
18761,"Arctic",18,NA,NA,NA,NA
18762,"Arctic",18,NA,NA,NA,NA
18763,"Arctic",18,NA,NA,NA,NA
18764,"Arctic",18,NA,NA,NA,NA
18765,"Arctic",18,NA,NA,NA,NA
18766,"Arctic",18,NA,NA,NA,NA
18767,"Arctic",18,NA,NA,NA,NA
18768,"Arctic",18,NA,NA,NA,NA
18769,"Arctic",18,NA,NA,NA,NA
18770,"Arctic",18,NA,NA,NA,NA
18771,"Arctic",18,NA,NA,NA,NA
18772,"Arctic",18,NA,NA,NA,NA
18773,"Arctic",18,NA,NA,NA,NA
18774,"Arctic",18,NA,NA,NA,NA
18775,"Arctic",18,NA,NA,NA,NA
18776,"Arctic",18,NA,NA,NA,NA
18777,"Arctic",18,NA,NA,NA,NA
18778,"Arctic",18,NA,NA,NA,NA
18779,"Arctic",18,NA,NA,NA,NA
18780,"Arctic",18,NA,NA,NA,NA
18781,"Arctic",18,NA,NA,NA,NA
18782,"Arctic",18,NA,NA,NA,NA
18783,"Arctic",18,NA,NA,NA,NA
18784,"Arctic",18,NA,NA,NA,NA
18785,"Arctic",18,NA,NA,NA,NA
18786,"Arctic",18,NA,NA,NA,NA
18787,"Arctic",18,NA,NA,NA,NA
18788,"Arctic",18,NA,NA,NA,NA
18789,"Arctic",18,NA,NA,NA,NA
18790,"Arctic",18,NA,NA,NA,NA
18791,"Arctic",18,NA,NA,NA,NA
18792,"Arctic",18,NA,NA,NA,NA
18793,"Arctic",18,NA,NA,NA,NA
18794,"Arctic",18,NA,NA,NA,NA
18795,"Arctic",18,NA,NA,NA,NA
18796,"Arctic",18,NA,NA,NA,NA
18797,"Arctic",18,NA,NA,NA,NA
18798,"Arctic",18,NA,NA,NA,NA
18799,"Arctic",18,NA,NA,NA,NA
18800,"Arctic",18,NA,NA,NA,NA
18801,"Arctic",18,NA,NA,NA,NA
18802,"Arctic",18,NA,NA,NA,NA
18803,"Arctic",18,NA,NA,NA,NA
18804,"Arctic",18,NA,NA,NA,NA
18805,"Arctic",18,NA,NA,NA,NA
18806,"Arctic",18,NA,NA,NA,NA
18807,"Arctic",18,"Beaufort Sea",0.99,3,1
18808,"Arctic",18,"Beaufort Sea",1,3,1
18809,"Arctic",18,"Beaufort Sea",1,3,1
18810,"Arctic",18,"Beaufort Sea",1,3,1
18811,"Arctic",18,"Beaufort Sea",1,3,1
18812,"Arctic",18,"Beaufort Sea",1,3,1
18813,"Arctic",18,"Beaufort Sea",1,3,1
18814,"Arctic",18,"Beaufort Sea",1,3,1
18815,"Arctic",18,"Beaufort Sea",1,3,1
18816,"Arctic",18,"Beaufort Sea",1,3,1
18817,"Arctic",18,"Beaufort Sea",1,3,1
18818,"Arctic",18,"Beaufort Sea",1,3,1
18819,"Arctic",18,"Beaufort Sea",1,3,1
18820,"Arctic",18,"Beaufort Sea",1,3,1
18821,"Arctic",18,"Beaufort Sea",1,3,1
18822,"Arctic",18,"Beaufort Sea",1,3,1
18823,"Arctic",18,"Beaufort Sea",1,3,1
18824,"Arctic",18,"Beaufort Sea",1,3,1
18825,"Arctic",18,"Beaufort Sea",1,3,1
18826,"Arctic",18,"Beaufort Sea",1,3,1
18827,"Arctic",18,"Beaufort Sea",1,3,1
18828,"Arctic",18,"Beaufort Sea",1,3,1
18829,"Arctic",18,"Beaufort Sea",1,3,1
18830,"Arctic",18,"Beaufort Sea",1,3,1
18831,"Arctic",18,"Beaufort Sea",1,3,1
18832,"Arctic",18,"Beaufort Sea",1,3,1
18833,"Arctic",18,"Beaufort Sea",1,3,1
18834,"Arctic",18,"Beaufort Sea",1,3,1
18835,"Arctic",18,"Beaufort Sea",1,3,1
18836,"Arctic",18,"Beaufort Sea",1,3,1
18837,"Arctic",18,"Beaufort Sea",1,3,1
18838,"Arctic",18,"Beaufort Sea",0.79,3,1
18839,"Arctic",18,"Beaufort Sea",0.51,3,1
18840,"Arctic",18,"Beaufort Sea",0.19,3,1
18843,"Arctic",18,"Beaufort Sea",0.05,3,1
18844,"Arctic",18,"Beaufort Sea",0.39,3,1
18845,"Arctic",18,"Beaufort Sea",0.13,3,1
18846,"Arctic",18,"Beaufort Sea",0.01,3,1
18847,"Arctic",18,"Beaufort Sea",0.1,3,1
18848,"Arctic",18,"Beaufort Sea",0.29,3,1
18849,"Arctic",18,"Beaufort Sea",0.9,3,1
18850,"Arctic",18,"Beaufort Sea",1,3,1
18851,"Arctic",18,"Beaufort Sea",0.86,3,1
18852,"Arctic",18,"Beaufort Sea",0.7,3,1
18853,"Arctic",18,"Beaufort Sea",0.68,3,1
18854,"Arctic",18,"Beaufort Sea",0.98,3,1
18855,"Arctic",18,"Beaufort Sea",1,3,1
18856,"Arctic",18,"Beaufort Sea",1,3,1
18857,"Arctic",18,"Beaufort Sea",1,3,1
18858,"Arctic",18,"Beaufort Sea",1,3,1
18859,"Arctic",18,"Beaufort Sea",1,3,1
18860,"Arctic",18,"Beaufort Sea",1,3,1
18861,"Arctic",18,"Nunavut",0.9,2,1
18862,"Arctic",18,"Nunavut",0.4,2,1
18863,"Arctic",18,"Nunavut",0.47,2,1
18864,"Arctic",18,"Nunavut",0.98,2,1
18865,"Arctic",18,"Nunavut",1,2,1
18866,"Arctic",18,"Nunavut",1,2,1
18867,"Arctic",18,"Nunavut",1,2,1
18868,"Arctic",18,"Nunavut",1,2,1
18869,"Arctic",18,"Nunavut",1,2,1
18870,"Arctic",18,"Nunavut",1,2,1
18871,"Arctic",18,"Nunavut",0.95,2,1
18872,"Arctic",18,"Nunavut",0.66,2,1
18873,"Arctic",18,"Nunavut",0.82,2,1
18874,"Arctic",18,"Nunavut",1,2,1
18875,"Arctic",18,"Nunavut",1,2,1
18876,"Arctic",18,"Nunavut",1,2,1
18877,"Arctic",18,"Nunavut",0.97,2,1
18878,"Arctic",18,"Nunavut",0.81,2,1
18879,"Arctic",18,"Nunavut",0.7,2,1
18880,"Arctic",18,"Nunavut",0.67,2,1
18881,"Arctic",18,"Nunavut",0.64,2,1
18882,"Arctic",18,"Nunavut",0.92,2,1
18883,"Arctic",18,"Nunavut",0.72,2,1
18884,"Arctic",18,"Nunavut",0.81,2,1
18885,"Arctic",18,"Nunavut",0.99,2,1
18886,"Arctic",18,"Nunavut",0.9,2,1
18887,"Arctic",18,"Nunavut",0.62,2,1
18888,"Arctic",18,"Nunavut",0.24,2,1
18889,"Arctic",18,"Nunavut",0.06,2,1
18891,"Arctic",18,"Nunavut",0.04,2,1
18892,"Arctic",18,"Nunavut",0.19,2,1
18893,"Arctic",18,"Nunavut",0.18,2,1
18894,"Arctic",18,"Nunavut",0.65,2,1
18895,"Arctic",18,"Nunavut",0.8,2,1
18896,"Arctic",18,"Nunavut",0.78,2,1
18897,"Arctic",18,"Nunavut",0.64,2,1
18898,"Arctic",18,"Nunavut",0.65,2,1
18899,"Arctic",18,"Nunavut",0.77,2,1
18900,"Arctic",18,"Nunavut",0.48,2,1
18901,"Arctic",18,"Nunavut",0.68,2,1
18902,"Arctic",18,"Nunavut",0.25,2,1
18903,"Arctic",18,"Nunavut",0.16,2,1
18904,"Arctic",18,"Nunavut",0.05,2,1
18905,"Arctic",18,"Nunavut",0.03,2,1
18906,"Arctic",18,"Nunavut",0.02,2,1
18907,"Arctic",18,"Nunavut",0.01,2,1
18908,"Arctic",18,"Nunavut",0.05,2,1
18910,"Arctic",18,"Nunavut",0.02,2,1
18911,"Arctic",18,"Nunavut",0.04,2,1
18912,"Arctic",18,"Nunavut",0.08,2,1
18914,"Arctic",18,"Nunavut",0.13,2,1
18915,"Arctic",18,"Nunavut",0.03,2,1
18916,"Arctic",18,"Nunavut",0.13,2,1
18917,"Arctic",18,"Nunavut",0.01,2,1
18918,"Arctic",18,"Nunavut",0.02,2,1
19218,"Arctic",18,"Russia",0.33,4,1
19219,"Arctic",18,"Russia",0.97,4,1
19220,"Arctic",18,"Russia",1,4,1
19221,"Arctic",18,"Russia",1,4,1
19222,"Arctic",18,"Russia",1,4,1
19223,"Arctic",18,"Russia",1,4,1
19224,"Arctic",18,"Russia",1,4,1
19225,"Arctic",18,"Russia",1,4,1
19226,"Arctic",18,"Russia",1,4,1
19227,"Arctic",18,"Russia",1,4,1
19228,"Arctic",18,"Russia",1,4,1
19229,"Arctic",18,"Russia",1,4,1
19230,"Arctic",18,"Russia",1,4,1
19231,"Arctic",18,"Russia",1,4,1
19232,"Arctic",18,"Russia",1,4,1
19233,"Arctic",18,"Russia",1,4,1
19234,"Arctic",18,"Russia",1,4,1
19235,"Arctic",18,"Russia",1,4,1
19236,"Arctic",18,"Russia",1,4,1
19237,"Arctic",18,"Russia",1,4,1
19238,"Arctic",18,"Russia",1,4,1
19239,"Arctic",18,"Russia",1,4,1
19240,"Arctic",18,"Russia",1,4,1
19241,"Arctic",18,"Russia",1,4,1
19242,"Arctic",18,"Russia",1,4,1
19243,"Arctic",18,"Russia",1,4,1
19244,"Arctic",18,"Russia",1,4,1
19245,"Arctic",18,"Russia",1,4,1
19246,"Arctic",18,"Russia",1,4,1
19247,"Arctic",18,"Russia",1,4,1
19248,"Arctic",18,"Russia",1,4,1
19249,"Arctic",18,"Russia",1,4,1
19250,"Arctic",18,"Russia",1,4,1
19251,"Arctic",18,"Russia",1,4,1
19252,"Arctic",18,"Russia",1,4,1
19253,"Arctic",18,"Russia",1,4,1
19254,"Arctic",18,"Russia",1,4,1
19255,"Arctic",18,"Russia",1,4,1
19256,"Arctic",18,"Russia",1,4,1
19257,"Arctic",18,"Russia",1,4,1
19258,"Arctic",18,"Russia",1,4,1
19259,"Arctic",18,"Russia",1,4,1
19260,"Arctic",18,"Russia",1,4,1
19261,"Arctic",18,"Russia",1,4,1
19262,"Arctic",18,"Russia",1,4,1
19263,"Arctic",18,"Russia",1,4,1
19264,"Arctic",18,"Russia",1,4,1
19265,"Arctic",18,"Russia",1,4,1
19266,"Arctic",18,"Russia",1,4,1
19267,"Arctic",18,"Russia",1,4,1
19268,"Arctic",18,"Russia",1,4,1
19269,"Arctic",18,"Russia",0.95,4,1
19270,"Arctic",18,"Russia",0.9,4,1
19271,"Arctic",18,"Russia",0.82,4,1
19272,"Arctic",18,"Russia",0.77,4,1
19273,"Arctic",18,"Russia",0.8,4,1
19274,"Arctic",18,"Russia",0.99,4,1
19275,"Arctic",18,"Russia",0.95,4,1
19276,"Arctic",18,"Russia",0.92,4,1
19277,"Arctic",18,"Russia",1,4,1
19278,"Arctic",18,"Russia",0.99,4,1
19279,"Arctic",18,"Russia",1,4,1
19280,"Arctic",18,"Russia",1,4,1
19281,"Arctic",18,"Russia",0.99,4,1
19282,"Arctic",18,"Russia",0.97,4,1
19283,"Arctic",18,"Russia",0.24,4,1
19293,"Arctic",18,"Russia",0.02,4,1
19294,"Arctic",18,"Russia",0.25,4,1
19295,"Arctic",18,"Russia",0.66,4,1
19296,"Arctic",18,"Russia",0.95,4,1
19297,"Arctic",18,"Russia",0.53,4,1
19298,"Arctic",18,"Russia",0.6,4,1
19299,"Arctic",18,"Russia",0.55,4,1
19300,"Arctic",18,"Russia",0.57,4,1
19301,"Arctic",18,"Russia",0.56,4,1
19302,"Arctic",18,"Russia",0.51,4,1
19303,"Arctic",18,"Russia",0.56,4,1
19304,"Arctic",18,"Russia",0.76,4,1
19305,"Arctic",18,"Russia",0.84,4,1
19306,"Arctic",18,"Russia",1,4,1
19307,"Arctic",18,"Russia",1,4,1
19308,"Arctic",18,"Russia",1,4,1
19309,"Arctic",18,"Russia",1,4,1
19310,"Arctic",18,"Russia",1,4,1
19311,"Arctic",18,"Russia",1,4,1
19312,"Arctic",18,"Russia",1,4,1
19313,"Arctic",18,"Russia",1,4,1
19314,"Arctic",18,"Russia",1,4,1
19315,"Arctic",18,"Russia",1,4,1
19316,"Arctic",18,"Russia",1,4,1
19317,"Arctic",18,"Russia",1,4,1
19318,"Arctic",18,"Russia",1,4,1
19319,"Arctic",18,"Russia",1,4,1
19320,"Arctic",18,"Russia",1,4,1
19321,"Arctic",18,"Russia",1,4,1
19322,"Arctic",18,"Russia",1,4,1
19323,"Arctic",18,"Russia",1,4,1
19324,"Arctic",18,"Russia",1,4,1
19325,"Arctic",18,"Russia",1,4,1
19326,"Arctic",18,"Russia",1,4,1
19327,"Arctic",18,"Russia",1,4,1
19328,"Arctic",18,"Russia",1,4,1
19329,"Arctic",18,"Russia",1,4,1
19330,"Arctic",18,"Russia",1,4,1
19331,"Arctic",18,"Russia",1,4,1
19332,"Arctic",18,"Russia",1,4,1
19333,"Arctic",18,"Russia",1,4,1
19334,"Arctic",18,"Russia",1,4,1
19335,"Arctic",18,"Russia",1,4,1
19336,"Arctic",18,"Russia",1,4,1
19337,"Arctic",18,"Russia",1,4,1
19338,"Arctic",18,"Russia",1,4,1
19339,"Arctic",18,"Russia",1,4,1
19340,"Arctic",18,"Russia",1,4,1
19341,"Arctic",18,"Russia",1,4,1
19342,"Arctic",18,"Russia",1,4,1
19343,"Arctic",18,"Russia",1,4,1
19344,"Arctic",18,"Russia",1,4,1
19345,"Arctic",18,"Russia",1,4,1
19346,"Arctic",18,"Russia",1,4,1
19347,"Arctic",18,"Russia",1,4,1
19348,"Arctic",18,"Russia",1,4,1
19349,"Arctic",18,"Russia",1,4,1
19350,"Arctic",18,"Russia",1,4,1
19351,"Arctic",18,"Russia",1,4,1
19352,"Arctic",18,"Russia",1,4,1
19353,"Arctic",18,"Russia",1,4,1
19354,"Arctic",18,"Russia",1,4,1
19355,"Arctic",18,"Russia",1,4,1
19356,"Arctic",18,"Russia",1,4,1
19357,"Arctic",18,"Russia",1,4,1
19358,"Arctic",18,"Russia",1,4,1
19359,"Arctic",18,"Russia",1,4,1
19360,"Arctic",18,"Russia",1,4,1
19361,"Arctic",18,"Russia",1,4,1
19362,"Arctic",18,"Russia",1,4,1
19363,"Arctic",18,"Russia",1,4,1
19364,"Arctic",18,"Russia",1,4,1
19365,"Arctic",18,"Russia",1,4,1
19366,"Arctic",18,"Russia",1,4,1
19367,"Arctic",18,"Russia",1,4,1
19368,"Arctic",18,"Russia",1,4,1
19369,"Arctic",18,"Russia",1,4,1
19370,"Arctic",18,"Russia",1,4,1
19371,"Arctic",18,"Russia",1,4,1
19372,"Arctic",18,"Russia",1,4,1
19373,"Arctic",18,"Russia",1,4,1
19374,"Arctic",18,"Russia",1,4,1
19375,"Arctic",18,"Russia",1,4,1
19376,"Arctic",18,"Russia",1,4,1
19377,"Arctic",18,"Russia",1,4,1
19378,"Arctic",18,"Russia",0.88,4,1
19379,"Arctic",18,"Russia",0.88,4,1
19380,"Arctic",18,"Russia",1,4,1
19381,"Arctic",18,"Russia",1,4,1
19382,"Arctic",18,"Russia",1,4,1
19383,"Arctic",18,"Russia",1,4,1
19384,"Arctic",18,"Russia",1,4,1
19385,"Arctic",18,"Russia",1,4,1
19386,"Arctic",18,"Russia",1,4,1
19387,"Arctic",18,"Russia",1,4,1
19388,"Arctic",18,"Russia",1,4,1
19389,"Arctic",18,"Russia",1,4,1
19390,"Arctic",18,"Russia",1,4,1
19391,"Arctic",18,"Russia",1,4,1
19392,"Arctic",18,"Russia",1,4,1
19393,"Arctic",18,"Russia",1,4,1
19394,"Arctic",18,"Russia",1,4,1
19395,"Arctic",18,"Russia",1,4,1
19396,"Arctic",18,"Russia",0.99,4,1
19397,"Arctic",18,"Russia",1,4,1
19398,"Arctic",18,"Russia",1,4,1
19399,"Arctic",18,"Russia",1,4,1
19400,"Arctic",18,"Russia",1,4,1
19401,"Arctic",18,"Russia",1,4,1
19402,"Arctic",18,"Russia",1,4,1
19403,"Arctic",18,"Russia",1,4,1
19404,"Arctic",18,"Russia",1,4,1
19405,"Arctic",18,"Russia",1,4,1
19406,"Arctic",18,"Russia",1,4,1
19407,"Arctic",18,"Russia",1,4,1
19408,"Arctic",18,"Russia",1,4,1
19409,"Arctic",18,"Russia",1,4,1
19410,"Arctic",18,"Russia",1,4,1
19411,"Arctic",18,"Russia",1,4,1
19412,"Arctic",18,"Russia",1,4,1
19413,"Arctic",18,"Russia",1,4,1
19414,"Arctic",18,"Russia",1,4,1
19415,"Arctic",18,"Russia",1,4,1
19416,"Arctic",18,"Russia",1,4,1
19417,"Arctic",18,"Russia",1,4,1
19418,"Arctic",18,"Russia",1,4,1
19419,"Arctic",18,"Russia",1,4,1
19420,"Arctic",18,"Russia",1,4,1
19421,"Arctic",18,"Russia",1,4,1
19422,"Arctic",18,"Russia",1,4,1
19423,"Arctic",18,"Russia",1,4,1
19424,"Arctic",18,"Russia",1,4,1
19425,"Arctic",18,"Russia",1,4,1
19426,"Arctic",18,"Russia",0.32,4,1
19427,"Arctic",18,NA,NA,NA,NA
19428,"Arctic",18,NA,NA,NA,NA
19429,"Arctic",18,NA,NA,NA,NA
19430,"Arctic",18,NA,NA,NA,NA
19431,"Arctic",18,NA,NA,NA,NA
19432,"Arctic",18,NA,NA,NA,NA
19433,"Arctic",18,NA,NA,NA,NA
19434,"Arctic",18,NA,NA,NA,NA
19435,"Arctic",18,NA,NA,NA,NA
19436,"Arctic",18,NA,NA,NA,NA
19437,"Arctic",18,NA,NA,NA,NA
19438,"Arctic",18,NA,NA,NA,NA
19439,"Arctic",18,NA,NA,NA,NA
19440,"Arctic",18,NA,NA,NA,NA
19441,"Arctic",18,NA,NA,NA,NA
19442,"Arctic",18,NA,NA,NA,NA
19443,"Arctic",18,NA,NA,NA,NA
19444,"Arctic",18,NA,NA,NA,NA
19445,"Arctic",18,NA,NA,NA,NA
19446,"Arctic",18,NA,NA,NA,NA
19447,"Arctic",18,NA,NA,NA,NA
19448,"Arctic",18,NA,NA,NA,NA
19449,"Arctic",18,NA,NA,NA,NA
19450,"Arctic",18,NA,NA,NA,NA
19451,"Arctic",18,NA,NA,NA,NA
19452,"Arctic",18,NA,NA,NA,NA
19453,"Arctic",18,NA,NA,NA,NA
19454,"Arctic",18,NA,NA,NA,NA
19455,"Arctic",18,NA,NA,NA,NA
19456,"Arctic",18,NA,NA,NA,NA
19457,"Arctic",18,NA,NA,NA,NA
19458,"Arctic",18,NA,NA,NA,NA
19459,"Arctic",18,NA,NA,NA,NA
19460,"Arctic",18,NA,NA,NA,NA
19461,"Arctic",18,NA,NA,NA,NA
19462,"Arctic",18,NA,NA,NA,NA
19463,"Arctic",18,NA,NA,NA,NA
19464,"Arctic",18,NA,NA,NA,NA
19465,"Arctic",18,NA,NA,NA,NA
19466,"Arctic",18,NA,NA,NA,NA
19467,"Arctic",18,NA,NA,NA,NA
19468,"Arctic",18,NA,NA,NA,NA
19469,"Arctic",18,NA,NA,NA,NA
19470,"Arctic",18,NA,NA,NA,NA
19471,"Arctic",18,NA,NA,NA,NA
19472,"Arctic",18,NA,NA,NA,NA
19473,"Arctic",18,NA,NA,NA,NA
19474,"Arctic",18,NA,NA,NA,NA
19475,"Arctic",18,NA,NA,NA,NA
19476,"Arctic",18,NA,NA,NA,NA
19477,"Arctic",18,NA,NA,NA,NA
19478,"Arctic",18,NA,NA,NA,NA
19479,"Arctic",18,NA,NA,NA,NA
19480,"Arctic",18,NA,NA,NA,NA
19481,"Arctic",18,NA,NA,NA,NA
19482,"Arctic",18,NA,NA,NA,NA
19483,"Arctic",18,NA,NA,NA,NA
19484,"Arctic",18,NA,NA,NA,NA
19485,"Arctic",18,NA,NA,NA,NA
19486,"Arctic",18,NA,NA,NA,NA
19487,"Arctic",18,NA,NA,NA,NA
19488,"Arctic",18,NA,NA,NA,NA
19489,"Arctic",18,NA,NA,NA,NA
19490,"Arctic",18,NA,NA,NA,NA
19491,"Arctic",18,NA,NA,NA,NA
19492,"Arctic",18,NA,NA,NA,NA
19493,"Arctic",18,NA,NA,NA,NA
19494,"Arctic",18,NA,NA,NA,NA
19495,"Arctic",18,NA,NA,NA,NA
19496,"Arctic",18,NA,NA,NA,NA
19497,"Arctic",18,NA,NA,NA,NA
19498,"Arctic",18,NA,NA,NA,NA
19499,"Arctic",18,NA,NA,NA,NA
19500,"Arctic",18,NA,NA,NA,NA
19501,"Arctic",18,NA,NA,NA,NA
19502,"Arctic",18,NA,NA,NA,NA
19503,"Arctic",18,NA,NA,NA,NA
19504,"Arctic",18,NA,NA,NA,NA
19505,"Arctic",18,NA,NA,NA,NA
19506,"Arctic",18,NA,NA,NA,NA
19507,"Arctic",18,NA,NA,NA,NA
19508,"Arctic",18,NA,NA,NA,NA
19509,"Arctic",18,NA,NA,NA,NA
19510,"Arctic",18,NA,NA,NA,NA
19511,"Arctic",18,NA,NA,NA,NA
19512,"Arctic",18,NA,NA,NA,NA
19513,"Arctic",18,NA,NA,NA,NA
19514,"Arctic",18,NA,NA,NA,NA
19515,"Arctic",18,NA,NA,NA,NA
19516,"Arctic",18,NA,NA,NA,NA
19517,"Arctic",18,NA,NA,NA,NA
19518,"Arctic",18,NA,NA,NA,NA
19519,"Arctic",18,NA,NA,NA,NA
19520,"Arctic",18,NA,NA,NA,NA
19521,"Arctic",18,NA,NA,NA,NA
19522,"Arctic",18,NA,NA,NA,NA
19523,"Arctic",18,NA,NA,NA,NA
19524,"Arctic",18,NA,NA,NA,NA
19525,"Arctic",18,NA,NA,NA,NA
19526,"Arctic",18,"Beaufort Sea",0.04,3,1
19527,"Arctic",18,"Beaufort Sea",0.97,3,1
19528,"Arctic",18,"Beaufort Sea",1,3,1
19529,"Arctic",18,"Beaufort Sea",1,3,1
19530,"Arctic",18,"Beaufort Sea",1,3,1
19531,"Arctic",18,"Beaufort Sea",1,3,1
19532,"Arctic",18,"Beaufort Sea",1,3,1
19533,"Arctic",18,"Beaufort Sea",1,3,1
19534,"Arctic",18,"Beaufort Sea",1,3,1
19535,"Arctic",18,"Beaufort Sea",1,3,1
19536,"Arctic",18,"Beaufort Sea",1,3,1
19537,"Arctic",18,"Beaufort Sea",1,3,1
19538,"Arctic",18,"Beaufort Sea",1,3,1
19539,"Arctic",18,"Beaufort Sea",1,3,1
19540,"Arctic",18,"Beaufort Sea",1,3,1
19541,"Arctic",18,"Beaufort Sea",1,3,1
19542,"Arctic",18,"Beaufort Sea",1,3,1
19543,"Arctic",18,"Beaufort Sea",1,3,1
19544,"Arctic",18,"Beaufort Sea",1,3,1
19545,"Arctic",18,"Beaufort Sea",1,3,1
19546,"Arctic",18,"Beaufort Sea",1,3,1
19547,"Arctic",18,"Beaufort Sea",1,3,1
19548,"Arctic",18,"Beaufort Sea",1,3,1
19549,"Arctic",18,"Beaufort Sea",1,3,1
19550,"Arctic",18,"Beaufort Sea",1,3,1
19551,"Arctic",18,"Beaufort Sea",1,3,1
19552,"Arctic",18,"Beaufort Sea",1,3,1
19553,"Arctic",18,"Beaufort Sea",1,3,1
19554,"Arctic",18,"Beaufort Sea",1,3,1
19555,"Arctic",18,"Beaufort Sea",0.67,3,1
19556,"Arctic",18,"Beaufort Sea",0.2,3,1
19557,"Arctic",18,"Beaufort Sea",0.16,3,1
19558,"Arctic",18,"Beaufort Sea",0.03,3,1
19559,"Arctic",18,"Beaufort Sea",0.2,3,1
19561,"Arctic",18,"Beaufort Sea",0.11,3,1
19562,"Arctic",18,"Beaufort Sea",0.35,3,1
19563,"Arctic",18,"Beaufort Sea",0.65,3,1
19564,"Arctic",18,"Beaufort Sea",0.98,3,1
19565,"Arctic",18,"Beaufort Sea",0.47,3,1
19566,"Arctic",18,"Beaufort Sea",0.56,3,1
19567,"Arctic",18,"Beaufort Sea",0.93,3,1
19568,"Arctic",18,"Beaufort Sea",0.62,3,1
19569,"Arctic",18,"Beaufort Sea",0.39,3,1
19570,"Arctic",18,"Beaufort Sea",0.16,3,1
19571,"Arctic",18,"Beaufort Sea",0.04,3,1
19572,"Arctic",18,"Beaufort Sea",0.1,3,1
19573,"Arctic",18,"Beaufort Sea",0.59,3,1
19574,"Arctic",18,"Beaufort Sea",0.5,3,1
19575,"Arctic",18,"Beaufort Sea",0.56,3,1
19576,"Arctic",18,"Beaufort Sea",0.9,3,1
19577,"Arctic",18,"Beaufort Sea",1,3,1
19578,"Arctic",18,"Beaufort Sea",1,3,1
19579,"Arctic",18,"Beaufort Sea",1,3,1
19580,"Arctic",18,"Beaufort Sea",0.76,3,1
19581,"Arctic",18,"Nunavut",0.46,2,1
19582,"Arctic",18,"Nunavut",0.1,2,1
19583,"Arctic",18,"Nunavut",0.01,2,1
19584,"Arctic",18,"Nunavut",0.54,2,1
19585,"Arctic",18,"Nunavut",0.94,2,1
19586,"Arctic",18,"Nunavut",1,2,1
19587,"Arctic",18,"Nunavut",0.96,2,1
19588,"Arctic",18,"Nunavut",0.91,2,1
19589,"Arctic",18,"Nunavut",1,2,1
19590,"Arctic",18,"Nunavut",1,2,1
19591,"Arctic",18,"Nunavut",1,2,1
19592,"Arctic",18,"Nunavut",0.46,2,1
19593,"Arctic",18,"Nunavut",0.2,2,1
19594,"Arctic",18,"Nunavut",0.23,2,1
19595,"Arctic",18,"Nunavut",0.51,2,1
19596,"Arctic",18,"Nunavut",0.87,2,1
19597,"Arctic",18,"Nunavut",0.28,2,1
19598,"Arctic",18,"Nunavut",0.26,2,1
19599,"Arctic",18,"Nunavut",0.49,2,1
19600,"Arctic",18,"Nunavut",0.43,2,1
19601,"Arctic",18,"Nunavut",0.04,2,1
19602,"Arctic",18,"Nunavut",0.07,2,1
19603,"Arctic",18,"Nunavut",0.03,2,1
19605,"Arctic",18,"Nunavut",0.25,2,1
19606,"Arctic",18,"Nunavut",0.97,2,1
19607,"Arctic",18,"Nunavut",1,2,1
19608,"Arctic",18,"Nunavut",0.99,2,1
19609,"Arctic",18,"Nunavut",0.81,2,1
19610,"Arctic",18,"Nunavut",0.57,2,1
19611,"Arctic",18,"Nunavut",0.53,2,1
19612,"Arctic",18,"Nunavut",0.56,2,1
19613,"Arctic",18,"Nunavut",0.57,2,1
19614,"Arctic",18,"Nunavut",0.71,2,1
19615,"Arctic",18,"Nunavut",0.27,2,1
19618,"Arctic",18,"Nunavut",0.2,2,1
19619,"Arctic",18,"Nunavut",0.25,2,1
19620,"Arctic",18,"Nunavut",0.53,2,1
19621,"Arctic",18,"Nunavut",0.62,2,1
19622,"Arctic",18,"Nunavut",0.82,2,1
19623,"Arctic",18,"Nunavut",0.89,2,1
19624,"Arctic",18,"Nunavut",0.82,2,1
19625,"Arctic",18,"Nunavut",0.72,2,1
19626,"Arctic",18,"Nunavut",0.89,2,1
19627,"Arctic",18,"Nunavut",0.79,2,1
19628,"Arctic",18,"Nunavut",0.79,2,1
19629,"Arctic",18,"Nunavut",0.68,2,1
19630,"Arctic",18,"Nunavut",0.6,2,1
19631,"Arctic",18,"Nunavut",0.79,2,1
19632,"Arctic",18,"Nunavut",0.89,2,1
19633,"Arctic",18,"Nunavut",0.87,2,1
19634,"Arctic",18,"Nunavut",0.87,2,1
19635,"Arctic",18,"Nunavut",0.81,2,1
19636,"Arctic",18,"Nunavut",0.87,2,1
19637,"Arctic",18,"Nunavut",0.93,2,1
19638,"Arctic",18,"Nunavut",0.94,2,1
19639,"Arctic",18,"Nunavut",0.45,2,1
