"ID","pressure_score"
1,NA
2,0.0413237424656209
3,NA
4,0.150584767151683
5,0.0956478614958805
6,0.410204141049537
7,0.151131314544898
8,0.0484220768758586
9,0.216637363726264
10,0.271424055575173
