"ID","pressure_score"
1,NA
2,0.0420761274626501
3,NA
4,0.14920971308531
5,0.0966708866650908
6,0.407606752266779
7,0.147627391049587
8,0.0491672594634221
9,0.213095870080378
10,0.245411439388662
